HUS1	RAD1	SCN2B	VSIG1	PLAUR	CD70	RAD9A	CD79B	PDGFRB	ARPC5	ZFP161	SLAMF7	RAD17	LAMP3																																																																																																																																																								
C14orf80	TRAK2	NCAPH2	ENPP6	TUBE1	C6orf141	AVIL	ALOX5	TPTE2	JUNB	PHF15	IL17RA	C16orf59	C6orf118	KIAA1984	CDC16																																																																																																																																																						
HTRA4	EIF4E2	TTC28	CPSF4	RBPMS	WDR26	RBMS1	OTUD4	ZC3H4	C2orf44																																																																																																																																																												
RFX2	FOXN2	FOXN3	FBXL3	FOXJ1																																																																																																																																																																	
ODF1	CCT6A	SPATA20	PDCL	PSMD7	FAM175B	CCT3	CCT4	NIF3L1	CCT5	CCT6B	TCP1	CCT2	PSMD11	CCT7																																																																																																																																																							
C9orf40	MGRN1	LPPR2	DNAJB8	PLOD1	TCEAL1																																																																																																																																																																
LOC554223	DCTN6	METTL19	PDIA5	SIRT6	INTS4	POLR1B	FKBP7	ACTR1B	ACTR10	POLR1A	ZYG11B	CBWD1	MIPEP	FUK																																																																																																																																																							
LRRC49	C11orf49	TBC1D19	TTLL1	PCM1	C17orf71	C18orf10	KIAA1841	NICN1	SPATA1	EIF3F	C19orf20																																																																																																																																																										
RBM14-RBM4	KLHL22	F9	SIRT6	LOXL2	KCTD17	AP1G2	GCNT3	LAMP2	WDR34	TMEM206	MANSC1	VPS4B	WDR4	SURF2	AARSD1	SERPINB13	HTR2C	CDK13	FAF2	APBB3	CTBP1	SGK196	WDR37	CPA2																																																																																																																																													
THAP11	OGT	PSME3	FAM175B	TSPAN5	SYNC	HCFC1	PSMC5	PRDM5	C12orf59	IKZF5	IL20RA	EXOC1	SPINT2	ZNF323	RRP8																																																																																																																																																						
TMEM2	PTCH1	C8G	NAAA	SCGB2A2	SIAE	DEFA1	PNLIPRP1	CRP	INSL5																																																																																																																																																												
HSD17B7	SLC18A1	ACP5	POLB	SLC1A5	SLC37A3	C1orf85	SLAMF1	SLC39A12																																																																																																																																																													
SLC39A10	SLC39A5	LPAR1	GYPB	GALNT6	SPINT2	C19orf75																																																																																																																																																															
KIAA0368	SLC2A5	TMEM199	APLNR	NPY2R	SLC18A1	OPRM1	SLC39A9	IL13RA2	CHRM4	LYPD3	RP2	HTR2C	BSG	SLC10A7	C5orf28	SPACA1	MAS1	EDNRB																																																																																																																																																			
CCDC151	TRIM44	ALKBH2	COMMD3	IFT81	COMMD2	COMMD8	CENPH	NSMCE4A	RGPD5	MTFR1	IFT46	GOLGA5	CEP170	IFT74	FBXL4	CCDC22	RABL5	SNAPIN	IFT88																																																																																																																																																		
TP53	MDM2	HNF4A	FAM175B	FAM111A	GPR156	FBXW7	AURKA	CUL9	MDM4	HOMER3	RORC	CELA2B	CUL7																																																																																																																																																								
CPD	DEFA1	AP1M1	FOXK2	UFSP2	TNF																																																																																																																																																																
PEX13	C3AR1	PEX7	TRAF1	BTN3A2	LPAR1																																																																																																																																																																
RPAP2	ZFC3H1	RPRD1B	MED18	CPNE2	GRINL1A	ASB6	MED21	LMO2	PIH1D1	POLR2E	DOM3Z	MED1	POLR2G	POLR2D	GPN3	UXT	SYDE1	PPP1CC																																																																																																																																																			
NFE2L3	MAFG	MAFK	HCFC1	HCFC2	MAFF																																																																																																																																																																
RAB34	GDI1	SNX11	RAP1GDS1	EPHX1																																																																																																																																																																	
ANXA13	MSI2	APBB1IP	ANXA2	CCDC67	TUBGCP3	SRPR																																																																																																																																																															
MST4	BMP7	VBP1	TRAF3IP3	C10orf47	PDCD10	STK25	C4orf19	CCM2	SNRNP27	RGS2	MAGIX	FAM174A																																																																																																																																																									
MRPL14	MRPL41	MRPL10	MRPS30	MRPL39	MRPL47	MRPL50																																																																																																																																																															
ADAMTS12	FKBP9	USF2	UBR1	RUFY3	SNRK	PPM1A	USF1																																																																																																																																																														
MIA3	SLC39A5	MARCH5	ANO6	MTMR7	CTAGE6P	SERPINA10	SRPRB	FAM167A	GABRE	HAO2	CTAGE5	SERPINA5	VNN2	SERPINA7	SERPINA12	FAM19A4	CRTAP	SIGLEC12																																																																																																																																																			
NEURL4	APBB1	ZNF669	CCDC65	MAPK6	HSDL2	LGALS3BP	NCOA4	SPZ1	CCDC111	PDGFD	ZNF286A	DNAJC7	CCDC136	USP16	MAP7D2	FAM98A	PSMC2	DBNL	CDR2	FBXL5																																																																																																																																																	
VPS35	VPS29	VPS26A	VPS26B	MRM1	MCM7																																																																																																																																																																
SYP	ARV1	SLC25A16	TMEM164	TMTC4	SLC25A23	RNASEL	SLC35B2	SLC20A2	GK	ATP9A	PTS	TMEM186	TMEM183A	DGUOK	KDELR3	MBOAT7	TMEM87A	SPAG9	SFXN3	SLC38A10	APBB1	EXT1	NUFIP1	ARL5B	MRS2	SGPP1																																																																																																																																											
SIK1	SIK3	GINS4	UBE2E1	SIK2	GINS2																																																																																																																																																																
PNN	C17orf85	RSBN1L	ZC3H14	SCAF1	C11orf57	RNPS1	ISY1	PTGER3	ELAVL2	CAMKV	PES1	NKAP	C16orf80	RBM22	THRAP3	CCDC9	EIF4A3	CLK2	PRPF40A	MAGOH	BCLAF1	SNIP1	RSBN1	PRPF4B	NOS1AP	PIP4K2A	WSB2	EPB41L2	FAM9A	PPIG	DHX8	SRSF10	NKTR	AKAP17A	SARNP	LUC7L2	SREK1	ACIN1	SRPK1	TOPORS	PPIE	FYTTD1	RALYL	CDC40	XAB2	CASC3	EDA	AQR	VANGL2	DENND2D	ZCCHC17	CRNKL1	CLK3	RBBP6	DDX41	MDK	U2AF2	VANGL1	SMOC1	KIAA1704	TRA2A	SRRM2	LUC7L																																																																																																						
TCL1B	MED17	ACAD11	MED8	MED29	HPS5	SAR1B	MED14	DISC1	HPS3	NDE1	MED24	MED1	MED28	MED20	MED13	MED22	MAGI3	MED9	MED10	ARFGEF1	MED4																																																																																																																																																
KLHL28	CUL7	IPP	CUL3	KLHL24	NUDCD3	FBXL17	KLHL21	AKAP11	KLHL14	KLHL26	PRKACB	KLHL13																																																																																																																																																									
MIS18A	TMEM150A	C6orf97	ACTR1B	DCTN2	SPICE1	CENPA	GTF2E2	CCDC96	NCAPH2	BICD2	TXLNG	ACTR10	DCTN5	TXLNA	HOMER1	CAV3	PCNT	ACTR1A	OFD1	UACA	BFSP1	SYBU	OIP5	DCTN6	MIS18BP1	SENP5	CEP170	OSBPL6	CEP135	DCTN4	DCTN3	PCM1	HJURP																																																																																																																																				
TOP2B	GPATCH4	PLAUR	ASB3	CUL5	HSD3B2																																																																																																																																																																
JSRP1	GNAO1	AHNAK	SIAH1	AHNAK2	RRAS																																																																																																																																																																
DDX28	YARS2	RPUSD4	TRUB2	PTCD1	UBR5	FASTKD2	MCAT	METAP2	C7orf30	NGRN	SSSCA1	MRPL4	MTERFD1																																																																																																																																																								
SYNGR2	SYPL2	GPR114	OPRM1	VIPR2	CD97	C19orf46	SLCO1B1	PCDHAC2	SLC22A9	HTR2C	FPR2	ZFYVE27	SLC7A1	TACR1	VIPR1	SLC34A2	GPR52	EDNRA	SLC22A16																																																																																																																																																		
XIAP	ADAMTS4	CLEC11A	C19orf54	DIABLO	BIRC2	KLHL2	CASP3	PHB2	PRDX3	BIRC7	LRRN2	GMCL1	BIRC8	DCAF12																																																																																																																																																							
TNFRSF17	TARBP1	INTS7	AGPAT1	OPA3	ZMPSTE24	FAM171A1	TSPAN6	CD70	PARK2	FAM105A																																																																																																																																																											
BOD1L	WDR5	MDK	EPB41L5	NUP50	CAMK2D	CXXC1	HCFC2																																																																																																																																																														
RAB27B	BDH2	CHM	CHML	GBA	SCARB2	SYTL2	SYTL4	C10orf118	SYTL3	SYTL5	SYTL1																																																																																																																																																										
MCOLN3	IMPAD1	C7orf44	POMGNT1	SLC12A9	TMEM59L	ATP8B2	DNAJC11	DPY19L4	ATP13A2	ATP2A3	KCNQ5	SNX14	MFAP3	GRAMD1A	CLCN7	CYB5R1	TMX4	RNF130	DAGLA	PGAP1	KCNJ8	BTN3A3	ST7L	WRB	MCOLN1	UPK3BL	TUSC3	DCAKD	SCAP	TMEM131	GABRB3	TMEM219	ABCA3	DHRS7	TTC17	ACPL2	MCOLN2	ABHD16A	SGPP1																																																																																																																														
RPL6	CSDA	MRPS9	RRS1	RPL28	VPRBP	LARP1	CNBP	MRPL13	MRPL24	PTCD3	RALY	CLTCL1	MRPS18C	RPL26L1	MRPL45	MRPS21	SURF6	MOV10	PTCD1	MRPS2	MRPS22	SIRT1	FYTTD1	MRPL34	MAGEB10	MRPS18A	NGRN	RPL37A	MTERFD1	MRPS5	ZBTB11	UPF1	MRPS35	MRPS14	DAP3	MRPL38	RBM34	SART3																																																																																																																															
FAM19A3	PDDC1	VHL	PRMT7	CEP164	LDLR	C17orf70	JPH1	COL6A2	TRAF2	FAM115C	TFCP2	KDM1B	ANKRD52	FLAD1	MANBA	ISCA1	PPP2R3B	CBX5	MCMBP	UBP1	AHCYL1	NHLRC2	NUDCD1	C10orf125	DHPS	CAMK1	BIRC2	DPYSL2	CSDE1	PPP2R1B	C5orf51	PPP2R2D	LRP1B	FBN2	MPP6	PRMT6	AHCYL2	LRP2	THNSL1	PASK	PPP1R10	CTU2	PPP4R2	INSR	PPP1R13L	DPYSL5	LRP11	NDUFS1	SORL1	HSD17B8	DPP9	RIOK2	TRAPPC1	PPP2CA	PPP3CC	FBLN1	TARBP1	MICA	JMJD4	KIF1A	GGPS1	PBK	CRYZL1	ZC3HC1	SNX27	GRN	IDE	TRAPPC9	MAPK9	SMEK1	MAPK14	MRC2	PPP2R2A	SMEK2																																																																																											
MZT2B	ICAM1	APLNR	NPY2R	OPRM1	LGALS3BP	TUBG2	SLCO1B1	MZT1	TUBGCP6	FPR2	TMEM206	TUBGCP5	TUBGCP2	SPINT2	TUBGCP3	TUBGCP4	NME7	FBXW11	TUBG1	TXNDC12																																																																																																																																																	
DHRS4L2	DHRS4	MTIF2	ACOT7	D2HGDH																																																																																																																																																																	
ANXA1	KIR2DS2	FRMD1	RPUSD3	DDX19B	GNB2																																																																																																																																																																
KIAA0776	APLNR	CDK5RAP3	BSG	TNF	DDRGK1	TMEM206																																																																																																																																																															
SH3GL1	C8G	SH3GL3	ARHGAP8	AURKA	SH3GL2	GPX7	AZU1	TPTE2	CCDC101	DPPA4																																																																																																																																																											
PALM	FYTTD1	MED21	HOXB5	GJB7	TMEM185A	RABGGTB	DUSP22																																																																																																																																																														
RAB11FIP1	RAB11A	NOLC1	PIP4K2A	YWHAG	RAB11B	YWHAZ	RELT																																																																																																																																																														
SNRPB2	SNRPF	SNRPG	SNRNP70	SNRPE	SNRPN	SNRPA1																																																																																																																																																															
PLAUR	PXDN	DDX11	PCYOX1	DHRS4	NDST1	FUT11	TXNDC16	LOXL2	GYLTL1B	ST3GAL4	XRCC3	ADCK1	LEPREL2	GALNS	TUBB3	TUBA4A	RPUSD3	MAN2A1	ARSK	CHSY1	ARSB	PI4K2B	EMILIN3	MBTPS1	CHSY3	BMP8B	PKN1	NDST2	POGLUT1	UBE3A	GCLM	DDX11L8	MANEA	C3orf39	LARGE	GLB1	HUS1	MAN1A1	MELK	DNAJB9	SGSH	CNTNAP3B	MGAT4B	PCSK5	TOP2B	MGAT5	ARSA	TAZ	MAN2A2	EXT1	CCRN4L	C3orf64	NEK4	TATDN2	PLTP	DHFRL1	MCM9	LAMB2	NAGLU																																																																																																										
GFER	KLHL22	KLHL20	TINAG	DIABLO	PLA2G10	RGS20	C8orf84	FAM136A	TUBB2A	ATG7	AMMECR1	MAPK14	TUBB	THAP4	APBA3	WDYHV1	PGPEP1	CDK4	AIFM1	DEF8																																																																																																																																																	
DPY19L3	C6	RSPO3	CFP	CACNG4	PAPLN	DDRGK1	THBS2																																																																																																																																																														
AIP	NEU4	CDK9	PRAMEF17	CCDC120	PRAMEF10	TDGF1	ULK3	YES1																																																																																																																																																													
ANKRD50	C4orf26	ZNF414	DDX41	ARL13B																																																																																																																																																																	
C7orf55	KLHL22	SLC1A1	SSH3	COX4I1	GRPEL2	LIG3	ATPAF2	FECH	C17orf90	DLD																																																																																																																																																											
GSN	SSH1	TMOD2	TMOD1	PLEKHG6	RBM18	BCL7C	ACTBL2	MYO6	ACTR1B	LRRC39	KIAA1949	NEXN	FBXO34	BCL7A	GAS2L1	DBN1	FBXO40	LSP1	TMOD3																																																																																																																																																		
ATP5G3	GHDC	ATP5D	GOLGA4	COL20A1	ATP5B																																																																																																																																																																
PRDM5	HIST2H2AB	BAG1	ABT1	FAM102B	ZNF687	KIAA0020	PRDM10	BRIX1	YBX2	RPL36	CCDC77	ZBTB4	GLYR1	GAR1	RPL26L1	SURF6	RPL4	RPL18A	RPF2	CASC3	TNRC18	KIF1C	NGRN	RPL8	PGK2	FBXO11	RBM28	ZFP91	FTSJ3	UPF1	ZFP62	THAP11	WHSC1	RPL10A	RBM34	SAP130																																																																																																																																	
TOX2	AKT3	TOX	TOX4	GINS4																																																																																																																																																																	
ZNF689	MKI67IP	RPF1	FGF3	NOL12	RPL18A	ZNF169	ZNF324B	ZBTB38	ZNF707	RPL7	CNBP	DGCR8	RRP8	PRR11																																																																																																																																																							
PLEKHH3	IL4R	MANSC1	EFNB2	TGFBR2	PTGER3	HAVCR2	SKAP1																																																																																																																																																														
SARS	DUS3L	C10orf28	SIRT2	FRMPD2	C12orf45																																																																																																																																																																
CAMKK1	RUVBL2	LPIN3	KIAA0355	TRIM11	RUVBL1																																																																																																																																																																
APLF	HIST2H2AB	CETN2	POLB	CHD1L	XRCC5	H2AFY2	H2AFY	HLTF	XRCC4	ZG16B	HIST1H2BA	HIST2H3PS2	TDP1	PARP2	HIST1H2AG	SSRP1	LIG4	MSH3	CST1	XPC	XRCC6	LIG3	CST4	SUPT16H	XRCC1	PARP1																																																																																																																																											
TMBIM6	ADAM33	ACCN4	CLCC1	CHRND	C5orf46	KIAA2013	SGK196	RNF185	SERINC2	CLEC5A	SPPL2B	TRPM8	IL17RC	HSD11B1	ODF4	MPPE1	ATG9A	RNF170	ST8SIA4	TMCO3	TMEM63A																																																																																																																																																
BAHCC1	CPNE4	CPNE7	FAM60A	RBBP7	ING2	HDAC1	FOSL2																																																																																																																																																														
SCGN	ATF2	RAVER1	AGGF1	BBS7	STX4	GOLGB1	BBX	DOC2A	KIF14	PHKG2	CROCC	SGPP1	SNAP23	CDC23	ESYT1	ZMYM4	OPA1	NBR1	NPRL3	ATF7																																																																																																																																																	
PTPN14	ACAD11	STXBP4	JPH4	MAGI1	RHPN1	PDLIM7	YAP1	MAGI3	PHF20	PARD6B																																																																																																																																																											
ZNF408	LDLR	CDC27	ERBB2IP	NELL2	LRP4	LTBP1	TUBA3C	SMYD2	ZNF460	ZNF687	MIPOL1	MRPS7	HSPG2	ZMYND8	VLDLR	CDC23	FBLN5	SHCBP1	LAMA1	CUL7	FBXW8	CENPB	SEPHS2	APPBP2	LZTS2	LRP1B	FBN2	CXXC1	ZNF828	MTMR4	LRP2	KIAA0232	FBN1	NINL	USP9X	RPS27A	APC	TRIM41	FAM123B	SORL1	LTBP4	CDC16	NOTCH3	FRAS1	ZBTB9	AGGF1	DAP3	EFEMP1	ZNF592	ANAPC2	GRN	C2orf44																																																																																																																	
ST8SIA4	PTCH1	DNASE1L1	FAT1	IMPAD1	PLXNB2	ADAM17	RUFY1	GPR98	GYLTL1B	MR1	TGFBR3	CELSR2	CD109	TUBB3	CACHD1	TUBA4A	FREM2	RNASEL	SUSD1	BCAM	EPHB4	NLGN2	ITGA8	SCGB2A2	NDST2	TMEM67	OAF	STK39	ITGAV	HLA-C	PLXNA2	CLSTN3	TMEM132A	B4GALNT1	GALNTL4	BACE2	LRP5	SEMA4D	AMIGO1	PON2	PLXNA1	PRKD2	LRP11	LRP6	ITPRIP	ITGA7	TCTN2	LNPEP	ITGA4	NRP2	CBWD1	NRP1	TMBIM6	FRAS1	ACTA2	PTGFRN	CNTNAP3	TUFM	ADAMTS2	ITGB5	HYAL2	FAM69A	MRC2	KIAA0319L	EGFR																																																																																																				
CETN1	TWIST1	POC5	PCID2	CETN2	DNAH14	H2AFX	EFCAB11	PPIP5K2	PKN2	ZNF295	CRABP1	CETN3	FBXW8	TDP1	PARP2	CCHCR1	LDB1	SGSM1	KIF1B	MYCBP2	ZFAND5	DYX1C1	FBXO16	XPC	SPRYD3	SH3BP4	SFI1	TTF2	SGSM2	SUPT16H	KIF1A	KIAA1407	MCM3AP	BCKDK	CTU1	PDF	LHX4	CUL7																																																																																																																															
NDUFB8	YIPF3	NDUFS3	ENPP6	PRRT2	GALNT6	NDUFA8	NDUFB11	ECSIT	TACR1	SPPL2B	NDUFS7	WBP1	NDUFS6	VAPB	NDUFB5	CD97	FUT1																																																																																																																																																				
TGFBR2	ACVR2B	MYADM	RELT	PKN3	LRP10	MFAP3	PKN2	PIK3CB	NDFIP1	FAM116A	JAK1	BMPR1A	FMN2	FGFR1	PIK3R1	PLEKHH3	SBF1	CDC6	PTPRS	PIK3R3	PIK3R2	ERBB2	RAB6B	MARCH7																																																																																																																																													
PDCL3	PEX7	ACTBL2	CCT3	ACTR1B	CCT7	FBXW4																																																																																																																																																															
HTATIP2	ASAH1	MPPE1	AMOTL2	NCOA5																																																																																																																																																																	
NPPA	JUP	A2ML1	ACADVL	SMYD2	SERPINB4	POF1B	LCN2	GDPD3	CPA4	ARG1	ME1	IVL	ECM1	OBSCN	C2orf56	S100A9	CST6	IMPA2	TGM1	C20orf7	ALOX12B	PMPCB	SDR9C7	ALOX15B	NUDT8	PMPCA	PM20D1	METAP1	PMVK	CTSL2	CAPNS2	ACPP	PDF	SERPINB3																																																																																																																																			
LDLRAP1	CHEK1	CCDC85C	NLN	OBFC1																																																																																																																																																																	
TM2D3	C17orf80	IL13RA2	FSTL1	LRRC8B	SPCS1	TMEM128	SPCS2	OAF	CD3E	TNF	NRG1	MTFP1	TSPAN17	CAV3	NPTX1	TM2D2	SLC1A5	COMMD6	IL9R	NR2F2	TOR1AIP2	DDX39A	SLC2A12	SPACA1	BTNL8	TXNDC12																																																																																																																																											
MVP	PARP4	GOPC	RCOR3	HSPA8	DDX19B																																																																																																																																																																
CYP2C9	TOMM40	CYP2C18	CYP2C19	CD97																																																																																																																																																																	
TMEM92	HBB	CUEDC1	NEDD4	POMT2	NEDD4L	ITCH	POMT1	WWOX																																																																																																																																																													
ARL13B	IFT81	IFT52	FAM63B	STK25	FASTKD1	IFT46	TTC30A	IFT74	RABL5	PDXDC1	MAPK14	ANKRD50																																																																																																																																																									
INO80E	BCL7A	CCNDBP1	UCHL5	RUVBL1	RUVBL2																																																																																																																																																																
MFN1	FAF2	FLNC	TOMM22	MFN2																																																																																																																																																																	
UTP11L	THNSL1	APP	MRPL34	KBTBD10	IKZF5	CRNN																																																																																																																																																															
DDX20	GEMIN5	SNRPF	SNRNP70	GEMIN6	SNRPG	GEMIN8	PHAX	SNRPE	USO1	GAPDHS	CPSF7	GEMIN4	LSM11	SMN2	GEMIN7	STRAP	C19orf75	SIP1																																																																																																																																																			
PSMD8	UCHL5	CCDC74B	PSMD7	ADRM1	PSMD12	CCDC92	PSMD5	PSMB3	DVL2	PSMB9																																																																																																																																																											
MAGEA9B	NSA2	MAGEA1	MAGEA4	MAGEA10																																																																																																																																																																	
SNX33	NCKIPSD	GPR156	FASLG	SDC2	KBTBD7	CD44	HNRNPK	SSSCA1																																																																																																																																																													
ENSA	SCCPDH	RIC8B	RABGGTA	DDX19B	OFD1	RPP25	PPME1	QSOX1	POP7	PEX6	UBB	DPP9	IREB2	USP4	MTMR4	CBX5	ATP12A																																																																																																																																																				
GNL2	ZC3H3	C16orf88	GPATCH4	RPL30	ZBTB48	GLTSCR2	CNBP	RANBP6	ZC3HAV1	ZNF2	ZNF512	RBM4	RPL18	HIST1H1A	MECP2	DGCR8	MKI67IP	RPL14	FGF3	HIST1H1T	RPL18A	WDR46	PDGFB	NPM1	PPAN	RPL8	RPL37A	CDX1	NOL12	MRPS34	HIST1H1E	NSA2	RRP8	RBM34	PRR11																																																																																																																																		
AUP1	RNF114	PTP4A1	FNTB	APOB	FAM175B																																																																																																																																																																
NR1D2	NR1D1	USP48	ZNF703	SATB2																																																																																																																																																																	
OSBPL1A	BSPRY	C9orf41	DMD	ZNF331	CTNNA3	HEXIM1	VAPA	VAPB	HIF1AN																																																																																																																																																												
PRR11	RPL7L1	EBNA1BP2	PRDM15	STAU2	LARP1	RPS3	KIAA0020	BOP1	BRIX1	PAK1IP1	PPAN-P2RY11	STAU1	MYBBP1A	ZNF512	RPS13	IL4R	HIST1H1A	ZNF771	GLYR1	ZNF668	RPL26L1	DHX30	RPL4	DKC1	ZNF800	ZNF189	NOP2	TTF1	REXO4	MOV10	RPL18A	DDX27	DDX31	RPS3A	SF3B1	RPS15	RPF2	ZBTB24	ZNF689	RSL24D1	SORD	GNL2	RBM28	SF3B2	POP1	FTSJ3	UTP23	UPF1	DUSP11	DDX24	ZCRB1	WHSC1	OSBPL5	CTCF	NOC4L	RRP12	NVL	RPL3	NSA2	RRP8	RBM34																																																																																																								
C9orf25	GPR37	RABGGTB	FBXW11	WDFY1	MBD3	UBR3	MTA3	ATE1	RAD50	FBXO10	GATAD2A	MRE11A	OBSL1	NBN	MARS2	GORASP1	MTA1	BTRC	GATAD2B	MTA2																																																																																																																																																	
PPOX	CRYBA4	PCDHA12	TCTN1	ACSM5	NDUFS7	BPNT1																																																																																																																																																															
GHDC	SLC4A8	PCDHGB4	TSPAN5	CNGA3	SEC11C	ATP5G3	C20orf4	FAM189A2	CHRNA9	KCNA5	PCDHAC2	SRPRB	TMEM206	CD3E	TSPAN17	PCDHA3	KCNK16	CHRNA3	ATG9A	ATP2B2																																																																																																																																																	
C18orf10	C11orf49	LRRC49	ZMYM6	TTLL1	ACTBL2	NICN1	UBR4	ACTB																																																																																																																																																													
EFHD1	PPIAL4G	FSD1	CPLX4	FOXP2	S100A8	DUSP10	MAS1																																																																																																																																																														
ADAM2	ADAMTS2	TTN	LOC100507680	C6orf120	LRRC3	ASPHD2	LCLAT1																																																																																																																																																														
ARFIP1	CLPB	HSPBP1	ARFIP2	HSPA8	PICK1																																																																																																																																																																
MRPS7	MRPS15	HNRNPA1	RG9MTD3	USP28	ZBTB48	MRPS27	SNRNP70	ZNF2	FEZ2	RBM42	CALU	GUF1	TP53BP1	ANKRD28	ZFC3H1	GPC6	MRPS11	MRPS2	IFI30	CTBP2	ZNF133	ZNF707	RPL7	E4F1	MRPS31	AURKAIP1	TOM1L1	CDK5RAP3	RPS8	MRPS34	ZNF408	ZNF331	TRA2A																																																																																																																																				
CCT7	TSSC1	TAF1C	KLHDC8B	TUBA1B	CCT3	CCT4	POC1A	PDCL3	DCAF11	WDR77	ACTR1B	CCT2	DCAF8	UTP18	NEDD1	TUBA4A	KLHL8	KLHDC8A	HDAC1	RFWD2	CCT6A	DCAF5	MIOS	PEX7	DCAF7	TBL1Y	WDR5B	FBXW8	RAP2C	BUB3	HDAC3	CCT5	DTL	PPP2R2C	GNB1L	MLST8	WDR25	RPTOR	P4HA2	KATNB1	DCAF10	HCFC2	DCAF12	WDR83	ANGPTL7	WDR46	PDCL	TUBD1	GNB5	RFWD3	CDC40	METAP2	WDR70	TCP1	ODF1	KDM4B	STRADB	TXNDC9	ACTR3	DNAI2	DCAF13	FBXW4	WDTC1	KLHL33	ACTR3B	WDR24	TUBG2	ACTBL2	TLE4	WDR86	NOL10	TUBAL3	CDC20	SEC31B	TTLL3	KATNA1	DDB2																																																																																								
PKP2	LPAR6	TNFRSF19	SLC14A2	EFNB2	FAM188A	PTGER3	C12orf59	KBTBD5	GRN	TACR1	LRRC4C	WDYHV1	HAVCR2	PCDHGB1																																																																																																																																																							
LIPT1	DBT	METTL15	UBR1	SUFU	STAT2																																																																																																																																																																
C10orf96	PCM1	EPS15	NINL	MIPOL1	BBS4	CCDC122																																																																																																																																																															
PSMA5	PSMB7	PSMA1	PSMB2	PSMB4	PSMB9	PSMB1																																																																																																																																																															
VPS39	EPN3	NPAT	VPS11	USP54	SPATA1	RPS6KC1	ZNF263																																																																																																																																																														
PHF10	CHCHD10	SS18	BCL7C	SMARCE1	BHLHA15	SMARCD1	NOL9	FBL	NEUROG3	BCL7A	NUP50	SMARCC2	L3MBTL1	CLEC3A	LUC7L																																																																																																																																																						
TSHR	C13orf34	PC	POTEF	LAMA3	ITPA	TUBA4A	MLF1	MOCOS																																																																																																																																																													
DDX55	HIST1H1E	NOL12	MRPS34	FGF8	MRPS11																																																																																																																																																																
ACTR10	CSPP1	ACTR1B	DCTN2	UQCRH	RHOC	CAPZA2	BCL7C	MAPK8IP3	KLHL2	RPS19BP1	CCDC120	RIC8A	DEFB127	NEXN	DCTN1	DCTN6	MIS18A	C16orf45	PDGFD	NGEF	LOC554223	C1orf106	ACTBL2	GPS2																																																																																																																																													
HIST1H1D	AGPAT2	ZC3HAV1	USP38	BBS7	RAGE	PMS1	RPL28	HOXB5	HDHD2	PPA2	CCNB1IP1	ZNF662																																																																																																																																																									
LPCAT3	C3AR1	LPAR6	OPRM1	IPPK	KDELR3	GYPB	CHRM4	SLC22A6	SLC5A8	VTN	LPAR1	SGK196	HTR2C	FBXL4	TACR1	UPK1A	TSPAN2	SLC22A16																																																																																																																																																			
ZNF562	RNF187	ZNF561	PRAME	TRIM39	TRIM41	SMARCAD1	KNG1	CBX5	ISLR																																																																																																																																																												
LPP	PPP2R3A	CBLC	PDLIM7	WASF3	MRPL38	WDYHV1	SERPINB2	LPXN																																																																																																																																																													
IPP	KLHL20	ZNF517	LANCL1	CUL3	FERMT3	KLHL28																																																																																																																																																															
RAB31	RAB22A	CHM	CHML	GDI1	TRIM4	RABGGTB	GDI2	RABGGTA																																																																																																																																																													
ZNF491	CST2	HIST2H2AB	IGJ	MUC7	ZG16B	PIGR	C20orf70	IGHA1	CST5	IGHA2	CST4																																																																																																																																																										
PVRL3	NPTX1	MAK	COL14A1	FBXO2	ASPH	PVRL1	INPP5K	ERO1LB	PVRL2	SDF2L1																																																																																																																																																											
GIP	COL14A1	POLR2J	CCNA2	RNF41																																																																																																																																																																	
AKAP7	LSM5	SNRPF	PRKAR2B	SNRPG	SNRPE	PRPF3	SNRPN	LSM6	PRKACG	PRKACB																																																																																																																																																											
C12orf41	TRIM44	GPBP1L1	KIAA1267	GPR156	NECAB1	TULP3	PHF20																																																																																																																																																														
PEG10	FAM115A	CEP290	FAM127C	USP9X	IQCB1	LDOC1	FAM127B	FAM127A																																																																																																																																																													
EXT1	PTCH1	PEX19	NAAA	SLC39A5	PLAUR	TFR2	ERGIC3	LRRC33	C19orf46	CD79B	SCGB2A2	EXT2	B3GNT1	GAA	CRP	MPPE1	SYP	TOR1AIP2																																																																																																																																																			
NAA50	NAA15	SERPINB5	RAGE	FGB	TSGA10IP	CYP1A1	SNRNP27	MBD5	RNF26	ARL6IP6																																																																																																																																																											
MRPL49	MRPL12	MRPL41	MRPL10	RPS8	MRPS30	MRPL35	MRPL39	MRPL37	MRPL42	MRPL47	MRPL50	MRPL4																																																																																																																																																									
CENPC1	MKI67IP	FGL1	NUF2	ACTA2	MLF1IP	RBM4	NDC80	RPL18	DGCR8	NPM1	RRP8	DSN1	PMF1	MIS12	RBM34	H2AFY2																																																																																																																																																					
RDH12	PEX19	DAK	NME2P1	PMVK	EIF4EBP2	C15orf38	STAMBP	TSPAN5	UBE2E3	TES	RNF123	LASP1	CTH																																																																																																																																																								
ZC3H14	SARNP	SNRNP70	LUC7L2	PNN	ZCCHC17	C11orf57	SNIP1	CLK2	ZC3H18	RALYL	ELAVL2	WSB2	ARL6IP4	CAMKV	SNRPA1	WRAP73	LUC7L																																																																																																																																																				
