MPZL1	TMEM30B	VAC14	ALDH1A2	CPA5	SLC39A4	TMEM65	SFTPC	TMEM206	IFIH1	C14orf148	GGT7	FCGRT	TRPC4AP	PTPN11	TMPRSS11B	LIPF	FTO	HSPA8	MED21	CPA2	CYP2S1	POLA2	CBWD1	LGALS9	IPPK	ACTBL2	LGALS3	VIPR1	SPACA1	C19orf75	HCCS																																																																																																																																						
ACAD8	DUSP14	SRGAP3	FAM161B	VSTM2A	VPS37D	POLM	FCGR1A																																																																																																																																																														
DDX23	SART1	TMEM22	C20orf4	PRPF8	IK	TFIP11	BSG	EAPP	TXNL4A	RSRC1	SNRPE	SNRNP40	PRMT6	PRPF6	PRPF3	GCFC1	EFTUD2	SNRNP200	LSM5	SNRPF	SNRPG	PRPF4	SNRPD2	C2orf3	SNRPN	CD2BP2	SNRPD1																																																																																																																																										
U2SURP	CSTF2T	ZRSR2	FGFR2	HIST1H1T	RBM17	WDFY2	SNRPE	U2AF2	PLOD1	JMJD6																																																																																																																																																											
GNL1	SLC2A12	DYNC1I2	HINT1	PAPSS1	FGB	ABCF2	KBTBD5	CCDC116	TULP3	C2orf44																																																																																																																																																											
PNKD	IPO7	MLXIP	ARL2BP	DCUN1D5	PEX19	XPO4	ECD	FBXO30	ATRIP	EIF3J	DCAF11	TFIP11	GON4L	VPS8	ASAH1	RANBP6	IPO11	C11orf46	SIP1	DYM	CETN3	TBC1D15	CAMK1	SETX	EXOC5	FAM73A	DIAPH3	STAG2	PPARGC1B	TSC2	STAG1	TARBP2	TNPO2	KIF14	FAM160B1	EIF4G3	KIAA1279	ARMCX3	DICER1	GOLPH3L	NUP85	HOOK2	NCAPD2	TAF12	GOLPH3	GBF1	PRMT10	HEATR3	RRP1	PPP6R1	LSS	GMNN	RADIL	PBXIP1	IPO9	EXOC7	EIF2B4	AP1B1	C9orf80	INTS3	KIAA1244	NUP98	HAUS7	KIAA1524	IPO8	PPFIBP1	SMEK2	SAAL1																																																																																																	
NRXN3	CBLN4	CAMKV	PIP5K1A	FAM19A1	FAM19A4	GPR183																																																																																																																																																															
FBXO46	SDC1	FSD1	NEXN	SLC25A41	EMILIN1																																																																																																																																																																
TRAPPC9	TBC1D14	GRAMD1B	KCTD3	TRAPPC2	GLB1	RAB30	FAM19A3	LGALS3BP	ACAA1	BTBD1	RUFY4	SULT1A2	CRTAC1	GATA2	BCL2L14	TRAPPC1	KANK4	TRAPPC5	STMN4	CABS1																																																																																																																																																	
STIM1	METTL6	SLC39A9	LRRTM1	STIM2	CD1E	CCDC40	IL17RB	HAUS1																																																																																																																																																													
PPP1R13B	RASSF8	GSTM3	RASSF7	SRGAP3	SSSCA1	PPP1CC	PPP1CA																																																																																																																																																														
PPTC7	RTN4IP1	ASF1A	LPAR4	TRMT2B	HSDL1	DBT	BNIP3	FAM174A	ASF1B	LAMP2	UBB	CD70	TRMT61B	AIFM1																																																																																																																																																							
RPL30	KIAA0020	BRIX1	PAK1IP1	RPL7A	ZNF70	STAU1	MYBBP1A	ZNF771	DHX30	RPL4	DKC1	CCDC137	RPL13	REXO4	RPS8	NIP7	NSA2	RBM34	EBNA1BP2	PRKRA	GPATCH4	PPAN-P2RY11	ZC3HAV1	GTPBP4	RPL18	NLE1	SURF6	TTF1	GZF1	ZNF22	DDX10	RPF2	HP1BP3	NSUN4	DDX24	RPL12	NMNAT1	ZNF142	ZNF498	LLPH	ZNF354A	PRDM15	DDX21	RPS9	DDX56	CENPN	IMP4	CNBP	MAK16	RPS13	GLYR1	RPL26L1	RPL14	RPL18A	DDX27	ZNF574	RSL24D1	ZNF184	RPL32	RBM28	FTSJ3	ZFP62	RPL3	RPL7L1	ZC3H10	RPL28	TAF1A	RPL26	ZNF512	RPL36	RPL27	ZNF668	PAPD5	ZNF189	RPLP0	NOP2	RPF1	HIST1H1T	RPS3A	DDX31	SMARCA5	RPL5	GNL2	RPL37A	WHSC1	LYAR	RPL10A	HIST1H1C	RRP8	FCF1																																																																											
RPL36AL	NAP1L1	ZC3H3	C22orf43	CCDC59	ZBTB48	CLEC3A	MRPL10	RBM4	HIST1H1A	RSBN1	IKZF5	DHX8	ZNF490	RPL14	HIST1H1T	RPS7	PDGFB	NPM1	RPL7	ZNF22	E4F1	RPL37A	CDX1	MRPS30	SET	BHLHA15	MDK	RPL10A	RPS14	RBM34	ZNF71																																																																																																																																						
CD33	PEX19	CALM3	SLC39A11	COMMD3																																																																																																																																																																	
MMS19	CDKAL1	MPPED1	DNA2	CIAO1	WBP1	FAM96B	FBXL5																																																																																																																																																														
SRPRB	UBE2Q1	STX5	RHEB	GHDC	EPHX1	PLAA	USP16	C6orf120	RMND1	ATP2A3	C8orf55	ATP12A	CTDNEP1	PDZD8	GOSR1	RAB8A	MIA3	STX18	UBE3A	DDRGK1	SAR1B	EMB	MOSC1	ARL8B	RNF167	VRK2	TMX2	LRP11	DCAKD	C19orf52	CTAGE5	PBX2	SRPR	TTC1	CDK5RAP3	TRIM32	ARL5B	ARF5	DHRS7	STX8	HMOX1	ATP2B2	BNIP1																																																																																																																										
CST9	PCP2	UBR4	KCMF1	ITGA4																																																																																																																																																																	
IL17RA	ACAD11	SIK2	DDX11	RICTOR	C5orf25	BCOR	HAUS5	PKN3	C5orf34	NR3C1	CCDC88A	ZNF318	ESPL1	TBL1XR1	PPIP5K2	TUBA4A	LYZL1	MKS1	RPS6KA2	BCAS3	C17orf71	C1orf103	HDAC3	TBCD	C15orf39	DDX11L8	ZNHIT6	C3orf63	GSG2	PRG3	IL17A	MCM8	C14orf80	PLEKHA5	NCOR1	ZBTB33	OS9	MAP7D2	IQGAP3	IDS	HTT	RPS6KA3	KIAA1671	CBWD1	TRPS1	TTF2	YEATS2	ZNF644	GTSE1	EIF4E2	BRIP1	SUSD4	DYNC2H1	KIAA0586	DNASE2B	ANKHD1	USP54	ZPBP2	TBL1X	NARG2	SLAMF1	PLCH1	TUBB1	MAP7	RPS6KA1																																																																																																				
NXPH3	KIAA1274	DCP2	TUBA4A	SUFU	TUBA1A																																																																																																																																																																
MED21	MED26	CDK19	SMPDL3B	MED11	CDK8	SRC	RPAP2	MED8	SPAG5	C8orf47	MED4	RNF20	PALM	KIF2C	MED10	ABLIM1	MPZL1	SCCPDH	CCNC	GNAZ	MED18	MED16	MED20	PTPN11	MED28	MED13	MED24	MED27	FYN	MED23	MED15	INPP5A	ULBP2	MED29	MED12L	MED13L	VAMP8	MED12	DHRS3	GNAQ	EFNA5	ZMPSTE24	VTI1B	RNF40	SGPL1	PTPRG	YES1	POLR2J	POLR2A	MED22	EEPD1	CSNK1G3	MED9	CNTN1	VAMP3	HRAS	MED17	MED30	POLR2I	GAP43	PTRH2	MED25	MED14	MED19	FBXL19	MED1	MED7	PAG1	STX8	HPCAL1	BIRC5	CKAP4	POLR2D	GRINL1A	MED31	MED6																																																																																									
PCK2	ZMYM3	C20orf114	ZMYM2	MUC5B	GAP43	DMBT1	ALAS1	PIGR	ZG16B	RCOR3	AHNAK2	PLUNC	PAG1	AHNAK	IGHA2	IGHA1	SUFU	NDUFS6	PCK1	ZMYM4	LACRT																																																																																																																																																
SLC38A9	LGALS9	LGALS9C	LGALS3	RRAGA	LGALS8	HTR3C	FPR2	ASGR2	HLA-DQA1	ATP2B2																																																																																																																																																											
WDR70	TCEANC2	CCT3	CCT7	ARRB2	RBPJ																																																																																																																																																																
ZNF414	CASK	PDDC1	ERBB2IP	NOP14	ANKRD52	PPP2R3B	SHCBP1	ANKHD1-EIF4EBP3	AHCYL1	DHPS	DCAF16	PPP2R2D	MTMR4	ANKRD50	AHCYL2	ANKRD17	IPO5	THNSL1	NPRL2	HSD17B8	KDM4B	KDM4A	ANGEL1	PNMA2	AGGF1	PBK	NOC4L	ATG3	C10orf137	OSBPL6	KBTBD7	MAPK9	ZRANB1																																																																																																																																				
RAB11FIP5	MRPL12	RAB11A	NCKIPSD	RAB11B	LZTS2	PPP2R2D	CCDC101	ARHGAP26																																																																																																																																																													
MAP3K14	CHUK	NAV1	IKBKB	TRAF3	IKBKG	HSP90AA5P																																																																																																																																																															
ARHGEF16	DPP8	PML	HSPA8	UBAC1	ATP1A2	PRKCI	IFT122																																																																																																																																																														
CAMKMT	SELENBP1	FEM1B	COL1A2	SNX6	HECTD1	COL1A1																																																																																																																																																															
C1GALT1C1	SLC39A5	SLC39A8	TOR1A	HTR3A	B3GNT2	ADPGK	ST3GAL4																																																																																																																																																														
ZBBX	HECTD3	DNM3	LRP4	AMY1C	FZD3	CELSR2	FREM2	DNM2	FAT4	ZG16B	POLE	ZZEF1	CELSR1	DNM1	HERC1	FAT3	KIAA0232	DHX32	TBC1D17	SORL1	POLA2	WDR62	C19orf2	IFFO1	IGHA1																																																																																																																																												
ZC3H11A	GSPT2	SARNP	SERPINB5	C11orf57	ZC3H18	IER2	ELAVL2	XAGE1A	KBTBD7	APOBEC3D																																																																																																																																																											
GRIPAP1	NDEL1	CGNL1	EXOC1	TCP10L	CYB5D2	KIAA1984	TCP10L2																																																																																																																																																														
C8orf41	SLC39A9	OSBPL3	OPRM1	BSG	APLNR																																																																																																																																																																
ARRB2	JPH1	MLLT1	CCDC102B	GPR55	ARR3	KANK1	EMILIN1	AHCYL1	CENPB	RAD18	TPCN2	EPB41L5	TFAP4	BRPF1	AHCYL2	AARSD1	AFF4	WDR70	RTF1	C18orf25	NAA15	ARRB1	FLNB	C16orf71	NOLC1	DIEXF	RFX1	MLLT3	GPR156	TNFSF8	NFKBIL1																																																																																																																																						
DNAJC1	CORO1A	C21orf63	FAM63B	SCGB2A2	VAV1	CLEC12A	FAM189A2	CDH5	RMND1	CLEC2D	HLA-C																																																																																																																																																										
ENTPD7	ATP1B4	GAA	COL4A3BP	NDFIP1	LOC100507680	CD1E	DAGLB	SPPL2B	USP32	JMJD8	KIAA1161	SCGB1D1	SYT12	TCTN2	GOLPH3L	TEX264	PGK2	LAPTM4B	GOLPH3	NMU	SCN3B	CHRNA3	ATP2B2																																																																																																																																														
GGT7	ABHD14A	DDX11	LSR	SEC11C	RNF130	DCP2	ST6GALNAC3	FAM69A	PIGB	ENTPD6	MPZL1	ALG12	ALG9	MANEA	TUSC3	NAALAD2	POMT1	ZDHHC9	MANEAL																																																																																																																																																		
SNIP1	C17orf85	ZC3H14	CDK3	RNPS1	SRSF1	ISY1	RBM22	THRAP3	CCDC9	SRSF12	EIF4A3	CLK2	BCLAF1	YTHDC1	CCDC12	BUD31	SNW1	RALY	TRA2B	WSB2	GPATCH8	PPIG	PAIP2B	SRSF10	NKTR	DHX8	PNN	ACIN1	PPIE	CDC40	RPL5	CASC3	SRSF9	MKRN1	AQR	SRSF8	CLASRP	CRNKL1	CLK3	TMEM184B	KIAA1704	TRA2A	SRRM2	NCBP1																																																																																																																									
ADAM30	USP30	MTF2	METTL7B	ADAMTS2	MUSK	SEC11C	FOXF2	SPCS2	CANX	PLXNA2	SEMA6A	LCLAT1																																																																																																																																																									
DPYSL3	DGUOK	CDCA8	PLK1S1	NUFIP1	C14orf104	ARMC1	DPYSL5	DPYSL2	DPYS	HAX1	CRMP1	RRP7A	DPYSL4	PRDM1																																																																																																																																																							
PARP2	POLB	SPIN2B	MACROD1	SDC1	H2AFX	CHD1L	LHX9	NAA40	H2AFY2	HIST1H2BA	CD44	HIST1H3A	RPA4	XPC	XRCC6	RPA2	HMGN2	CDX1	APLF	RNF146	WDR76	SDC2	ZNF428	VSX2	CETN1																																																																																																																																												
RABL5	ARL13B	TTC30B	CCDC151	JPH4	TTC30A	IFT74	IFT57																																																																																																																																																														
AP3M1	VASN	HLA-DMB	FERMT2	CAMKV	RNF19B	TMEM63A	AP3B1	PIP4K2A	PALM2	DTNBP1	AP3D1	AP3B2	AP3M2	EPHA1	EIF2C3	VTI1B	IDS	EDA	RTDR1	CD79B	AP3S2	AP3S1	C9orf86																																																																																																																																														
SEZ6L2	IL1R2	SERPINA12	FAM19A4	FCN1	LGALS8																																																																																																																																																																
PDCL	PEX7	ACTR3B	GNG11	ENDOV	TUBG2	CCT3	RAP2C	GNB5	WDR86	GNB2	PSMC5	SUV39H1	ODF1	NF2	GNG4	C4orf26	GNG3	CCT7	FBXW4	KLHDC8A	WDTC1																																																																																																																																																
EXOSC4	EXOSC3	EXOSC8	EXOSC1	EXOSC7	C1D																																																																																																																																																																
UBE4B	VCP	CDC25A	UBL7	RAD23B																																																																																																																																																																	
MLLT4	FGL1	MTUS2	MRPS11	CPNE2	ID2	C10orf125	KLHDC3	CYP1A1	NCK2	CEPT1	PRICKLE3	TMEM184A	FGF9	HIF1AN																																																																																																																																																							
LRRC8C	ZACN	HTR3A	FCGR3B	LGALS8	FPR2	LRRC8B																																																																																																																																																															
SLC25A32	NEDD8-MDP1	CCDC25	PMVK	SPAG7	PLS1	IRGQ	PROSC	PNPO	CBFB	TCEA1	DENR	LASP1	CTH																																																																																																																																																								
GXYLT2	KLRG2	SCGB2A2	KCNC4	FBL	NEUROG3	CD70	MGAT4C	HLA-DPA1																																																																																																																																																													
MTOR	NT5E	CD274	SCN2B	NPY2R	NTRK3	LEFTY1	LYPD3	CD244	RP2	SCN3B	BSG	MLST8	CD83	VIPR2	VSIG2	TMEM206	DPEP1	CA14																																																																																																																																																			
FUNDC2	FAF2	DHCR24	SEC11C	TMEM128	FUNDC1	DNAJC7	FPR2																																																																																																																																																														
TMOD2	LSP1	SSH1	RBM18	PLEKHG6	SLC25A41	GSN	AVIL	MYO6	DBN1	RRM2B	SCIN																																																																																																																																																										
ACCN2	UFSP2	EIF2AK3	TNFRSF10B	HMOX2	ACCN1	DPEP1	SLC27A3																																																																																																																																																														
RRM2B	RRM1	FZR1	TPM2	SPAG9	TMOD2	RRM2	INPPL1																																																																																																																																																														
POLR3D	POLR2L	POLR1C	POLR3G	GTF3C3	POLR3C	POLR1D	POLR3E	POLR3F	PIH1D1	POLR3B	POLR3A	POLR2E	POLR3GL	POLR3K	POLR3H	CRCP	UXT	GPN3	RBP4																																																																																																																																																		
NEK7	ZNF214	ZNF669	P4HA2	GPR107	SLC39A9	IL13RA2	LLGL2	DPH3	ZNF331	TNF	NEK6	ZNF556	LAMP3	PCDHGB1																																																																																																																																																							
ACBD5	VAPA	CNGA3	VAPB	NECAB2	ZFPL1																																																																																																																																																																
PPP2R3B	PPP2CB	C1orf106	FAM19A3	NOX1	GPR156	ZNF414	TBCCD1	KRBA1																																																																																																																																																													
UHRF1BP1L	CXorf48	RAB8B	FAM174A	DOK3	FNTB																																																																																																																																																																
NMD3	GPD1	SFTA2	GSTT2B	KLHDC2	ST8SIA1	POTEF	CPEB1	GCLC	FAM83D	HMMR	DTX3																																																																																																																																																										
PDE6D	TALDO1	RPGR	DNAJC11	C6orf141																																																																																																																																																																	
NDUFB6	YIPF3	NDUFS3	PON1	GALNT6	NDUFA8	NDUFB11	NDUFS7	NDUFS6	NDUFB5	FUT1																																																																																																																																																											
PACSIN3	RAI14	COBLL1	PACSIN2	COBL	MICALL1	PACSIN1																																																																																																																																																															
FZD10	IPO7	BTAF1	EIF2B3	XPO4	TMED8	RINT1	MYADM	ATRIP	GSTCD	XPO7	THADA	ATP6V0A1	VPS8	TBC1D9B	EVI5	IPO11	YIPF3	GNB4	NCAPG	DYM	SETX	ATP6V0A2	SMC2	EVI5L	CAND2	LGALS1	TNPO2	GEMIN4	GLMN	TNPO3	TSPAN15	NCAPH	CRELD1	NCAPD2	VEZT	NRP1	SLC39A1	EBP	HEATR3	IPO9	EIF2B4	C4orf32	INTS12	KIAA1524	ZW10	EIF2B5	ATP2B2	SAAL1																																																																																																																					
RBM7	ZCCHC8	SLC4A1AP	HNRNPF	EXOSC7	EXOSC3	ZC3H18	SF3B1	PPP2R2C	HTATSF1	SKIV2L2	PLOD1	EXOSC1	SF3A3	C1D	PPP2R2D	EXOSC8	SF3B2	LUC7L																																																																																																																																																			
NPTX1	PTCH1	TM2D3	OGN	LYZL2	LYZL1	WNT5A	GDF3	LYPD4	WNT7A	DEFA1	EPHA7	CYB5D2	LIPF	IFI30	LYPD1	PVRL3	MMP10	GXYLT1	NAPSA	HSD11B1	CD96	TAZ	FCGR3B	ZPBP2	IL12RB1	TCTN1	CHST10	SIAE	PNLIPRP1																																																																																																																																								
TAF5	TAF7L	MCAT	SERPINB2	TAF8																																																																																																																																																																	
MAP7D2	KLHL20	KIF20A	ECI2	BEND3	USP20	FHL3	CLINT1	EFNB2	HERC2	SIRT6	TRIM27	UBE3A	NEURL4	LONP2	STX8	IL17RA	P4HA2	OLFML3	KIF5B	CENPF																																																																																																																																																	
NIPSNAP3A	MRPL12	FGL1	HSDL2	HSPD1	KCMF1	OTC	ATP5D	GATC	PPA2	C2orf54	NIT1	ACAD9	SDHB																																																																																																																																																								
CNTN1	PCDHGC3	DGUOK	CEACAM21	USP14	NUFIP1	C14orf104	MCAM	MED21	HOXB5	GJB7	ARMC1	CCNL2	HAX1	C19orf75	PCDHGB1																																																																																																																																																						
TOE1	SNRPF	RPS2	SNRPG	SNRNP70	HIST1H1T	SNRPE	HIST1H1A	SNRPN	HIST1H1E	SNRPA1	SNUPN	SART3																																																																																																																																																									
NUCB2	MANSC1	ZNF280A	JUNB	COLEC10	TNNI2																																																																																																																																																																
RNASE7	CCDC103	RNH1	CCDC88C	ZIC1	TBC1D22B	DDX19B	PI4KA	MORN3	C21orf59	ZSCAN12	ZSWIM2	SLCO6A1	CDK15	PLK2	B3GALNT1	MMRN1	MRPL38	DPPA4	KIR3DS1	FCF1	GMCL1																																																																																																																																																
POGZ	CD4	ZNF428	TMEM171	ZNF576	LCOR																																																																																																																																																																
EML1	TUBB2B	TUBB2A	TUBB	EML4	TUBB3	FBXO28																																																																																																																																																															
C22orf32	ASPH	PDCD1	EID3	MYLK2	GPR183																																																																																																																																																																
MRC2	TALDO1	LGALS9	FAM19A3	SCGB1D1	CER1	LGALS3	LGALS8	LMAN2L	KNG1	LYZL2	FAM19A4	ST8SIA4																																																																																																																																																									
MICAL3	VAPA	VAPB	RAB8B	CERKL																																																																																																																																																																	
UFD1L	SV2C	ATG9A	FAM189B	SLC17A2																																																																																																																																																																	
NAGPA	WDR54	FSHR	NGLY1	TYW3	UBR3	FADS3	AP2M1	CD97	SLAMF7																																																																																																																																																												
CCL22	PRUNE	TUBB3	CHD1L	CD109	ITPA	HSPA12A	FAM118B	ITGA8	SEPHS2	YTHDF1	OAF	PLXNA2	DPP8	DSTYK	TAB1	CNTNAP3B	LNPEP	EME1	CBWD1	KDM4A	EEF1A1	LONRF2	PDIA5	RAD51L3	PPM1A	GLS	PITRM1																																																																																																																																										
RAD23B	KCTD3	NGLY1	XPC	UBL7	DDI2	UBE4B	USP25	KCTD10	BTBD9																																																																																																																																																												
PCDHGC3	TMEM30B	FLRT1	SIRT6	XAGE1A	AHNAK	SRC	C8orf47	CD109	CDH1	GNAZ	SPTBN4	PCDHA4	UBTD2	FYN	CHRNA9	GNAQ	PTPRG	YES1	HRAS	EEPD1	GRTP1	CNTN1	PCDHGB1	CEACAM21	GAP43	NRN1	PROCR	PAG1	CDCA3	C2orf48	PCDH12	PCDHGB3																																																																																																																																					
CCL21	KLHL22	TRIP6	CLTCL1	KLHL26																																																																																																																																																																	
BIN1	DGUOK	NUFIP1	AMPH	NCAPD3	GRINL1A	BIN2																																																																																																																																																															
BTNL3	ACP2	MCART1	ITGA5	FAM171A2	EEF1A2	ATP2A3	CYP20A1	SCARB1																																																																																																																																																													
PAK2	ICAM1	ARHGEF6	FSD1	FGB	USP47	LPXN	OCRL	RHOJ	PLK2	SNRNP27	NCK2	SOX2	OR10H3	FBXO28	KIFAP3																																																																																																																																																						
CDSN	CA8	C14orf118	PI4KA	C21orf59	VAV1	OAZ3	CCDC51	MMRN1																																																																																																																																																													
GPR137B	NCAPG	DOC2A	SMC2	NCAPH	ZYG11B	NCAPD2																																																																																																																																																															
TPD52	MRPS11	MRPS2	ZNF133	MEAF6	ZBTB48	CTNNA3	ZNF169	TPD52L2																																																																																																																																																													
ZNF423	MTA1	ZG16B	ZNF219	RBBP7	MBD3L1																																																																																																																																																																
PCCA	TTC1	YBEY	PCCB	RARS2	ACSM5	ICMT	WDYHV1	LAMP3																																																																																																																																																													
DGAT1	SGK196	GPR21	SLC7A1	ATP2B2	C3AR1																																																																																																																																																																
AGAP1	FLCN	PCDH20	MIER2	PCDHA10	PCDHA12	P4HA3	LZTS2	EPHA7	CBWD1																																																																																																																																																												
TM2D2	SIDT2	ERGIC2	C6orf125	PCNXL3	MBOAT7	PIGM	TMEM39A	TM2D3	SLC47A1	ALG8	TMEM97	SGPP1	UQCC																																																																																																																																																								
NPM1	C9orf23	RPL7L1	SPTY2D1	EBNA1BP2	RPL23A	NCL	RPP25	RRS1	RPP40	DDX21	H2AFX	KIAA0020	GLTSCR2	DDX56	RPL36AL	MAK16	BRIX1	PPAN-P2RY11	RPL7A	USP36	MYBBP1A	GTPBP4	NOC2L	GLYR1	RPL26L1	NPM3	PAPD5	CCDC137	RPL4	SURF6	ZNF800	NOP2	RPF1	REXO4	DDX27	DDX31	POP7	ZNF22	RPF2	NPM2	C3orf17	NOC3L	URB1	GNL2	RPL8	RBM28	RPL37A	POP1	FTSJ3	TAF1D	ZFP62	DDX24	SENP5	RPP38	DDX51	NMNAT1	POP4	RPL10A	CENPC1	NVL	RPL3	TEX10	RRP8	RBM34	HJURP																																																																																																				
FAM170A	SPC24	MIER1	QSER1	USP7	NDC80	CSNK1A1L	SPC25	CSNK1A1	ZNF358	DGCR14	VAPA	VAPB																																																																																																																																																									
AMIGO3	GOLPH3	OMA1	C1QL4	GTPBP8	UFSP2	C9orf91	FBXO2	ZDHHC17	CANX	PTPRK	SEL1L	SLC22A18																																																																																																																																																									
HAUS4	AKAP17A	BSPRY	COG3	CCDC120	C22orf41	PIK3R2	DMD	CCDC59	EFHC1	HAUS7	ZNF223	TADA3	ARNTL2	TXNDC11																																																																																																																																																							
AP1M2	HEATR5B	TMF1	AP1B1	AP2B1	AP1S3	AP1G2	AP1G1	AP1S2	AFTPH	AP1S1																																																																																																																																																											
MRPL44	MRPL12	MRPL41	MRPL43	MRPL10	RPS8	TNFRSF13B	MRPS30	MRPL39	CASQ2	MRPL42	MRPL47	MRPL50	MRPL4	MRPL28																																																																																																																																																							
ZNF213	PGBD1	ZNF232	ZNF397	ZKSCAN4	ZSCAN1	ZSCAN20	ZNF434																																																																																																																																																														
POLR1C	POLR3D	POLR3E	POLR3A	POLR1A	POLR3GL	RRN3	TRMT61B	POLR2L	RPAP1	POLR1B	POLR3B	CD3EAP	POLR3K	POLR3H	GPN3	POLR1E	POLR1D	POLR2E	POLR2J	POLR3G	POLR3C	TWISTNB	POLR3F	ROCK2	CRCP																																																																																																																																												
DSE	HTR3A	C19orf46	CD79B	PICK1	HLA-DPA1	NRG1	MGAT4C	CHRNA3																																																																																																																																																													
MRPL46	NDUFAB1	MRPL55	MRPL40	MRPL10	MRPS30	LYRM5	MRPL48	MRPL41	C20orf72	MRPL39	MRPL37	MRPL42	MRPL47	MRPL50	MRPL4	CTH																																																																																																																																																					
NUP214	NUP88	G3BP2	NXF1	RAN	FXR2	DDX19A	NXF2	SERPINB2	EMILIN1																																																																																																																																																												
MRPL3	MRPL12	MRPL41	MRPL10	RPS8	MRPS30	RPL18	HNRNPA1	MRPL35	MRPL39	PPAN	MRPL42	MRPL47	MRPL50	MRPL4	MRPL28																																																																																																																																																						
XPO6	CD274	SCN2B	NPY2R	PVR	OPRM1	DKFZp686O24166	CHRM4	C19orf75	FCGRT	LYPD3	VIPR1	FPR2	ILVBL	CD83	VSIG2	CA14																																																																																																																																																					
ZNF592	LLGL2	GATAD2A	P4HA3	ZNF408	CSNK2A2																																																																																																																																																																
SOX2	DDAH2	SERPINB1	PAK1	PAK2	PDLIM1	RBP1	FAHD2A	SOX14	PROSC	OXSM	HIBCH	SOX21	PRTFDC1	ENPP4	SCRN2																																																																																																																																																						
