rnaseq_profile_id,donor_id,organism,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,sample_id,sample_type,facs_well,facs_container,rna_amplification,rna_amplification_set,amplified_quantity_ng,library_prep,library_prep_set,library_prep_avg_size_bp,library_prep_quantification_fmol,tube_sent_for_sequencing,batch_sent_for_sequencing,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,rnaseq_profile_percent_reads_aligned_to_synthetic_constructs,rnaseq_profile_percent_reads_aligned_to_ecoli,rnaseq_profile_percent_reads_not_aligned,fpkm>0_gene_count,fpkm>1_gene_count,fpkm>4_gene_count,fpkm>8_gene_count,fpkm>16_gene_count,fpkm>32_gene_count,fpkm>64_gene_count
539595465,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552677,cell,F2S4_160706_063_C01,F2S4_160706_063,A8S4_160711_01_C07,A8S4_160711_01,7.862236842,L8S4_160718_05_C07,L8S4_160718_05,345,344.2564778,LS-15372,RSC-032,2511894,66.8,4.08,10.2,0.191,0.213,18.516,10847,8992,7455,6215,4516,2944,1746
539595467,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552669,cell,F2S4_160706_063_B01,F2S4_160706_063,A8S4_160711_01_B07,A8S4_160711_01,7.470789474,L8S4_160718_05_B07,L8S4_160718_05,366,283.4089529,LS-15372,RSC-032,2519403,70.7,3.79,8.95,0.191,0.199,16.17,10191,8466,7063,6019,4525,2937,1787
539595469,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552661,cell,F2S4_160706_063_A01,F2S4_160706_063,A8S4_160711_01_A07,A8S4_160711_01,9.11127193,L8S4_160718_05_A07,L8S4_160718_05,389,278.540417,LS-15372,RSC-032,2064202,68,4.23,11,0.134,0.184,16.452,10401,8887,7369,6247,4622,2999,1789
539595471,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552653,cell,F2S4_160706_062_H01,F2S4_160706_062,A8S4_160711_01_H06,A8S4_160711_01,12.80276316,L8S4_160718_05_H06,L8S4_160718_05,394,278.6917397,LS-15372,RSC-032,2179399,77.3,3.03,6.93,0.2,0.113,12.427,11167,9615,8167,6707,4826,3090,1730
539595473,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552645,cell,F2S4_160706_062_G01,F2S4_160706_062,A8S4_160711_01_G06,A8S4_160711_01,13.15,L8S4_160718_05_G06,L8S4_160718_05,371,264.0798824,LS-15372,RSC-032,2237405,73.8,3.47,9.21,0.206,0.127,13.187,11174,9457,7836,6482,4666,3078,1798
539595475,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552637,cell,F2S4_160706_062_F01,F2S4_160706_062,A8S4_160711_01_F06,A8S4_160711_01,5.499254386,L8S4_160718_05_F06,L8S4_160718_05,368,159.7554348,LS-15372,RSC-032,2542474,71.9,2.12,5.34,0.314,0.399,19.927,8527,7128,6089,5295,4332,2945,1785
539595477,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552629,cell,F2S4_160706_062_E01,F2S4_160706_062,A8S4_160711_01_E06,A8S4_160711_01,10.98210526,L8S4_160718_05_E06,L8S4_160718_05,391,178.6677517,LS-15372,RSC-032,2353236,67.2,4.06,11.9,0.145,0.142,16.553,10823,9158,7545,6281,4522,2992,1820
539595479,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552621,cell,F2S4_160706_062_D01,F2S4_160706_062,A8S4_160711_01_D06,A8S4_160711_01,12.13859649,L8S4_160718_05_D06,L8S4_160718_05,393,233.8957,LS-15372,RSC-032,2261584,70.5,3.52,9.88,0.0888,0.0887,15.9225,11477,9696,7761,6299,4459,2966,1799
539595481,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552613,cell,F2S4_160706_062_C01,F2S4_160706_062,A8S4_160711_01_C06,A8S4_160711_01,7.338289474,L8S4_160718_05_C06,L8S4_160718_05,400,202.1623737,LS-15372,RSC-032,2554850,69.8,3.46,9.81,0.149,0.179,16.602,10419,8672,7237,6126,4545,3013,1810
539595486,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552605,cell,F2S4_160706_062_B01,F2S4_160706_062,A8S4_160711_01_B06,A8S4_160711_01,14.47653509,L8S4_160718_05_B06,L8S4_160718_05,407,232.1430521,LS-15372,RSC-032,2383764,73.2,3.42,7.52,0.0776,0.0628,15.7196,11520,9704,7722,6022,4364,2912,1777
539595488,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552597,cell,F2S4_160706_062_A01,F2S4_160706_062,A8S4_160711_01_A06,A8S4_160711_01,10.13166667,L8S4_160718_05_A06,L8S4_160718_05,397,236.6412233,LS-15372,RSC-032,2320074,73.6,3.43,8.25,0.141,0.125,14.454,10630,9022,7537,6354,4516,3002,1843
539595490,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552589,cell,F2S4_160706_061_H01,F2S4_160706_061,A8S4_160711_01_H05,A8S4_160711_01,5.390438596,L8S4_160718_05_H05,L8S4_160718_05,374,195.2603576,LS-15372,RSC-032,2103446,73,2.24,5.04,0.252,0.3,19.168,8626,7409,6274,5433,4343,3011,1810
539595494,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552581,cell,F2S4_160706_061_G01,F2S4_160706_061,A8S4_160711_01_G05,A8S4_160711_01,12.47912281,L8S4_160718_05_G05,L8S4_160718_05,380,346.7115896,LS-15372,RSC-032,2291079,77,3.05,6.14,0.153,0.0969,13.5601,11372,9724,7909,6316,4584,2979,1768
539595498,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552573,cell,F2S4_160706_061_F01,F2S4_160706_061,A8S4_160711_01_F05,A8S4_160711_01,9.577982456,L8S4_160718_05_F05,L8S4_160718_05,387,182.5544854,LS-15372,RSC-032,2489346,70.3,2.35,7.31,0.156,0.138,19.746,10798,9212,7524,6148,4469,2918,1704
539595501,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552565,cell,F2S4_160706_061_E01,F2S4_160706_061,A8S4_160711_01_E05,A8S4_160711_01,13.14947368,L8S4_160718_05_E05,L8S4_160718_05,372,320.0841751,LS-15372,RSC-032,2314194,77.6,2.98,5.96,0.175,0.0938,13.1912,11259,9611,7943,6283,4552,3016,1773
539595504,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552557,cell,F2S4_160706_061_D01,F2S4_160706_061,A8S4_160711_01_D05,A8S4_160711_01,10.81276316,L8S4_160718_05_D05,L8S4_160718_05,368,348.6665569,LS-15372,RSC-032,2242235,71.3,3.42,9.53,0.151,0.123,15.476,11257,9566,7818,6381,4608,2981,1790
539595506,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552549,cell,F2S4_160706_061_C01,F2S4_160706_061,A8S4_160711_01_C05,A8S4_160711_01,11.39245614,L8S4_160718_05_C05,L8S4_160718_05,383,219.544004,LS-15372,RSC-032,2079314,69.1,3.62,11,0.0967,0.117,16.0663,11456,9784,7977,6472,4662,3045,1828
539595508,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552541,cell,F2S4_160706_061_B01,F2S4_160706_061,A8S4_160711_01_B05,A8S4_160711_01,12.52916667,L8S4_160718_05_B05,L8S4_160718_05,388,274.5530043,LS-15372,RSC-032,2581053,70.1,3.33,10.3,0.135,0.113,16.022,11559,9725,7897,6403,4545,2992,1766
539595512,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552533,cell,F2S4_160706_061_A01,F2S4_160706_061,A8S4_160711_01_A05,A8S4_160711_01,14.71083333,L8S4_160718_05_A05,L8S4_160718_05,406,234.0707568,LS-15372,RSC-032,2469757,77.2,2.88,6.98,0.169,0.0895,12.6815,11529,9855,8180,6543,4740,3064,1807
539595514,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552525,cell,F2S4_160706_060_H01,F2S4_160706_060,A8S4_160711_01_H04,A8S4_160711_01,16.15916667,L8S4_160718_05_H04,L8S4_160718_05,367,225.1663777,LS-15372,RSC-032,2224458,70,3.6,9.58,0.132,0.16,16.528,11306,9539,7697,6277,4493,2926,1771
539595516,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552517,cell,F2S4_160706_060_G01,F2S4_160706_060,A8S4_160711_01_G04,A8S4_160711_01,15.53495614,L8S4_160718_05_G04,L8S4_160718_05,367,322.168552,LS-15372,RSC-032,2185913,74.3,3.23,7.66,0.155,0.124,14.531,11432,9705,7893,6237,4486,2896,1758
539595518,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552509,cell,F2S4_160706_060_F01,F2S4_160706_060,A8S4_160711_01_F04,A8S4_160711_01,10.98688596,L8S4_160718_05_F04,L8S4_160718_05,365,246.6434205,LS-15372,RSC-032,2442496,68.7,3.67,10.6,0.126,0.209,16.695,10911,9067,7418,6163,4387,2899,1766
539595521,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552501,cell,F2S4_160706_060_E01,F2S4_160706_060,A8S4_160711_01_E04,A8S4_160711_01,16.76258772,L8S4_160718_05_E04,L8S4_160718_05,404,224.8867387,LS-15372,RSC-032,1473305,79.8,2.69,5.16,0.139,0.071,12.14,11055,9855,8138,6524,4803,3024,1705
539595524,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552493,cell,F2S4_160706_060_D01,F2S4_160706_060,A8S4_160711_01_D04,A8S4_160711_01,17.84508772,L8S4_160718_05_D04,L8S4_160718_05,380,406.274588,LS-15372,RSC-032,2336144,77.8,2.67,6.75,0.127,0.0849,12.5681,12018,10243,8153,6406,4645,2989,1713
539595526,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552485,cell,F2S4_160706_060_C01,F2S4_160706_060,A8S4_160711_01_C04,A8S4_160711_01,16.6579386,L8S4_160718_05_C04,L8S4_160718_05,381,380.5827302,LS-15372,RSC-032,2187879,77.3,2.89,6.44,0.128,0.107,13.135,11839,10152,8155,6404,4571,2950,1724
539595529,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552477,cell,F2S4_160706_060_B01,F2S4_160706_060,A8S4_160711_01_B04,A8S4_160711_01,8.851798246,L8S4_160718_05_B04,L8S4_160718_05,399,210.4810005,LS-15372,RSC-032,2324060,72.1,3.53,7.89,0.127,0.184,16.169,10656,9118,7461,6262,4545,2976,1823
539595532,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528387181,Mouse ALM - L5,539552469,cell,F2S4_160706_060_A01,F2S4_160706_060,A8S4_160711_01_A04,A8S4_160711_01,7.155745614,L8S4_160718_05_A04,L8S4_160718_05,399,237.1669072,LS-15372,RSC-032,2354120,83.5,2.02,1.89,0.177,0.227,12.186,9487,8258,7199,6260,4607,3039,1836
539595534,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552461,cell,F2S4_160706_039_H01,F2S4_160706_039,A8S4_160711_01_H03,A8S4_160711_01,4.728026316,L8S4_160718_05_H03,L8S4_160718_05,391,197.3786458,LS-15372,RSC-032,2090484,63.4,3.52,12.8,0.116,0.313,19.851,8715,7289,6072,5288,4327,3109,1872
539595538,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552453,cell,F2S4_160706_039_G01,F2S4_160706_039,A8S4_160711_01_G03,A8S4_160711_01,16.86679825,L8S4_160718_05_G03,L8S4_160718_05,408,235.8934938,LS-15372,RSC-032,2108977,70.6,3.32,9.1,0.0724,0.0592,16.8484,11472,9693,7619,5998,4318,2849,1753
539595540,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552445,cell,F2S4_160706_039_F01,F2S4_160706_039,A8S4_160711_01_F03,A8S4_160711_01,22.96627193,L8S4_160718_05_F03,L8S4_160718_05,393,398.5190326,LS-15372,RSC-032,2101732,75.8,2.94,7.47,0.101,0.0594,13.6296,12491,10658,8291,6513,4667,2937,1698
539595542,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552437,cell,F2S4_160706_039_E01,F2S4_160706_039,A8S4_160711_01_E03,A8S4_160711_01,20.41820175,L8S4_160718_05_E03,L8S4_160718_05,407,223.6919564,LS-15372,RSC-032,2099174,70.7,3.31,8.59,0.0663,0.0614,17.2723,11926,10106,7781,5974,4293,2793,1720
539595546,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552429,cell,F2S4_160706_039_D01,F2S4_160706_039,A8S4_160711_01_D03,A8S4_160711_01,27.43346491,L8S4_160718_05_D03,L8S4_160718_05,420,239.9348244,LS-15372,RSC-032,2006691,81.3,2.22,4.63,0.0987,0.0362,11.7151,11895,10276,8002,6302,4478,2907,1701
539595548,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552421,cell,F2S4_160706_039_C01,F2S4_160706_039,A8S4_160711_01_C03,A8S4_160711_01,54.72942982,L8S4_160718_05_C03,L8S4_160718_05,381,264.8646571,LS-15372,RSC-032,2278531,36.8,1.82,4.63,0.0329,0.0416,56.6755,11930,10349,7816,6014,4256,2786,1734
539595550,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552413,cell,F2S4_160706_039_B01,F2S4_160706_039,A8S4_160711_01_B03,A8S4_160711_01,15.35662281,L8S4_160718_05_B03,L8S4_160718_05,421,167.5059382,LS-15372,RSC-032,2205481,69.7,3.41,9.08,0.0888,0.0997,17.6215,11254,9572,7596,6172,4405,2870,1777
539595552,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552405,cell,F2S4_160706_039_A01,F2S4_160706_039,A8S4_160711_01_A03,A8S4_160711_01,11.30592105,L8S4_160718_05_A03,L8S4_160718_05,400,170.4777778,LS-15372,RSC-032,2146050,69,3.03,10.9,0.12,0.189,16.761,10506,8901,7313,6132,4457,2913,1763
539595554,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552397,cell,F2S4_160706_038_H01,F2S4_160706_038,A8S4_160711_01_H02,A8S4_160711_01,16.12855263,L8S4_160718_05_H02,L8S4_160718_05,393,348.4565759,LS-15372,RSC-032,1862126,66.4,3.55,12.5,0.0817,0.104,17.3643,12042,10362,8068,6375,4472,2855,1722
539595556,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552389,cell,F2S4_160706_038_G01,F2S4_160706_038,A8S4_160711_01_G02,A8S4_160711_01,14.2829386,L8S4_160718_05_G02,L8S4_160718_05,392,297.4878891,LS-15372,RSC-032,2216608,68.2,3.72,10.3,0.0776,0.118,17.5844,11644,9897,7845,6187,4354,2744,1682
539595560,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552381,cell,F2S4_160706_038_F01,F2S4_160706_038,A8S4_160711_01_F02,A8S4_160711_01,23.93140351,L8S4_160718_05_F02,L8S4_160718_05,374,325.2897964,LS-15372,RSC-032,2308504,69.2,3.58,9.86,0.0662,0.0743,17.2195,12847,10734,8097,6241,4415,2827,1706
539595563,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552373,cell,F2S4_160706_038_E01,F2S4_160706_038,A8S4_160711_01_E02,A8S4_160711_01,7.155,L8S4_160718_05_E02,L8S4_160718_05,361,281.157559,LS-15372,RSC-032,2261221,62.5,3.61,15.2,0.11,0.366,18.214,10091,8472,6995,5962,4573,2979,1807
539595565,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552365,cell,F2S4_160706_038_D01,F2S4_160706_038,A8S4_160711_01_D02,A8S4_160711_01,28.88171053,L8S4_160718_05_D02,L8S4_160718_05,416,236.5816822,LS-15372,RSC-032,2051951,75.5,2.95,6.85,0.0657,0.0443,14.59,12959,11066,8376,6507,4597,2939,1731
539595567,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552357,cell,F2S4_160706_038_C01,F2S4_160706_038,A8S4_160711_01_C02,A8S4_160711_01,19.2222807,L8S4_160718_05_C02,L8S4_160718_05,398,260.3619106,LS-15372,RSC-032,2505554,68.3,3.28,10.7,0.0625,0.0888,17.5687,12426,10422,8065,6258,4374,2836,1706
539595571,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552349,cell,F2S4_160706_038_B01,F2S4_160706_038,A8S4_160711_01_B02,A8S4_160711_01,20.57644737,L8S4_160718_05_B02,L8S4_160718_05,381,373.2551234,LS-15372,RSC-032,2084518,67.2,3.32,10.7,0.0682,0.0918,18.62,12273,10406,7848,6020,4272,2758,1696
539595574,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552341,cell,F2S4_160706_038_A01,F2S4_160706_038,A8S4_160711_01_A02,A8S4_160711_01,12.93429825,L8S4_160718_05_A02,L8S4_160718_05,402,266.7465702,LS-15372,RSC-032,3006012,62.8,4.05,14,0.0832,0.12,18.9468,11373,9476,7612,6157,4350,2800,1688
539595576,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552333,cell,F2S4_160706_037_H01,F2S4_160706_037,A8S4_160711_01_H01,A8S4_160711_01,25.48684211,L8S4_160718_05_H01,L8S4_160718_05,381,312.5719134,LS-15372,RSC-032,2033289,70.1,3.25,9.46,0.0696,0.0606,17.0598,12563,10579,8006,6136,4316,2833,1719
539595578,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552325,cell,F2S4_160706_037_G01,F2S4_160706_037,A8S4_160711_01_G01,A8S4_160711_01,19.19539474,L8S4_160718_05_G01,L8S4_160718_05,361,345.4984751,LS-15372,RSC-032,1962690,68.7,3.31,10.5,0.106,0.0923,17.2917,11900,10128,7843,6039,4336,2797,1703
539595580,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552317,cell,F2S4_160706_037_F01,F2S4_160706_037,A8S4_160711_01_F01,A8S4_160711_01,38.17938596,L8S4_160718_05_F01,L8S4_160718_05,371,403.6167606,LS-15372,RSC-032,2191088,79.2,2.25,6.76,0.116,0.0335,11.6405,13341,11299,8613,6733,4765,2927,1572
539595582,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552309,cell,F2S4_160706_037_E01,F2S4_160706_037,A8S4_160711_01_E01,A8S4_160711_01,12.28035088,L8S4_160718_05_E01,L8S4_160718_05,787,14.34381939,LS-15372,RSC-032,240867,71,2.91,5.48,0.093,0.0727,20.4443,8905,8689,7374,6113,4560,3021,1821
539595584,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552301,cell,F2S4_160706_037_D01,F2S4_160706_037,A8S4_160711_01_D01,A8S4_160711_01,14.07122807,L8S4_160718_05_D01,L8S4_160718_05,380,251.1794258,LS-15372,RSC-032,2004808,69.6,3.82,10.3,0.138,0.108,16.034,11277,9618,7675,6097,4378,2822,1740
539595586,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552293,cell,F2S4_160706_037_C01,F2S4_160706_037,A8S4_160711_01_C01,A8S4_160711_01,17.92188596,L8S4_160718_05_C01,L8S4_160718_05,403,230.6241071,LS-15372,RSC-032,2148725,70.6,3.29,9.18,0.0945,0.0641,16.7714,12235,10348,7987,6134,4389,2894,1743
539595588,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552285,cell,F2S4_160706_037_B01,F2S4_160706_037,A8S4_160711_01_B01,A8S4_160711_01,16.84114035,L8S4_160718_05_B01,L8S4_160718_05,400,288.0429293,LS-15372,RSC-032,2231898,69.3,3.36,10.5,0.1,0.0757,16.6643,11966,10170,7962,6203,4419,2859,1721
539595590,527584302,Mus musculus,P56,Rbp4-Cre_KL100,Ai14,cre reporter positive,528386878,Mouse ALM - L6,539552277,cell,F2S4_160706_037_A01,F2S4_160706_037,A8S4_160711_01_A01,A8S4_160711_01,18.03350877,L8S4_160718_05_A01,L8S4_160718_05,374,370.526927,LS-15372,RSC-032,2552388,71.8,3.32,9.54,0.142,0.0853,15.1127,12227,10268,8167,6339,4590,2915,1719
539595598,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553739,cell,F2S4_160707_007_E01,F2S4_160707_007,A8S4_160711_03_E12,A8S4_160711_03,5.196140351,L8S4_160719_01_E12,L8S4_160719_01,384,312.0427814,LS-15373,RSC-032,2048884,69.5,3.23,9.77,0.133,0.209,17.158,9481,7984,6799,5948,4764,3077,1832
539595600,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553731,cell,F2S4_160707_007_D01,F2S4_160707_007,A8S4_160711_03_D12,A8S4_160711_03,5.428464912,L8S4_160719_01_D12,L8S4_160719_01,374,283.1017572,LS-15373,RSC-032,2245848,63.5,3.45,14.2,0.191,0.214,18.445,9660,8033,6711,5864,4675,2999,1812
539595602,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553723,cell,F2S4_160707_007_C01,F2S4_160707_007,A8S4_160711_03_C12,A8S4_160711_03,4.353201754,L8S4_160719_01_C12,L8S4_160719_01,402,239.8899168,LS-15373,RSC-032,2221604,71.8,2.92,7.05,0.148,0.276,17.806,8695,7231,6143,5428,4460,3017,1866
539595604,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553715,cell,F2S4_160707_007_B01,F2S4_160707_007,A8S4_160711_03_B12,A8S4_160711_03,1.561008772,L8S4_160719_01_B12,L8S4_160719_01,357,188.9108262,LS-15373,RSC-032,2090979,47.2,4,14.2,0.378,1.79,32.432,4603,3444,2771,2505,2180,1855,1461
539595606,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553707,cell,F2S4_160707_007_A01,F2S4_160707_007,A8S4_160711_03_A12,A8S4_160711_03,2.257412281,L8S4_160719_01_A12,L8S4_160719_01,367,217.9850046,LS-15373,RSC-032,2218916,54.7,4.24,11.9,0.535,1.13,27.495,6096,4887,4096,3711,3233,2653,1964
539595608,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553699,cell,F2S4_160707_006_H01,F2S4_160707_006,A8S4_160711_03_H11,A8S4_160711_03,2.538421053,L8S4_160719_01_H11,L8S4_160719_01,402,201.5101719,LS-15373,RSC-032,2012348,65,4.45,9.83,0.166,0.609,19.945,6752,5546,4744,4261,3627,2881,1910
539595610,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553691,cell,F2S4_160707_006_G01,F2S4_160707_006,A8S4_160711_03_G11,A8S4_160711_03,4.345657895,L8S4_160719_01_G11,L8S4_160719_01,390,199.2323901,LS-15373,RSC-032,1973043,60.2,3.67,16.1,0.0964,0.266,19.6676,9055,7603,6342,5560,4523,3160,1906
539595612,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553683,cell,F2S4_160707_006_F01,F2S4_160707_006,A8S4_160711_03_F11,A8S4_160711_03,2.519254386,L8S4_160719_01_F11,L8S4_160719_01,413,143.2718701,LS-15373,RSC-032,1984143,70.6,3.62,8.09,0.175,0.506,17.009,6784,5579,4828,4387,3847,3129,2037
539595614,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553675,cell,F2S4_160707_006_E01,F2S4_160707_006,A8S4_160711_03_E11,A8S4_160711_03,6.268201754,L8S4_160719_01_E11,L8S4_160719_01,390,265.7696167,LS-15373,RSC-032,2239473,70.7,3.23,8.7,0.0732,0.18,17.1168,9696,8074,6712,5787,4440,2926,1800
539595616,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553667,cell,F2S4_160707_006_D01,F2S4_160707_006,A8S4_160711_03_D11,A8S4_160711_03,6.543947368,L8S4_160719_01_D11,L8S4_160719_01,382,273.1872398,LS-15373,RSC-032,2062171,66.9,3.03,11.2,0.0704,0.206,18.5936,9852,8229,6728,5657,4281,2817,1712
539595618,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994919,Mouse ALM - L1,539553659,cell,F2S4_160707_006_C01,F2S4_160707_006,A8S4_160711_03_C11,A8S4_160711_03,3.927894737,L8S4_160719_01_C11,L8S4_160719_01,389,245.2844943,LS-15373,RSC-032,2041522,69.6,4.34,7.86,0.185,0.41,17.605,8031,6746,5718,5065,4194,3043,1864
539595620,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994853,Mouse ALM - L1,539553651,cell,F2S4_160707_006_B01,F2S4_160707_006,A8S4_160711_03_B11,A8S4_160711_03,3.139078947,L8S4_160719_01_B11,L8S4_160719_01,413,167.4626782,LS-15373,RSC-032,2266380,62.9,4.21,12.6,0.198,0.525,19.567,7597,6238,5311,4740,4074,3194,1931
539595622,528602645,Mus musculus,P57,Gad2-IRES-Cre,Ai14,cre reporter positive,528994853,Mouse ALM - L1,539553643,cell,F2S4_160707_006_A01,F2S4_160707_006,A8S4_160711_03_A11,A8S4_160711_03,2.809692982,L8S4_160719_01_A11,L8S4_160719_01,393,195.3263615,LS-15373,RSC-032,2274202,60,4.29,13.4,0.179,0.767,21.364,7312,5895,4947,4444,3815,2969,1973
