rnaseq_profile_id,donor_id,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,slice_index,slice_id,slice_name,cell_id,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,subclass,subclass_order,subclass_color,broad_class,broad_class_order,broad_class_color
497123709,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390305,2992094,56.6,2.82,7.7,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123710,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390306,2469209,60.3,2.99,10.8,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123711,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390307,2842977,40.8,2.33,17.8,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497123712,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390308,3777291,49.7,3.86,20.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123713,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390309,2269720,59.1,3.36,11.2,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123714,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390310,2460967,57.9,3.07,12.1,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123715,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390311,3479823,49.5,3.86,21.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123716,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390312,2573251,53.5,3.22,13.7,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123717,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390313,2282775,53.3,2.98,14.3,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123718,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390314,3155062,45.4,4.43,23.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123719,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390315,2357257,61,2.48,5.84,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123720,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390316,2535422,59.9,3.98,13,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123721,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390317,2655192,44.6,4.11,25.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123722,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390318,3025884,66.5,3.47,9.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123723,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390319,2165857,36.8,4.19,27.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123724,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390320,3294254,42.4,4.26,25.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123725,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390321,2879709,50.1,3.39,14,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123726,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390322,2058472,49.5,3.26,11.6,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123727,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390323,2412410,49,2.13,7.74,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123728,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390324,3099722,62.4,3.19,13.4,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497123729,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390325,2783235,45.5,3.93,23.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123730,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390326,2613133,50.7,3.59,18,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123731,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390327,1034336,43.9,3.59,14.7,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123732,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390328,2606824,45.3,4.37,22.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123733,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390329,2352783,41.7,4.32,26.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123734,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390330,2407417,58,2.75,10.6,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123735,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746860,Mouse LGN - Shell,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390331,2039345,48.2,2.78,10.1,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123736,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390110,3314615,60.8,3.06,14.8,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123737,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390111,2561990,64.9,2.67,11.3,Cck_Serpina3g,15,#F08080,Gad2_Syt4,4,#FFFF00
497123738,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390112,2601367,58.4,3.2,15.6,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123739,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390113,3015638,71.3,1.55,1.52,Olig1_Opalin,23,#C8C8C8,Olig1,6,#333333
497123740,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390114,2659588,59.8,2.94,15.6,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123741,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390115,2767316,68.4,2.83,8.33,Plek2_Pkib,13,#FFFF00,Gad2_Syt4,4,#FFFF00
497123742,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390116,2623902,56.3,3.18,17.1,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123743,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471710,Mouse LGN - Shell,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390117,2624674,58.3,3.19,15.1,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123744,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390126,3728886,43.6,3.65,26.4,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497123745,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390127,2934537,49,3.32,19.4,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123746,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390128,2679557,61.6,2.85,13.4,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497123747,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390129,3457610,47.5,3.42,22.4,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123748,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390130,2539736,57,3.32,16,Gad2_Pthlh,10,#FDDCFF,Gad2_Chrna6,3,#FF0000
497123749,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390131,2167782,45.6,3.45,21.7,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123750,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390132,2681413,54.1,2.8,18,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497123751,488047675,P58,Slc32a1-IRES-Cre,Ai14,cre reporter positive,488471713,Mouse LGN - Core,9,488471426,Slc32a1-IRES-Cre;Ai14-212359.09.01,501390133,1992933,50.7,3.4,20.1,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497123752,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390276,2680846,44,4.01,25,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123753,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390277,2933310,44.9,4.16,23.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123754,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390278,2906037,55.6,3.72,16.4,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123755,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390279,2789447,47.7,1.78,12.1,Olig1_Opalin,23,#C8C8C8,Olig1,6,#333333
497123756,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390280,2917669,61.2,2.46,7.71,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123757,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390281,2427781,62.8,2.61,10.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123758,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390282,3170613,38.1,4.47,27.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123759,487244818,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,488746857,Mouse LGN - Core,10,488746830,Snap25-IRES2-Cre;Ai14-211621.10.01,501390283,2719626,55.7,2.41,10.7,Slc17a6_Pcdhgb4,2,#00B7FF,Slc17a6,1,#0000FF
497123760,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390692,3781487,59.9,3.14,16,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123761,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390693,2190045,70.5,2.83,9.39,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123762,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390694,2328900,40.9,4.27,22.4,Slc17a6_Tcrb,1,#0640FF,Slc17a6,1,#0000FF
497123763,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390695,2943305,53.9,3.58,17.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123764,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390696,3077996,43.2,3.63,24.1,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123765,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390697,1992359,56.9,3.64,17,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123766,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390698,1996863,64.4,2.61,13.8,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123767,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390699,2208050,52.8,3.43,19.7,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123768,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390700,2632464,49.1,3.37,24.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497123769,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390701,2157626,66.2,2.79,9.82,Styk1_Xylb,9,#FF3030,Gad2_Chrna6,3,#FF0000
497123770,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390702,2650837,49.3,3.7,22.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123771,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390703,2205131,54.3,3.44,18.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123772,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390704,2839886,54.6,3.5,17.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123773,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390705,2613545,41.2,3.88,27.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123774,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390706,2089077,63.2,3.1,14.2,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123775,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489365388,Mouse LGN - Core,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390707,2144414,59.3,3.43,15.8,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497123776,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390708,2871826,54.3,3.92,18.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123777,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390709,2804561,58.1,3.26,17.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123778,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390710,2386826,45.7,3.95,24.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123779,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390711,2756678,53,3.35,20.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123780,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390712,2424790,54.8,3.31,19.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123781,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390713,2470422,49.8,3.63,22.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123782,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390714,2383248,58.8,3.48,16.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123783,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390715,2784480,52.6,3.75,20.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123784,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390716,2818117,47.3,3.96,22.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123785,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390717,1901605,59.4,3.38,16.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123786,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390718,1972801,37.8,3.89,28.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123787,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390719,2358510,57,3.55,17.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123788,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390720,2128300,56.9,3.31,17.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123789,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390721,2733482,31.1,7.43,24.9,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497123790,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390722,1556967,51.8,3.55,20.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123791,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373221,Mouse LGN - Shell,12,489353558,Snap25-IRES2-Cre;Ai14-213715.12.01,501390723,2305813,59.2,3.28,17.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123792,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390628,1915415,51,3.64,19.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123793,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390629,2056501,54.2,3.77,18.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123794,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390630,2198525,44.5,3.83,25.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123795,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390631,2456185,67.5,2.59,12.6,Gad2_Rspo2,16,#FF8C00,Gad2_Syt4,4,#FFFF00
497123796,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390632,2497557,56.3,3.28,16.6,Cck_Serpina3g,15,#F08080,Gad2_Syt4,4,#FFFF00
497123797,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390633,2423531,46.2,3.87,24.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123798,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390634,2268342,59.2,3.64,15.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123799,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390635,3216295,46.6,4,24.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123800,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390636,2105293,55.6,3.58,19.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123801,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390637,2708165,45.1,3.95,24.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123802,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390638,2385289,58.7,3.32,16.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123803,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390639,3334285,41.5,4.14,27.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497123804,488448312,P55,Snap25-IRES2-Cre,Ai14,cre reporter positive,489373539,Mouse LGN - Core,10,489353434,Snap25-IRES2-Cre;Ai14-213715.10.01,501390640,2860399,63.1,3.36,13.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
