structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z
4280,5,139409743,CX,"HCd","head of caudate nucleus, left",126679041,108,102,72,-17.0,19.0,7.0
4291,5,139409917,CX,"Acb","nucleus accumbens, left",126218224,103,114,72,-12.0,19.0,-5.0
4280,5,139409885,CX,"HCd","head of caudate nucleus, left",122834756,107,102,72,-16.0,19.0,7.0
4224,6,127687105,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",124122527,95,86,80,-4.0,11.0,23.0
4223,6,127687089,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",124122526,94,81,80,-3.0,11.0,28.0
4024,6,127686947,CX,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",124079430,110,41,78,-19.0,13.0,68.0
4045,6,127686995,CX,"orIFG","inferior frontal gyrus, orbital part, left",124137414,149,100,80,-58.0,11.0,9.0
4143,6,127687027,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",124110660,145,140,82,-54.0,9.0,-31.0
4223,5,127686991,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",123644653,99,80,71,-8.0,20.0,29.0
4023,5,141667093,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",123644655,94,46,70,-3.0,21.0,63.0
4031,5,127687055,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",123650690,140,79,71,-49.0,20.0,30.0
4030,5,127687039,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",123650689,114,59,70,-23.0,21.0,50.0
4039,5,127687071,CX,"trIFG","inferior frontal gyrus, triangular part, left",124029938,145,96,73,-54.0,18.0,13.0
4057,5,127687119,CX,"POrG","posterior orbital gyrus, left",123622766,112,135,73,-21.0,18.0,-26.0
4051,5,127687103,CX,"MOrG","medial orbital gyrus, left",123622765,108,137,73,-17.0,18.0,-28.0
4142,5,127687041,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",123636953,142,136,74,-51.0,17.0,-27.0
4136,5,127687025,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",123636952,138,135,74,-47.0,17.0,-26.0
4224,4,127686957,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",121130696,97,87,56,-6.0,35.0,22.0
4031,4,127687005,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",121130911,129,74,54,-38.0,37.0,35.0
4060,4,127687085,CX,"LOrG","lateral orbital gyrus, left",125137264,131,123,52,-40.0,39.0,-14.0
4045,4,127687037,CX,"orIFG","inferior frontal gyrus, orbital part, left",121130998,142,123,52,-51.0,39.0,-14.0
4039,4,127687021,CX,"trIFG","inferior frontal gyrus, triangular part, left",121130999,147,108,53,-56.0,38.0,1.0
4223,3,127687097,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",121130126,96,77,43,-5.0,48.0,32.0
4023,3,141667077,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",121130127,99,73,42,-8.0,49.0,36.0
4031,3,127686955,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",121129789,127,84,41,-36.0,50.0,25.0
4022,3,127687113,CX,"SFG","superior frontal gyrus, left",121129787,114,71,42,-23.0,49.0,38.0
4054,3,127687067,CX,"AOrG","anterior orbital gyrus, left",121128826,118,125,43,-27.0,48.0,-16.0
4051,3,127687051,CX,"MOrG","medial orbital gyrus, left",121128825,115,126,43,-24.0,48.0,-17.0
4023,2,127686937,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",121107685,95,88,31,-4.0,60.0,21.0
4051,2,127686969,CX,"MOrG","medial orbital gyrus, left",121081997,104,137,32,-13.0,59.0,-28.0
4054,2,127687049,CX,"AOrG","anterior orbital gyrus, left",121112961,115,124,32,-24.0,59.0,-15.0
4051,4,127687117,CX,"MOrG","medial orbital gyrus, left",121130687,101,138,54,-10.0,37.0,-29.0
4048,4,127687101,CX,"GRe","gyrus rectus, left",121130688,101,133,55,-10.0,36.0,-24.0
4295,6,156434461,CX,"GPe","globus pallidus, external segment, left",126221708,114,125,84,-23.0,7.0,-16.0
4282,6,156434429,CX,"BCd","body of caudate nucleus, left",126220130,106,100,82,-15.0,9.0,9.0
4282,7,156434555,CX,"BCd","body of caudate nucleus, left",126715264,103,90,92,-12.0,-1.0,19.0
4746,61,156434505,CB,"He-X","X, left, lateral hemisphere",146148177,115,148,126,-24.0,-35.0,-39.0
4743,61,156434489,CB,"He-VIIIB","VIIIB, left, lateral hemisphere",146148077,115,174,142,-24.0,-51.0,-65.0
4736,61,156434473,CB,"He-V","V, left, lateral hemisphere",146149504,115,126,136,-24.0,-45.0,-17.0
4735,61,156434457,CB,"He-IV","IV, left, lateral hemisphere",146149594,115,139,125,-24.0,-34.0,-30.0
4741,61,156434523,CB,"He-VIIB","VIIB, left, lateral hemisphere",146146376,115,167,164,-24.0,-73.0,-58.0
4738,61,156434475,CB,"He-VI","VI, left, lateral hemisphere",146146285,115,132,168,-24.0,-77.0,-23.0
4742,61,156434459,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",146146475,115,173,155,-24.0,-64.0,-64.0
4741,61,156434443,CB,"He-VIIB","VIIB, left, lateral hemisphere",146146375,115,168,162,-24.0,-71.0,-59.0
4739,61,156434411,CB,"He-Crus I","Crus I, left, lateral hemisphere",146146016,115,140,179,-24.0,-88.0,-31.0
4738,61,156434585,CB,"He-VI","VI, left, lateral hemisphere",146146284,115,131,166,-24.0,-75.0,-22.0
4728,62,149052712,CB,"PV-IX","IX, left, paravermis",128130461,105,169,134,-14.0,-43.0,-60.0
4727,62,147712556,CB,"PV-VIIIB","VIIIB, left, paravermis",128198489,105,165,153,-14.0,-62.0,-56.0
4725,62,149052744,CB,"PV-VIIB","VIIB, left, paravermis",128198491,105,167,166,-14.0,-75.0,-58.0
4724,62,147712652,CB,"PV-Crus II","Crus II, left, paravermis",146080228,105,154,180,-14.0,-89.0,-45.0
4723,62,147712668,CB,"PV-Crus I","Crus I, left, paravermis",146080286,105,142,176,-14.0,-85.0,-33.0
4722,62,147712700,CB,"PV-VI","VI, left, paravermis",146080299,105,128,168,-14.0,-77.0,-19.0
4710,63,147712592,CB,"Ve-VIIIB","VIIIB",146140622,94,150,157,-3.0,-66.0,-41.0
4708,63,147712718,CB,"Ve-VIIB","VIIB",146140660,94,140,161,-3.0,-70.0,-31.0
4700,63,147712654,CB,"Ve-I-II","I-II",146140536,94,132,134,-3.0,-43.0,-23.0
4713,63,147712608,CB,"Ve-X","X",146140135,94,138,138,-3.0,-47.0,-29.0
4710,63,147712576,CB,"Ve-VIIIB","VIIIB",146140617,94,155,156,-3.0,-65.0,-46.0
4709,63,147712734,CB,"Ve-VIIIA","VIIIA",146806878,94,156,158,-3.0,-67.0,-47.0
4700,63,147712638,CB,"Ve-I-II","I-II",146140535,94,131,133,-3.0,-42.0,-22.0
4706,63,147712688,CB,"Ve-VIIAf","VIIAf",146140966,94,129,173,-3.0,-82.0,-20.0
4705,63,147712656,CB,"Ve-VI","VI",146140945,94,128,161,-3.0,-70.0,-19.0
4706,63,147712672,CB,"Ve-VIIAf","VIIAf",146140965,94,131,173,-3.0,-82.0,-22.0
4702,63,147712590,CB,"Ve-IV","IV",146140784,94,113,141,-3.0,-50.0,-4.0
4703,63,147712606,CB,"Ve-V","V",146140797,94,107,153,-3.0,-62.0,2.0
4702,63,147712574,CB,"Ve-IV","IV",146140783,94,115,140,-3.0,-49.0,-6.0
4701,63,147712732,CB,"Ve-III","III",146140729,94,117,133,-3.0,-42.0,-8.0
4244,9,149052680,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",127050011,117,133,119,-26.0,-28.0,-24.0
4282,9,147712602,CX,"BCd","body of caudate nucleus, left",127945266,112,93,118,-21.0,-27.0,16.0
4270,9,147712586,CX,"LIG","long insular gyri, left",127050026,134,93,119,-43.0,-28.0,16.0
4244,9,147712554,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",127050008,119,136,119,-28.0,-28.0,-27.0
4160,9,149052854,CX,"FuG-cos","fusiform gyrus, left, bank of cos",127050010,136,129,119,-45.0,-28.0,-20.0
4187,15,149052758,CX,"Cun-str","cuneus, left, striate",127749301,94,100,185,-3.0,-94.0,9.0
4288,8,149052726,CX,"Pu","putamen, left",127764406,122,105,107,-31.0,-16.0,4.0
4215,14,141667121,CX,"SOG-i","superior occipital gyrus, left, inferior bank of gyrus",127563550,114,90,177,-23.0,-86.0,19.0
4121,13,141667245,CX,"Pcu-i","precuneus, left, inferior lateral bank of gyrus",127562783,94,68,166,-3.0,-75.0,41.0
4114,13,141667119,CX,"AnG-i","angular gyrus, left, inferior bank of gyrus",127562529,124,81,167,-33.0,-76.0,28.0
4098,13,141667261,CX,"SPL-s","superior parietal lobule, left, superior bank of gyrus",127562532,112,58,166,-21.0,-75.0,51.0
4186,13,141667151,CX,"Cun-pest","cuneus, left, peristriate",127562685,98,100,166,-7.0,-75.0,9.0
4207,13,141667247,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",127562731,144,106,170,-53.0,-79.0,3.0
4113,12,141667211,CX,"AnG-s","angular gyrus, left, superior bank of gyrus",127562173,134,60,157,-43.0,-66.0,49.0
4113,11,141667113,CX,"AnG-s","angular gyrus, left, superior bank of gyrus",127511066,123,61,142,-32.0,-51.0,48.0
4149,11,141667241,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",127514487,143,125,146,-52.0,-55.0,-16.0
4245,8,141667143,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",127048915,127,141,106,-36.0,-15.0,-32.0
4136,9,139409751,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",127050505,150,106,121,-59.0,-30.0,3.0
4159,9,139409925,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",127050368,135,143,120,-44.0,-29.0,-34.0
4231,9,139409831,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",127050744,93,85,118,-2.0,-27.0,24.0
4230,9,139409815,CX,"CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",127050745,100,73,118,-9.0,-27.0,36.0
4121,10,139409879,CX,"Pcu-i","precuneus, left, inferior lateral bank of gyrus",127057177,106,60,128,-15.0,-37.0,49.0
4120,10,139409863,CX,"Pcu-s","precuneus, left, superior lateral bank of gyrus",127057176,94,48,128,-3.0,-37.0,61.0
4135,10,139409785,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",127056954,160,82,132,-69.0,-41.0,27.0
4224,7,139409747,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",126712217,94,83,91,-3.0,0.0,26.0
4150,7,139409857,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",126525179,134,154,93,-43.0,-2.0,-45.0
4288,5,139409901,CX,"Pu","putamen, left",122820849,113,111,72,-22.0,19.0,-2.0
4223,4,127686941,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",121130697,95,80,55,-4.0,36.0,29.0
4030,4,127686989,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",121130910,126,63,54,-35.0,37.0,46.0
4898,3,127687003,CX,"SRoG","superior rostral gyrus, left",121128140,97,120,44,-6.0,47.0,-11.0
4060,3,127687083,CX,"LOrG","lateral orbital gyrus, left",121128827,126,122,43,-35.0,48.0,-13.0
4039,3,127687019,CX,"trIFG","inferior frontal gyrus, triangular part, left",121128829,136,113,43,-45.0,48.0,-4.0
4288,6,156434445,CX,"Pu","putamen, left",126221599,120,110,82,-29.0,9.0,-1.0
4296,7,156434413,CX,"GPi","globus pallidus, internal segment, left",126715267,113,113,92,-22.0,-1.0,-4.0
4295,7,156434587,CX,"GPe","globus pallidus, external segment, left",126715266,114,109,92,-23.0,-1.0,0.0
4288,7,156434571,CX,"Pu","putamen, left",126715265,120,107,92,-29.0,-1.0,2.0
4746,61,156434569,CB,"He-X","X, left, lateral hemisphere",146148179,115,150,125,-24.0,-34.0,-41.0
4743,61,156434553,CB,"He-VIIIB","VIIIB, left, lateral hemisphere",146148084,115,173,145,-24.0,-54.0,-64.0
4736,61,156434537,CB,"He-V","V, left, lateral hemisphere",146149505,115,126,138,-24.0,-47.0,-17.0
4735,61,156434521,CB,"He-IV","IV, left, lateral hemisphere",146149595,115,138,125,-24.0,-34.0,-29.0
4742,61,156434539,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",146146478,115,172,157,-24.0,-66.0,-63.0
4740,61,156434507,CB,"He-Crus II","Crus II, left, lateral hemisphere",146145783,115,150,181,-24.0,-90.0,-41.0
4739,61,156434491,CB,"He-Crus I","Crus I, left, lateral hemisphere",146145918,115,142,180,-24.0,-89.0,-33.0
4740,61,156434427,CB,"He-Crus II","Crus II, left, lateral hemisphere",146145782,115,147,182,-24.0,-91.0,-38.0
4728,62,149052696,CB,"PV-IX","IX, left, paravermis",128130460,105,166,134,-14.0,-43.0,-57.0
4726,62,149052776,CB,"PV-VIIIA","VIIIA, left, paravermis",128198349,105,171,159,-14.0,-68.0,-62.0
4726,62,149052760,CB,"PV-VIIIA","VIIIA, left, paravermis",128198347,105,172,158,-14.0,-67.0,-63.0
4725,62,149052728,CB,"PV-VIIB","VIIB, left, paravermis",128198488,105,167,165,-14.0,-74.0,-58.0
4720,62,147712620,CB,"PV-V","V, left, paravermis",146086913,105,119,150,-14.0,-59.0,-10.0
4719,62,147712588,CB,"PV-IV","IV, left, paravermis",146087091,105,118,130,-14.0,-39.0,-9.0
4720,62,147712604,CB,"PV-V","V, left, paravermis",146086821,105,118,149,-14.0,-58.0,-9.0
4719,62,147712572,CB,"PV-IV","IV, left, paravermis",146087134,105,118,129,-14.0,-38.0,-9.0
4723,62,147712684,CB,"PV-Crus I","Crus I, left, paravermis",146080276,105,140,175,-14.0,-84.0,-31.0
4722,62,147712716,CB,"PV-VI","VI, left, paravermis",146080300,105,128,167,-14.0,-76.0,-19.0
4724,62,147712636,CB,"PV-Crus II","Crus II, left, paravermis",146080227,105,155,179,-14.0,-88.0,-46.0
4713,63,147712624,CB,"Ve-X","X",146140136,94,141,139,-3.0,-48.0,-32.0
4711,63,147712686,CB,"Ve-IX","IX",146140605,94,151,147,-3.0,-56.0,-42.0
4709,63,147712560,CB,"Ve-VIIIA","VIIIA",146806879,94,156,159,-3.0,-68.0,-47.0
4711,63,147712670,CB,"Ve-IX","IX",146140604,94,151,146,-3.0,-55.0,-42.0
4708,63,147712702,CB,"Ve-VIIB","VIIB",146140659,94,143,161,-3.0,-70.0,-34.0
4707,63,147712720,CB,"Ve-VIIAt","VIIAt",146141465,94,145,167,-3.0,-76.0,-36.0
4707,63,147712704,CB,"Ve-VIIAt","VIIAt",146141482,94,147,165,-3.0,-74.0,-38.0
4705,63,147712640,CB,"Ve-VI","VI",146140937,94,130,161,-3.0,-70.0,-21.0
4703,63,147712622,CB,"Ve-V","V",146140798,94,106,159,-3.0,-68.0,3.0
4701,63,147712558,CB,"Ve-III","III",146140732,94,119,132,-3.0,-41.0,-10.0
4701,63,149052710,CB,"Ve-III","III",146140732,95,119,132,-4.0,-41.0,-10.0
4245,9,147712570,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",127050009,131,131,119,-40.0,-28.0,-22.0
4214,15,149052790,CX,"SOG-s","superior occipital gyrus, left, superior bank of gyrus",127749299,115,87,185,-24.0,-94.0,22.0
4194,15,149052774,CX,"LiG-str","lingual gyrus, left, striate",127749302,97,104,185,-6.0,-94.0,5.0
4186,15,149052742,CX,"Cun-pest","cuneus, left, peristriate",127749300,98,87,185,-7.0,-94.0,22.0
4910,15,149052838,CX,"OPi","occipital pole, left, inferior aspect",127752040,117,125,185,-26.0,-94.0,-16.0
4909,15,149052822,CX,"OPs","occipital pole, left, superior aspect",127752039,119,122,185,-28.0,-94.0,-13.0
4215,15,149052806,CX,"SOG-i","superior occipital gyrus, left, inferior bank of gyrus",127752038,127,113,185,-36.0,-94.0,-4.0
4186,14,149052694,CX,"Cun-pest","cuneus, left, peristriate",127563326,97,99,177,-6.0,-86.0,10.0
4214,13,141667135,CX,"SOG-s","superior occipital gyrus, left, superior bank of gyrus",127562528,128,81,168,-37.0,-77.0,28.0
4150,12,141667181,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",127562211,150,125,158,-59.0,-67.0,-16.0
4238,11,147712584,CX,"CgGr-i","cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",127512017,114,107,144,-23.0,-53.0,2.0
4143,11,156434441,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",127514503,152,123,146,-61.0,-55.0,-14.0
4087,9,141667175,CX,"PoG-cs","postcentral gyrus, left, bank of the central sulcus",127050456,130,55,117,-39.0,-26.0,54.0
4178,8,139409859,CX,"PLP","planum polare, left",127048538,136,112,107,-45.0,-16.0,-3.0
4223,8,139409797,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",127045123,99,65,104,-8.0,-13.0,44.0
4073,8,139409765,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",127045125,93,40,104,-2.0,-13.0,69.0
4099,10,139409895,CX,"SPL-i","superior parietal lobule, left, inferior bank of gyrus",127055904,124,42,130,-33.0,-39.0,67.0
4231,10,139409927,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",127056266,97,86,127,-6.0,-36.0,23.0
4159,10,141667173,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",127056053,131,132,133,-40.0,-42.0,-23.0
4135,7,139409761,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",126712347,157,98,93,-66.0,-2.0,11.0
4023,6,127687073,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",124122525,92,39,78,-1.0,13.0,70.0
4270,6,127687043,CX,"LIG","long insular gyri, left",124110659,134,127,83,-43.0,8.0,-18.0
4135,5,156434425,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",123636951,152,117,74,-61.0,17.0,-8.0
9222,4,127686973,CX,"cc","corpus callosum",125137155,100,104,57,-9.0,34.0,5.0
4223,3,149052678,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",121130126,95,77,43,-4.0,48.0,32.0
4030,3,127686939,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",121129788,125,74,42,-34.0,49.0,35.0
4898,3,139409741,CX,"SRoG","superior rostral gyrus, left",121128140,96,120,44,-5.0,47.0,-11.0
4224,3,127686987,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",121128139,97,114,43,-6.0,48.0,-5.0
4060,3,156434409,CX,"LOrG","lateral orbital gyrus, left",121128827,125,122,43,-34.0,48.0,-13.0
4224,2,127686985,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",121081983,99,113,31,-8.0,60.0,-4.0
4031,2,127687033,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",121112947,126,97,31,-35.0,60.0,12.0
4069,4,127686943,CX,"PaOG","parolfactory gyri, left",121130689,95,134,55,-4.0,36.0,-25.0
4669,7,156906928,CX,"SuM","supramammillary nucleus, left",146082220,99,115,91,-8.0,0.0,-6.0
13005,7,156906912,CX,"LHM","lateral hypothalamic area, mammillary region, left",146082294,102,115,91,-11.0,0.0,-6.0
4679,7,156906864,CX,"PHA","posterior hypothalamic area, left",148223788,98,113,91,-7.0,0.0,-4.0
4644,7,156906942,CX,"ARH","arcuate nucleus of the hypothalamus, left",148160815,99,118,91,-8.0,0.0,-9.0
4641,7,156906878,CX,"DMH","dorsomedial hypothalamic nucleus, left",148072329,100,118,91,-9.0,0.0,-9.0
4573,7,156906830,CX,"PVH","paraventricular nucleus of the hypothalamus, left",148093164,99,112,91,-8.0,0.0,-3.0
10143,6,156906956,CX,"Pir","piriform cortex, left",147655427,116,128,86,-25.0,5.0,-19.0
4308,6,156906924,CX,"nbM","basal nucleus of meynert, left",126524993,109,125,85,-18.0,6.0,-16.0
