Symbol	 Ensemble  Acc 	GeneID
PLA2G2D	ENSG00000117215.10	26279.0
PLA2G2E	ENSG00000188784.4	30814.0
PLA2G2F	ENSG00000158786.4	64600.0
PLA2G5	ENSG00000127472.6	5322.0
PLA2G7	ENSG00000146070.12	7941.0
PLA2R1	ENSG00000153246.7	22925.0
PLAC8	ENSG00000145287.6	51316.0
PLAC8L1	ENSG00000173261.4	153770.0
PLAC9	ENSG00000189129.9	219348.0
PLAG1	ENSG00000181690.3	5324.0
PLAGL1	ENSG00000118495.14	5325.0
PLAT	ENSG00000104368.13	5327.0
PLB1	ENSG00000163803.8	151056.0
PLBD2	ENSG00000151176.3	196463.0
PLCB3	ENSG00000149782.7	5331.0
PLCE1	ENSG00000138193.10	51196.0
PLCE1-AS1	ENSG00000268894.2	100128054.0
PLCH1	ENSG00000114805.12	23007.0
PLCH1-AS2	ENSG00000242925.1	100874036.0
PLCH2	ENSG00000149527.13	9651.0
PLCL1	ENSG00000115896.11	5334.0
PLCL2	ENSG00000154822.11	23228.0
PLCL2-AS1	ENSG00000226441.2	100874003.0
PLCXD2	ENSG00000240891.2	257068.0
PLCXD2-AS1	ENSG00000240766.1	100874115.0
PLCZ1	ENSG00000139151.10	89869.0
PLD1	ENSG00000075651.11	5337.0
PLD5	ENSG00000180287.12	200150.0
PLEC	ENSG00000178209.10	5339.0
PLEKHA1	ENSG00000107679.10	59338.0
PLEKHA2	ENSG00000169499.10	59339.0
PLEKHA3	ENSG00000116095.6	65977.0
PLEKHA5	ENSG00000052126.10	54477.0
PLEKHA6	ENSG00000143850.8	22874.0
PLEKHA7	ENSG00000166689.10	144100.0
PLEKHB1	ENSG00000021300.9	58473.0
PLEKHB2	ENSG00000115762.12	55041.0
PLEKHF2	ENSG00000175895.3	79666.0
PLEKHG1	ENSG00000120278.10	57480.0
PLEKHG6	ENSG00000008323.11	55200.0
PLEKHM2	ENSG00000116786.7	23207.0
PLEKHM3	ENSG00000178385.9	389072.0
PLEKHN1	ENSG00000187583.6	84069.0
PLEKHO1	ENSG00000023902.9	51177.0
PLEKHS1	ENSG00000148735.10	79949.0
PLG	ENSG00000122194.14	5340.0
PLGLA	ENSG00000240935.2	285189.0
PLGLB1	ENSG00000183281.10	5343.0
PLIN2	ENSG00000147872.5	123.0
PLK4	ENSG00000142731.6	10733.0
PLN	ENSG00000198523.5	5350.0
PLOD2	ENSG00000152952.7	5352.0
PLOD3	ENSG00000106397.7	8985.0
PLRG1	ENSG00000171566.7	5356.0
PLS1	ENSG00000120756.8	5357.0
PLS1-AS1	ENSG00000239641.1	100873943.0
PLSCR1	ENSG00000188313.8	5359.0
PLSCR2	ENSG00000163746.7	57047.0
PLSCR4	ENSG00000114698.10	57088.0
PLSCR5	ENSG00000231213.2	389158.0
PLXDC2	ENSG00000120594.12	84898.0
PLXNB1	ENSG00000164050.8	5364.0
PLXNC1	ENSG00000136040.4	10154.0
PLXND1	ENSG00000004399.8	23129.0
PM20D1	ENSG00000162877.8	148811.0
PM20D2	ENSG00000146281.5	135293.0
PMCH	ENSG00000183395.4	5367.0
PMCHL1	ENSG00000168967.10	5369.0
PMF1	ENSG00000160783.15	11243.0
PMPCA	ENSG00000165688.7	23203.0
PMPCB	ENSG00000105819.9	9512.0
PMS2	ENSG00000122512.10	5395.0
PMS2CL	ENSG00000187953.6	441194.0
PMS2P1	ENSG00000078319.7	5379.0
PMS2P10	ENSG00000188073.7	100288713.0
PMS2P11	ENSG00000241350.1	107161145.0
PMS2P4	ENSG00000067601.6	5382.0
PMS2P5	ENSG00000123965.12	5383.0
PMS2P9	ENSG00000233448.2	100132832.0
PNISR	ENSG00000132424.10	25957.0
PNLDC1	ENSG00000146453.8	154197.0
PNLIP	ENSG00000175535.6	5406.0
PNLIPP1	ENSG00000232091.1	100419068.0
PNLIPRP2	ENSG00000165862.10	5408.0
PNLIPRP3	ENSG00000203837.4	119548.0
PNMA1	ENSG00000176903.3	9240.0
PNMA2	ENSG00000240694.4	10687.0
PNN	ENSG00000100941.4	5411.0
PNO1	ENSG00000115946.3	56902.0
PNPLA1	ENSG00000180316.7	285848.0
PNPLA2	ENSG00000177666.11	57104.0
PNPLA8	ENSG00000135241.12	50640.0
PNPT1P2	ENSG00000233272.1	100533721.0
PNRC1	ENSG00000146278.10	10957.0
PNRC2	ENSG00000189266.7	55629.0
POC1B	ENSG00000139323.9	282809.0
PODN	ENSG00000174348.9	127435.0
PODXL	ENSG00000128567.12	5420.0
PODXL2	ENSG00000114631.10	50512.0
POGZ	ENSG00000143442.17	23126.0
POLB	ENSG00000070501.7	5423.0
POLD2	ENSG00000106628.6	5425.0
POLD2P1	ENSG00000213730.3	391811.0
POLD3	ENSG00000077514.4	10714.0
POLE	ENSG00000177084.12	5426.0
POLE2	ENSG00000100479.8	5427.0
POLE3	ENSG00000148229.8	54107.0
POLE4	ENSG00000115350.7	56655.0
POLH	ENSG00000170734.7	5429.0
POLHP1	ENSG00000232970.1	106480782.0
POLL	ENSG00000166169.12	27343.0
POLM	ENSG00000122678.10	27434.0
POLN	ENSG00000130997.12	353497.0
POLQ	ENSG00000051341.9	10721.0
POLR1E	ENSG00000137054.11	64425.0
POLR2B	ENSG00000047315.10	5431.0
POLR2D	ENSG00000144231.6	5433.0
POLR2G	ENSG00000168002.7	5436.0
POLR2H	ENSG00000163882.5	5437.0
POLR2J	ENSG00000005075.11	5439.0
POLR2J3	ENSG00000168255.14	548644.0
POLR2J4	ENSG00000272655.1	84820.0
POLR2K	ENSG00000147669.6	5440.0
POLR2KP1	ENSG00000258284.1	100874515.0
POLR2L	ENSG00000177700.5	5441.0
POLR3A	ENSG00000148606.8	11128.0
POLR3B	ENSG00000013503.5	55703.0
POLR3C	ENSG00000186141.4	10623.0
POLR3D	ENSG00000168495.8	661.0
POLR3DP1	ENSG00000214626.2	100422384.0
POLR3G	ENSG00000113356.6	10622.0
POLR3KP1	ENSG00000232647.1	100289667.0
POM121L12	ENSG00000221900.4	285877.0
POM121L13P	ENSG00000236339.1	100874379.0
POM121L2	ENSG00000158553.3	94026.0
POMC	ENSG00000115138.6	5443.0
POMGNT1	ENSG00000085998.9	55624.0
POMGNT2	ENSG00000144647.5	84892.0
POMK	ENSG00000185900.5	84197.0
POMP	ENSG00000132963.7	51371.0
POMT1	ENSG00000130714.11	10585.0
POMZP3	ENSG00000146707.10	22932.0
PON1	ENSG00000005421.4	5444.0
PON2	ENSG00000105854.8	5445.0
PON3	ENSG00000105852.6	5446.0
POP7	ENSG00000172336.4	10248.0
POPDC3	ENSG00000132429.5	64208.0
POT1	ENSG00000128513.10	25913.0
POTEA	ENSG00000188877.7	340441.0
POTEE	ENSG00000188219.10	445582.0
POTEF	ENSG00000196604.7	728378.0
POTEI	ENSG00000196834.7	653269.0
POTEJ	ENSG00000222038.3	653781.0
POU2AF1	ENSG00000110777.7	5450.0
POU2F3	ENSG00000137709.5	25833.0
POU3F1	ENSG00000185668.5	5453.0
POU3F2	ENSG00000184486.7	5454.0
POU3F3	ENSG00000198914.2	5455.0
POU4F1	ENSG00000152192.6	5457.0
POU4F2	ENSG00000151615.3	5458.0
POU5F1P2	ENSG00000253382.3	100129512.0
POU5F1P3	ENSG00000235602.4	642559.0
POU5F1P4	ENSG00000237872.3	645682.0
POU5F1P5	ENSG00000236375.3	100009667.0
POU5F1P6	ENSG00000242551.2	100009668.0
POU5F1P7	ENSG00000248365.3	100009669.0
POU5F2	ENSG00000248483.4	134187.0
POU6F1	ENSG00000184271.11	5463.0
POU6F2-AS1	ENSG00000224122.1	100861520.0
PP13004	ENSG00000205745.2	402481.0
PP13439	ENSG00000183657.2	100128046.0
PPA1	ENSG00000180817.7	5464.0
PPA2	ENSG00000138777.15	27068.0
PPARD	ENSG00000112033.9	5467.0
PPARG	ENSG00000132170.15	5468.0
PPARGC1A	ENSG00000109819.4	10891.0
PPAT	ENSG00000128059.4	5471.0
PPATP1	ENSG00000241293.1	100289640.0
PPBP	ENSG00000163736.3	5473.0
PPBPP2	ENSG00000248848.1	10895.0
PPCS	ENSG00000127125.7	79717.0
PPFIA1	ENSG00000131626.11	8500.0
PPFIA2	ENSG00000139220.12	8499.0
PPFIBP1	ENSG00000110841.9	8496.0
PPFIBP2	ENSG00000166387.7	8495.0
PPIA	ENSG00000196262.9	5478.0
PPIAL4C	ENSG00000198161.5	653598.0
PPIAL4E	ENSG00000231267.2	730262.0
PPIAL4F	ENSG00000230582.2	728945.0
PPIAL4G	ENSG00000236334.1	644591.0
PPIAP11	ENSG00000251495.1	5483.0
PPIAP15	ENSG00000244196.1	5487.0
PPIAP19	ENSG00000228169.3	390006.0
PPIAP23	ENSG00000214178.3	390419.0
PPIAP24	ENSG00000174408.8	122335.0
PPIAP25	ENSG00000229303.1	647085.0
PPIAP27	ENSG00000234363.1	100874405.0
PPIAP28	ENSG00000226633.2	390378.0
PPIAP29	ENSG00000214975.4	134997.0
PPIAP30	ENSG00000206448.3	100192204.0
PPIAP31	ENSG00000217094.2	439953.0
PPIAP9	ENSG00000219797.2	5491.0
PPID	ENSG00000171497.4	5481.0
PPIE	ENSG00000084072.12	10450.0
PPIEL	ENSG00000243970.1	728448.0
PPIF	ENSG00000108179.9	10105.0
PPIHP1	ENSG00000230911.1	246731.0
PPIL1	ENSG00000137168.7	51645.0
PPIL3	ENSG00000240344.4	53938.0
PPIL4	ENSG00000131013.3	85313.0
PPIL6	ENSG00000185250.11	285755.0
PPM1G	ENSG00000115241.9	5496.0
PPM1H	ENSG00000111110.7	57460.0
PPM1K	ENSG00000163644.10	152926.0
PPME1	ENSG00000214517.4	51400.0
PPOX	ENSG00000143224.13	5498.0
PPP1CA	ENSG00000172531.10	5499.0
PPP1CB	ENSG00000213639.5	5500.0
PPP1R11	ENSG00000204619.3	6992.0
PPP1R11P1	ENSG00000236216.4	94297.0
PPP1R14B	ENSG00000173457.6	26472.0
PPP1R14BP2	ENSG00000213082.3	729406.0
PPP1R14BP5	ENSG00000213133.4	442256.0
PPP1R14C	ENSG00000198729.4	81706.0
PPP1R15B	ENSG00000158615.8	84919.0
PPP1R18	ENSG00000146112.7	170954.0
PPP1R1AP1	ENSG00000255255.1	94304.0
PPP1R2	ENSG00000184203.3	5504.0
PPP1R21	ENSG00000162869.11	129285.0
PPP1R26	ENSG00000196422.6	9858.0
PPP1R26-AS1	ENSG00000225361.3	100506599.0
PPP1R26P1	ENSG00000238086.4	100418740.0
PPP1R2P1	ENSG00000234515.1	100507444.0
PPP1R2P10	ENSG00000213232.2	100128626.0
PPP1R2P3	ENSG00000231989.2	153743.0
PPP1R2P4	ENSG00000241353.2	728970.0
PPP1R2P5	ENSG00000229360.1	649489.0
PPP1R2P6	ENSG00000241661.1	100130972.0
PPP1R35	ENSG00000160813.2	221908.0
PPP1R3A	ENSG00000154415.3	5506.0
PPP1R42	ENSG00000178125.10	286187.0
PPP1R7	ENSG00000115685.10	5510.0
PPP1R8	ENSG00000117751.13	5511.0
PPP1R8P1	ENSG00000224986.2	5512.0
PPP1R9A	ENSG00000158528.7	55607.0
PPP2CB	ENSG00000104695.8	5516.0
PPP2R1B	ENSG00000137713.11	5519.0
PPP2R2A	ENSG00000221914.4	5520.0
PPP2R2B	ENSG00000156475.14	5521.0
PPP2R2B-IT1	ENSG00000249553.1	100874361.0
PPP2R2C	ENSG00000074211.9	5522.0
PPP2R2D	ENSG00000175470.14	55844.0
PPP2R3A	ENSG00000073711.6	5523.0
PPP2R5A	ENSG00000066027.7	5525.0
PPP2R5D	ENSG00000112640.10	5528.0
PPP3CC	ENSG00000120910.10	5533.0
PPP3R1	ENSG00000221823.6	5534.0
PPP3R2	ENSG00000188386.5	5535.0
PPP4R2	ENSG00000163605.10	151987.0
PPRC1	ENSG00000148840.6	23082.0
PPT1	ENSG00000131238.12	5538.0
PPT2	ENSG00000221988.8	9374.0
PPWD1	ENSG00000113593.7	23398.0
PQLC1P1	ENSG00000231763.1	106479032.0
PQLC2	ENSG00000040487.8	54896.0
PRADC1	ENSG00000135617.3	84279.0
PRADC1P1	ENSG00000236165.1	645571.0
PRAMEF1	ENSG00000116721.9	65121.0
PRAMEF10	ENSG00000187545.5	343071.0
PRAMEF11	ENSG00000204513.5	440560.0
PRAMEF12	ENSG00000116726.4	390999.0
PRAMEF13	ENSG00000204495.3	400736.0
PRAMEF14	ENSG00000204481.6	729528.0
PRAMEF18	ENSG00000204491.2	391003.0
PRAMEF19	ENSG00000204480.6	645414.0
PRAMEF2	ENSG00000120952.4	65122.0
PRAMEF22	ENSG00000204508.3	653606.0
PRAMEF25	ENSG00000204505.3	441873.0
PRAMEF26	ENSG00000229571.2	645359.0
PRAMEF4	ENSG00000243073.3	400735.0
PRAMEF5	ENSG00000204502.2	343068.0
PRAMEF6	ENSG00000232423.3	440561.0
PRAMEF7	ENSG00000204510.1	441871.0
PRAMEF9	ENSG00000204501.2	343070.0
PRAP1	ENSG00000165828.9	118471.0
PRB1	ENSG00000251655.2	5542.0
PRB2	ENSG00000121335.10	653247.0
PRB3	ENSG00000197870.8	5544.0
PRB4	ENSG00000230657.2	5545.0
PRCC	ENSG00000143294.10	5546.0
PRCP	ENSG00000137509.6	5547.0
PRDM12	ENSG00000130711.3	59335.0
PRDM13	ENSG00000112238.11	59336.0
PRDM14	ENSG00000147596.3	63978.0
PRDM16	ENSG00000142611.12	63976.0
PRDM2	ENSG00000116731.18	7799.0
PRDM4	ENSG00000110851.7	11108.0
PRDM5	ENSG00000138738.6	11107.0
PRDM6	ENSG00000061455.10	93166.0
PRDX1	ENSG00000117450.9	5052.0
PRDX2P1	ENSG00000215049.3	359844.0
PRDX2P2	ENSG00000213724.3	646218.0
PRDX2P3	ENSG00000249140.1	100418943.0
PRDX2P4	ENSG00000213177.3	442239.0
PRDX3P2	ENSG00000231468.2	100128092.0
PRDX4P1	ENSG00000248987.2	100418949.0
PRDX5	ENSG00000126432.9	25824.0
PRDX6	ENSG00000117592.8	9588.0
PREB	ENSG00000138073.9	10113.0
PRELID1	ENSG00000169230.5	27166.0
PRELID1P1	ENSG00000217325.2	728666.0
PRELID1P2	ENSG00000217408.2	100419971.0
PRELID1P3	ENSG00000235816.2	100420046.0
PRELID2	ENSG00000186314.7	153768.0
PRELP	ENSG00000188783.5	5549.0
PREPL	ENSG00000138078.11	9581.0
PREX2	ENSG00000046889.14	80243.0
PRG2	ENSG00000186652.5	5553.0
PRG3	ENSG00000156575.2	10394.0
PRH2	ENSG00000134551.8	5555.0
PRICKLE1	ENSG00000139174.6	144165.0
PRICKLE2-AS3	ENSG00000226017.2	100874243.0
PRICKLE4	ENSG00000124593.10	29964.0
PRIMPOL	ENSG00000164306.6	201973.0
PRKAA1	ENSG00000132356.7	5562.0
PRKAA2	ENSG00000162409.6	5563.0
PRKAB1	ENSG00000111725.6	5564.0
PRKAB2	ENSG00000131791.6	5565.0
PRKACB	ENSG00000142875.15	5567.0
PRKAG1	ENSG00000181929.7	5571.0
PRKAG2	ENSG00000106617.9	51422.0
PRKAG2-AS1	ENSG00000239911.1	100505483.0
PRKAG3	ENSG00000115592.7	53632.0
PRKAR1B	ENSG00000188191.10	5575.0
PRKAR2A	ENSG00000114302.11	5576.0
PRKAR2A-AS1	ENSG00000224424.7	100506637.0
PRKAR2B	ENSG00000005249.8	5577.0
PRKCD	ENSG00000163932.9	5580.0
PRKCDBP	ENSG00000170955.9	112464.0
PRKCE	ENSG00000171132.9	5581.0
PRKCH	ENSG00000027075.9	5583.0
PRKCI	ENSG00000163558.8	5584.0
PRKCQ-AS1	ENSG00000237943.2	439949.0
PRKCZ	ENSG00000067606.11	5590.0
PRKD1	ENSG00000184304.10	5587.0
PRKD3	ENSG00000115825.5	23683.0
PRKDC	ENSG00000253729.3	5591.0
PRKG1	ENSG00000185532.10	5592.0
PRKG1-AS1	ENSG00000236671.3	100506939.0
PRKRIP1	ENSG00000128563.9	79706.0
PRLH	ENSG00000071677.1	51052.0
PRLHR	ENSG00000119973.3	2834.0
PRLR	ENSG00000113494.12	5618.0
PRMT3	ENSG00000185238.8	10196.0
PRMT6	ENSG00000198890.6	55170.0
PRMT8	ENSG00000111218.7	56341.0
PROB1	ENSG00000228672.2	389333.0
PROC	ENSG00000115718.13	5624.0
PROK2	ENSG00000163421.4	60675.0
PROKR1	ENSG00000169618.4	10887.0
PROM1	ENSG00000007062.7	8842.0
PROM2	ENSG00000155066.11	150696.0
PRORSD1P	ENSG00000162997.11	344405.0
PROSC	ENSG00000147471.7	11212.0
PROSER1	ENSG00000120685.15	80209.0
PROX1	ENSG00000117707.11	5629.0
PROX1-AS1	ENSG00000230461.4	100505832.0
PROZ	ENSG00000126231.9	8858.0
PRPF19	ENSG00000110107.4	27339.0
PRPF3	ENSG00000117360.8	9129.0
PRPF38AP1	ENSG00000225053.1	389935.0
PRPF38AP2	ENSG00000236582.1	100131947.0
PRPF38B	ENSG00000134186.7	55119.0
PRPF39	ENSG00000185246.13	55015.0
PRPF40A	ENSG00000196504.11	55660.0
PRPH2	ENSG00000112619.6	5961.0
PRPS1L1	ENSG00000229937.4	221823.0
PRPS1P1	ENSG00000226847.1	100861436.0
PRR13	ENSG00000205352.6	54458.0
PRR16	ENSG00000184838.10	51334.0
PRR18	ENSG00000176381.4	285800.0
PRR20A	ENSG00000204919.1	122183.0
PRR20B	ENSG00000204918.3	729233.0
PRR20C	ENSG00000229665.4	729240.0
PRR20D	ENSG00000227151.4	729246.0
PRR20E	ENSG00000234278.2	729250.0
PRR23A	ENSG00000206260.2	729627.0
PRR23B	ENSG00000184814.5	389151.0
PRR23C	ENSG00000233701.2	389152.0
PRR26	ENSG00000180525.9	414235.0
PRR3	ENSG00000204576.7	80742.0
PRR4	ENSG00000111215.7	11272.0
PRR5L	ENSG00000135362.9	79899.0
PRR7	ENSG00000131188.7	80758.0
PRR7-AS1	ENSG00000246334.2	340037.0
PRRC1	ENSG00000164244.16	133619.0
PRRC2B	ENSG00000130723.13	84726.0
PRRG4	ENSG00000135378.3	79056.0
PRRT3-AS1	ENSG00000230082.1	100874032.0
PRRT4	ENSG00000224940.4	401399.0
PRSS1	ENSG00000204983.8	5644.0
PRSS12	ENSG00000164099.3	8492.0
PRSS16	ENSG00000112812.11	10279.0
PRSS23	ENSG00000150687.7	11098.0
PRSS3	ENSG00000010438.12	5646.0
PRSS35	ENSG00000146250.5	167681.0
PRSS37	ENSG00000165076.9	136242.0
PRSS38	ENSG00000185888.5	339501.0
PRSS3P1	ENSG00000250591.2	168330.0
PRSS3P2	ENSG00000250606.4	154754.0
PRSS3P3	ENSG00000242115.1	136540.0
PRSS3P4	ENSG00000204982.3	106480774.0
PRSS42	ENSG00000178055.8	339906.0
PRSS44	ENSG00000226074.4	729756.0
PRSS46	ENSG00000261603.1	100287362.0
PRSS48	ENSG00000189099.7	345062.0
PRSS50	ENSG00000206549.8	29122.0
PRSS55	ENSG00000184647.6	203074.0
PRSS56	ENSG00000237412.2	646960.0
PRSS58	ENSG00000258223.2	136541.0
PRTFDC1	ENSG00000099256.14	56952.0
PRUNEP1	ENSG00000234706.1	100129595.0
PSAPL1	ENSG00000178597.4	768239.0
PSAT1P1	ENSG00000253810.1	137133.0
PSAT1P2	ENSG00000232144.1	107133519.0
PSAT1P4	ENSG00000224962.3	100287630.0
PSCA	ENSG00000167653.4	8000.0
PSD	ENSG00000059915.12	5662.0
PSD2	ENSG00000146005.3	84249.0
PSD4	ENSG00000125637.11	23550.0
PSMA1	ENSG00000129084.13	5682.0
PSMA2	ENSG00000106588.6	5683.0
PSMA2P3	ENSG00000227890.1	79055.0
PSMA5	ENSG00000143106.8	5686.0
PSMA6	ENSG00000100902.6	5687.0
PSMA6P4	ENSG00000271625.1	121906.0
PSMB1	ENSG00000008018.8	5689.0
PSMB11	ENSG00000222028.2	122706.0
PSMB2	ENSG00000126067.7	5690.0
PSMB8	ENSG00000204264.4	5696.0
PSMB9	ENSG00000240065.3	5698.0
PSMC1P10	ENSG00000236348.1	388925.0
PSMC1P11	ENSG00000217385.1	442153.0
PSMC1P3	ENSG00000231244.1	392100.0
PSMC1P4	ENSG00000248781.1	345645.0
PSMC1P5	ENSG00000250273.1	106480732.0
PSMC1P6	ENSG00000240255.1	643766.0
PSMC1P9	ENSG00000255993.1	643668.0
PSMC2	ENSG00000161057.6	5701.0
PSMC3	ENSG00000165916.4	5702.0
PSMD1	ENSG00000173692.8	5707.0
PSMD10P2	ENSG00000226652.1	280644.0
PSMD10P3	ENSG00000232041.1	338091.0
PSMD12P	ENSG00000240135.1	317753.0
PSMD14	ENSG00000115233.7	10213.0
PSMD2	ENSG00000175166.12	5708.0
PSMD4	ENSG00000159352.11	5710.0
PSMD5	ENSG00000095261.9	5711.0
PSMD5-AS1	ENSG00000226752.3	253039.0
PSMD6	ENSG00000163636.6	9861.0
PSME1	ENSG00000092010.10	5720.0
PSME2	ENSG00000100911.9	5721.0
PSME2P2	ENSG00000225131.1	338099.0
PSME4	ENSG00000068878.10	23198.0
PSMG3	ENSG00000157778.4	84262.0
PSMG3-AS1	ENSG00000230487.3	114796.0
PSMG4	ENSG00000180822.7	389362.0
PSORS1C1	ENSG00000204540.6	170679.0
PSORS1C2	ENSG00000204538.3	170680.0
PSORS1C3	ENSG00000204528.3	100130889.0
PSPC1	ENSG00000121390.13	55269.0
PSPC1P1	ENSG00000227879.2	642395.0
PSPC1P2	ENSG00000244615.1	100873875.0
PSPH	ENSG00000146733.9	5723.0
PSRC1	ENSG00000134222.12	84722.0
PSTK	ENSG00000179988.9	118672.0
PTAFR	ENSG00000169403.7	5724.0
PTBP3	ENSG00000119314.11	9991.0
PTCD2P2	ENSG00000234256.2	100132487.0
PTCH1	ENSG00000185920.11	5727.0
PTCHD3	ENSG00000182077.6	374308.0
PTCHD3P1	ENSG00000224597.5	387647.0
PTCHD3P3	ENSG00000219700.1	100533665.0
PTCRA	ENSG00000171611.5	171558.0
PTDSS1	ENSG00000156471.8	9791.0
PTEN	ENSG00000171862.5	5728.0
PTENP1	ENSG00000237984.2	11191.0
PTF1A	ENSG00000168267.5	256297.0
PTGDS	ENSG00000107317.7	5730.0
PTGER4	ENSG00000171522.5	5734.0
PTGES	ENSG00000148344.10	9536.0
PTGES2	ENSG00000148334.10	80142.0
PTGES3	ENSG00000110958.11	10728.0
PTGES3P3	ENSG00000229204.2	441050.0
PTGES3P5	ENSG00000234544.2	106480359.0
PTGFR	ENSG00000122420.5	5737.0
PTGFRN	ENSG00000134247.9	5738.0
PTGR2	ENSG00000140043.7	145482.0
PTGS1	ENSG00000095303.10	5742.0
PTH2R	ENSG00000144407.5	5746.0
PTHLH	ENSG00000087494.11	5744.0
PTK2	ENSG00000169398.15	5747.0
PTK2B	ENSG00000120899.13	2185.0
PTK7	ENSG00000112655.11	5754.0
PTMAP1	ENSG00000228415.2	5758.0
PTMAP2	ENSG00000197744.5	5759.0
PTMAP4	ENSG00000231503.3	5761.0
PTMS	ENSG00000159335.11	5763.0
PTN	ENSG00000105894.7	5764.0
PTP4A1	ENSG00000112245.6	7803.0
PTP4A1P1	ENSG00000231158.1	100421652.0
PTP4A1P2	ENSG00000255807.1	100499563.0
PTP4A1P3	ENSG00000226254.1	100861469.0
PTP4A1P4	ENSG00000250359.1	100129564.0
PTP4A1P7	ENSG00000237514.2	100421681.0
PTP4A2	ENSG00000184007.13	8073.0
PTP4A2P2	ENSG00000254481.1	5769.0
PTP4A3	ENSG00000184489.7	11156.0
PTPDC1	ENSG00000158079.10	138639.0
PTPMT1	ENSG00000110536.9	114971.0
PTPN11	ENSG00000179295.11	5781.0
PTPN12	ENSG00000127947.11	5782.0
PTPN18	ENSG00000072135.8	26469.0
PTPN20CP	ENSG00000126542.10	653045.0
PTPN22	ENSG00000134242.11	26191.0
PTPN23	ENSG00000076201.10	25930.0
PTPN2P1	ENSG00000228196.1	646981.0
PTPN2P2	ENSG00000224117.1	646758.0
PTPN3	ENSG00000070159.9	5774.0
PTPN4	ENSG00000088179.4	5775.0
PTPN5	ENSG00000110786.13	84867.0
PTPN6	ENSG00000111679.12	5777.0
PTPRC	ENSG00000081237.14	5788.0
PTPRCAP	ENSG00000213402.2	5790.0
PTPRD	ENSG00000153707.11	5789.0
PTPRE	ENSG00000132334.12	5791.0
PTPRF	ENSG00000142949.12	5792.0
PTPRG	ENSG00000144724.14	5793.0
PTPRG-AS1	ENSG00000241472.2	100506994.0
PTPRK	ENSG00000152894.10	5796.0
PTPRO	ENSG00000151490.9	5800.0
PTPRR	ENSG00000153233.8	5801.0
PTPRU	ENSG00000060656.15	10076.0
PTPRZ1	ENSG00000106278.7	5803.0
PTRHD1	ENSG00000184924.5	391356.0
PTS	ENSG00000150787.3	5805.0
PTTG1	ENSG00000164611.8	9232.0
PTTG2	ENSG00000250254.1	10744.0
PUM1	ENSG00000134644.11	9698.0
PUM2	ENSG00000055917.11	23369.0
PURA	ENSG00000185129.4	5813.0
PURB	ENSG00000146676.5	5814.0
PURG	ENSG00000172733.10	29942.0
PUS1	ENSG00000177192.9	80324.0
PUS7	ENSG00000091127.9	54517.0
PUS7L	ENSG00000129317.10	83448.0
PUSL1	ENSG00000169972.7	126789.0
PVT1	ENSG00000249859.3	5820.0
PWP1	ENSG00000136045.7	11137.0
PWWP2A	ENSG00000170234.8	114825.0
PWWP2B	ENSG00000171813.10	170394.0
PXDNL	ENSG00000147485.8	137902.0
PXMP2	ENSG00000176894.5	5827.0
PXN	ENSG00000089159.11	5829.0
PXT1	ENSG00000179165.9	222659.0
PYCRL	ENSG00000104524.9	65263.0
PYGL	ENSG00000100504.12	5836.0
PYGM	ENSG00000068976.9	5837.0
PYHIN1	ENSG00000163564.10	149628.0
PYROXD1	ENSG00000121350.11	79912.0
PYROXD2	ENSG00000119943.6	84795.0
PYURF	ENSG00000145337.4	100996939.0
PZP	ENSG00000126838.5	5858.0
QKI	ENSG00000112531.12	9444.0
QPCT	ENSG00000115828.11	25797.0
QRFP	ENSG00000188710.1	347148.0
QRICH1	ENSG00000198218.6	54870.0
QRSL1P1	ENSG00000215833.3	730016.0
QRSL1P2	ENSG00000227613.1	100422330.0
QSER1	ENSG00000060749.10	79832.0
QSOX1	ENSG00000116260.12	5768.0
QSOX2	ENSG00000165661.11	169714.0
R3HCC1	ENSG00000104679.6	203069.0
R3HCC1L	ENSG00000166024.9	27291.0
R3HDM1	ENSG00000048991.12	23518.0
R3HDM2	ENSG00000179912.15	22864.0
R3HDM2P1	ENSG00000248735.2	100419742.0
R3HDM2P2	ENSG00000216817.1	100129694.0
RAB10	ENSG00000084733.6	10890.0
RAB11AP1	ENSG00000227995.1	100129731.0
RAB11AP2	ENSG00000255976.1	106480447.0
RAB11FIP1	ENSG00000156675.11	80223.0
RAB11FIP2	ENSG00000107560.6	22841.0
RAB11FIP5	ENSG00000135631.11	26056.0
RAB13	ENSG00000143545.4	5872.0
RAB14	ENSG00000119396.6	51552.0
RAB18	ENSG00000099246.12	22931.0
RAB19	ENSG00000146955.6	401409.0
RAB1B	ENSG00000174903.10	81876.0
RAB1C	ENSG00000233111.1	441400.0
RAB20	ENSG00000139832.3	55647.0
RAB21	ENSG00000080371.4	23011.0
RAB23	ENSG00000112210.7	51715.0
RAB24	ENSG00000169228.9	53917.0
RAB2A	ENSG00000104388.10	5862.0
RAB2B	ENSG00000129472.8	84932.0
RAB30-AS1	ENSG00000246067.3	100506233.0
RAB33B	ENSG00000172007.5	83452.0
RAB35	ENSG00000111737.7	11021.0
RAB38	ENSG00000123892.7	23682.0
RAB39A	ENSG00000179331.2	54734.0
RAB3B	ENSG00000169213.6	5865.0
RAB3GAP1	ENSG00000115839.13	22930.0
RAB3GAP2	ENSG00000118873.11	25782.0
RAB3IL1	ENSG00000167994.7	5866.0
