Symbol	 Ensemble  Acc 	GeneID
FAM102A	ENSG00000167106.7	399665.0
FAM102B	ENSG00000162636.11	284611.0
FAM103A2P	ENSG00000235272.1	353267.0
FAM107B	ENSG00000065809.9	83641.0
FAM109A	ENSG00000198324.10	144717.0
FAM110B	ENSG00000169122.7	90362.0
FAM110C	ENSG00000184731.5	642273.0
FAM110D	ENSG00000197245.4	79927.0
FAM114A1	ENSG00000197712.7	92689.0
FAM117B	ENSG00000138439.10	150864.0
FAM118B	ENSG00000197798.4	79607.0
FAM120A	ENSG00000048828.12	23196.0
FAM124A	ENSG00000150510.11	220108.0
FAM129B	ENSG00000136830.7	64855.0
FAM131B	ENSG00000159784.13	9715.0
FAM131C	ENSG00000185519.8	348487.0
FAM132A	ENSG00000184163.3	388581.0
FAM133B	ENSG00000234545.3	257415.0
FAM133CP	ENSG00000183055.5	728640.0
FAM133DP	ENSG00000230562.3	728066.0
FAM134A	ENSG00000144567.6	79137.0
FAM134B	ENSG00000154153.9	54463.0
FAM135B	ENSG00000147724.7	51059.0
FAM136A	ENSG00000035141.3	84908.0
FAM136BP	ENSG00000232654.1	387071.0
FAM138B	ENSG00000226516.3	654412.0
FAM138D	ENSG00000206114.5	677784.0
FAM13A	ENSG00000138640.10	10144.0
FAM13C	ENSG00000148541.8	220965.0
FAM149A	ENSG00000109794.9	25854.0
FAM150A	ENSG00000196711.4	389658.0
FAM150B	ENSG00000189292.11	285016.0
FAM153A	ENSG00000170074.15	285596.0
FAM153C	ENSG00000204677.6	653316.0
FAM155A	ENSG00000204442.2	728215.0
FAM157A	ENSG00000236438.2	728262.0
FAM159A	ENSG00000182183.10	348378.0
FAM159B	ENSG00000145642.7	100132916.0
FAM160A1	ENSG00000164142.11	729830.0
FAM160A2	ENSG00000051009.6	84067.0
FAM160B1	ENSG00000151553.10	57700.0
FAM160B2	ENSG00000158863.17	64760.0
FAM161A	ENSG00000170264.8	84140.0
FAM162A	ENSG00000114023.11	26355.0
FAM163B	ENSG00000196990.4	642968.0
FAM167A	ENSG00000154319.10	83648.0
FAM168B	ENSG00000152102.13	130074.0
FAM170A	ENSG00000164334.11	340069.0
FAM170B	ENSG00000172538.6	170370.0
FAM171A1	ENSG00000148468.12	221061.0
FAM171B	ENSG00000144369.8	165215.0
FAM172A	ENSG00000113391.12	83989.0
FAM173B	ENSG00000150756.9	134145.0
FAM174A	ENSG00000174132.8	345757.0
FAM175A	ENSG00000163322.9	84142.0
FAM175B	ENSG00000165660.7	23172.0
FAM177A1P1	ENSG00000214886.4	728710.0
FAM177B	ENSG00000197520.6	400823.0
FAM178B	ENSG00000168754.9	51252.0
FAM179B	ENSG00000198718.8	23116.0
FAM180B	ENSG00000196666.3	399888.0
FAM181B	ENSG00000182103.3	220382.0
FAM183A	ENSG00000186973.6	440585.0
FAM183CP	ENSG00000253279.1	286135.0
FAM184A	ENSG00000111879.14	79632.0
FAM184B	ENSG00000047662.4	27146.0
FAM185A	ENSG00000222011.4	222234.0
FAM186B	ENSG00000135436.4	84070.0
FAM188B2	ENSG00000214237.5	646951.0
FAM193A	ENSG00000125386.10	8603.0
FAM193B	ENSG00000146067.11	54540.0
FAM196A	ENSG00000188916.4	642938.0
FAM198A	ENSG00000144649.4	729085.0
FAM198B	ENSG00000164125.11	51313.0
FAM19A4	ENSG00000163377.10	151647.0
FAM200A	ENSG00000221909.2	221786.0
FAM201A	ENSG00000204860.4	158228.0
FAM201B	ENSG00000230992.2	339742.0
FAM204BP	ENSG00000233040.2	100420875.0
FAM204CP	ENSG00000230902.1	100420916.0
FAM205A	ENSG00000205108.5	259308.0
FAM206BP	ENSG00000251106.1	390403.0
FAM207BP	ENSG00000228797.2	729535.0
FAM208A	ENSG00000163946.9	23272.0
FAM20C	ENSG00000177706.8	56975.0
FAM210CP	ENSG00000213770.3	100131328.0
FAM212A	ENSG00000185614.4	389119.0
FAM213A	ENSG00000122378.9	84293.0
FAM213B	ENSG00000157870.10	127281.0
FAM214B	ENSG00000005238.15	80256.0
FAM216B	ENSG00000179813.2	144809.0
FAM217A	ENSG00000145975.9	222826.0
FAM218A	ENSG00000250486.2	152756.0
FAM218BP	ENSG00000221891.2	101059914.0
FAM219A	ENSG00000164970.10	203259.0
FAM220A	ENSG00000178397.8	84792.0
FAM220BP	ENSG00000176007.10	647044.0
FAM220CP	ENSG00000213612.3	100507415.0
FAM221A	ENSG00000188732.6	340277.0
FAM221B	ENSG00000204930.5	392307.0
FAM222A	ENSG00000139438.5	84915.0
FAM222A-AS1	ENSG00000255650.1	84983.0
FAM225A	ENSG00000231528.2	286333.0
FAM225B	ENSG00000225684.3	100128385.0
FAM228A	ENSG00000186453.8	653140.0
FAM228B	ENSG00000219626.4	375190.0
FAM24B	ENSG00000213185.2	196792.0
FAM25A	ENSG00000188100.8	643161.0
FAM25C	ENSG00000188279.7	644054.0
FAM25D	ENSG00000214986.4	728955.0
FAM25E	ENSG00000231122.3	643479.0
FAM25G	ENSG00000197910.7	100133093.0
FAM35A	ENSG00000122376.7	54537.0
FAM35BP	ENSG00000165874.8	414241.0
FAM35DP	ENSG00000189014.6	439965.0
FAM3C	ENSG00000196937.6	10447.0
FAM3D	ENSG00000198643.2	131177.0
FAM41C	ENSG00000230368.2	284593.0
FAM43A	ENSG00000185112.4	131583.0
FAM45A	ENSG00000119979.11	404636.0
FAM46A	ENSG00000112773.11	55603.0
FAM46B	ENSG00000158246.7	115572.0
FAM46C	ENSG00000183508.4	54855.0
FAM47E	ENSG00000189157.9	100129583.0
FAM49A	ENSG00000197872.7	81553.0
FAM53A	ENSG00000174137.8	152877.0
FAM53B	ENSG00000189319.9	9679.0
FAM53C	ENSG00000120709.6	51307.0
FAM58BP	ENSG00000233827.1	339521.0
FAM58DP	ENSG00000231184.2	100421566.0
FAM60A	ENSG00000139146.9	58516.0
FAM65B	ENSG00000111913.11	9750.0
FAM66A	ENSG00000227888.3	100133172.0
FAM66C	ENSG00000226711.2	440078.0
FAM66D	ENSG00000255052.3	100132923.0
FAM69A	ENSG00000154511.7	388650.0
FAM71A	ENSG00000162771.6	149647.0
FAM71B	ENSG00000170613.4	153745.0
FAM71C	ENSG00000180219.1	196472.0
FAM71D	ENSG00000172717.11	161142.0
FAM71F1	ENSG00000135248.11	84691.0
FAM71F2	ENSG00000205085.4	346653.0
FAM72A	ENSG00000196550.6	729533.0
FAM72C	ENSG00000203817.5	554282.0
FAM72D	ENSG00000215784.4	728833.0
FAM74A1	ENSG00000225597.4	401507.0
FAM74A3	ENSG00000204844.7	728495.0
FAM74A6	ENSG00000234407.3	653123.0
FAM76A	ENSG00000009780.11	199870.0
FAM76B	ENSG00000077458.8	143684.0
FAM78A	ENSG00000126882.8	286336.0
FAM83A	ENSG00000147689.12	84985.0
FAM83B	ENSG00000168143.8	222584.0
FAM83H	ENSG00000180921.6	286077.0
FAM84A	ENSG00000162981.12	151354.0
FAM84B	ENSG00000168672.3	157638.0
FAM85A	ENSG00000255495.1	619423.0
FAM85B	ENSG00000253893.2	619431.0
FAM86B1	ENSG00000186523.10	85002.0
FAM86B2	ENSG00000145002.8	653333.0
FAM86C2P	ENSG00000160172.6	645332.0
FAM86DP	ENSG00000244026.2	692099.0
FAM86EP	ENSG00000251669.1	348926.0
FAM86FP	ENSG00000164845.12	653113.0
FAM86GP	ENSG00000166492.9	387745.0
FAM86HP	ENSG00000253540.1	729375.0
FAM86JP	ENSG00000171084.11	100125556.0
FAM86KP	ENSG00000163612.10	100287013.0
FAM86LP	ENSG00000242731.2	641924.0
FAM86MP	ENSG00000186234.7	644517.0
FAM87B	ENSG00000177757.1	400728.0
FAM8A2P	ENSG00000254722.1	728097.0
FAM8A3P	ENSG00000224337.1	100129594.0
FAM90A10P	ENSG00000254597.1	441328.0
FAM90A11P	ENSG00000233115.4	441331.0
FAM90A12P	ENSG00000254229.2	645879.0
FAM90A13P	ENSG00000223885.3	441314.0
FAM90A14P	ENSG00000189393.5	645651.0
FAM90A16P	ENSG00000229477.3	441323.0
FAM90A18P	ENSG00000231656.3	441326.0
FAM90A19P	ENSG00000237122.3	728753.0
FAM90A21P	ENSG00000234749.4	619418.0
FAM90A25P	ENSG00000251402.3	389633.0
FAM90A26	ENSG00000229924.2	100287045.0
FAM90A2P	ENSG00000205879.4	729689.0
FAM90A7P	ENSG00000236660.6	441317.0
FAM91A1	ENSG00000176853.11	157769.0
FAM92A1P2	ENSG00000230219.3	403315.0
FAM95B1	ENSG00000223839.3	100133036.0
FAM98A	ENSG00000119812.14	25940.0
FAM99A	ENSG00000205866.2	387742.0
FAM99B	ENSG00000205865.4	100132464.0
FANCD2OS	ENSG00000163705.8	115795.0
FANCD2P2	ENSG00000230342.2	101929530.0
FANCE	ENSG00000112039.3	2178.0
FANCF	ENSG00000183161.3	2188.0
FANCG	ENSG00000221829.5	2189.0
FANCM	ENSG00000187790.6	57697.0
FANK1	ENSG00000203780.6	92565.0
FANK1-AS1	ENSG00000233409.1	101410540.0
FAP	ENSG00000078098.9	2191.0
FAR1	ENSG00000197601.8	84188.0
FAR1P1	ENSG00000235879.1	100128011.0
FAR2	ENSG00000064763.6	55711.0
FARP1	ENSG00000152767.11	10160.0
FARP2	ENSG00000006607.9	9855.0
FARSB	ENSG00000116120.8	10056.0
FARSBP1	ENSG00000231060.1	647532.0
FAS	ENSG00000026103.15	355.0
FASLG	ENSG00000117560.6	356.0
FASTK	ENSG00000164896.15	10922.0
FASTKD1	ENSG00000138399.13	79675.0
FASTKD3	ENSG00000124279.7	79072.0
FAT1	ENSG00000083857.9	2195.0
FAT3	ENSG00000165323.11	120114.0
FAT4	ENSG00000196159.7	79633.0
FAUP2	ENSG00000237806.1	100271125.0
FAXC	ENSG00000146267.11	84553.0
FAXDC2	ENSG00000170271.6	10826.0
FBLIM1	ENSG00000162458.8	54751.0
FBLN2	ENSG00000163520.9	2199.0
FBRSL1	ENSG00000112787.8	57666.0
FBXL13	ENSG00000161040.12	222235.0
FBXL15	ENSG00000107872.8	79176.0
FBXL17	ENSG00000145743.11	64839.0
FBXL18	ENSG00000155034.14	80028.0
FBXL21	ENSG00000164616.10	26223.0
FBXL4	ENSG00000112234.4	26235.0
FBXO10	ENSG00000147912.8	26267.0
FBXO11	ENSG00000138081.15	80204.0
FBXO16	ENSG00000214050.3	157574.0
FBXO2	ENSG00000116661.9	26232.0
FBXO21	ENSG00000135108.10	23014.0
FBXO24	ENSG00000106336.8	26261.0
FBXO25	ENSG00000147364.12	26260.0
FBXO28	ENSG00000143756.7	23219.0
FBXO3	ENSG00000110429.9	26273.0
FBXO30	ENSG00000118496.4	84085.0
FBXO32	ENSG00000156804.3	114907.0
FBXO36-IT1	ENSG00000231534.1	100874344.0
FBXO38	ENSG00000145868.12	81545.0
FBXO40	ENSG00000163833.6	51725.0
FBXO41	ENSG00000163013.7	150726.0
FBXO42	ENSG00000037637.6	54455.0
FBXO43	ENSG00000156509.9	286151.0
FBXO44	ENSG00000132879.9	93611.0
FBXO45	ENSG00000174013.7	200933.0
FBXO48	ENSG00000204923.3	554251.0
FBXO5	ENSG00000112029.5	26271.0
FBXO6	ENSG00000116663.6	26270.0
FBXW11	ENSG00000072803.13	23291.0
FBXW12	ENSG00000164049.10	285231.0
FBXW2	ENSG00000119402.12	26190.0
FBXW4	ENSG00000107829.9	6468.0
FBXW7	ENSG00000109670.9	55294.0
FBXW8	ENSG00000174989.8	26259.0
FCAMR	ENSG00000162897.10	83953.0
FCF1P1	ENSG00000227436.1	100422533.0
FCF1P10	ENSG00000218490.1	106479046.0
FCF1P5	ENSG00000220392.1	106479045.0
FCGR1A	ENSG00000150337.9	2209.0
FCGR2A	ENSG00000143226.9	2212.0
FCGR2B	ENSG00000072694.14	2213.0
FCGR2C	ENSG00000244682.3	9103.0
FCGR3A	ENSG00000203747.5	2214.0
FCGR3B	ENSG00000162747.5	2215.0
FCHO2	ENSG00000157107.9	115548.0
FCHSD1	ENSG00000197948.6	89848.0
FCHSD2	ENSG00000137478.10	9873.0
FCN1	ENSG00000085265.6	2219.0
FCN2	ENSG00000160339.11	2220.0
FCRL1	ENSG00000163534.10	115350.0
FCRL2	ENSG00000132704.11	79368.0
FCRL3	ENSG00000160856.16	115352.0
FCRL4	ENSG00000163518.6	83417.0
FCRL5	ENSG00000143297.14	83416.0
FCRL6	ENSG00000181036.9	343413.0
FCRLA	ENSG00000132185.12	84824.0
FCRLB	ENSG00000162746.10	127943.0
FDFT1	ENSG00000079459.8	2222.0
FDPS	ENSG00000160752.10	2224.0
FDPSP3	ENSG00000258872.2	2227.0
FDPSP7	ENSG00000231087.2	441261.0
FDX1	ENSG00000137714.2	2230.0
FECHP1	ENSG00000235534.1	2236.0
FEM1AP3	ENSG00000217770.1	643859.0
FEM1AP4	ENSG00000235876.2	729524.0
FEN1	ENSG00000168496.3	2237.0
FEN1P1	ENSG00000215873.2	645931.0
FER	ENSG00000151422.8	2241.0
FER1L5	ENSG00000249715.5	90342.0
FER1L6	ENSG00000214814.2	654463.0
FER1L6-AS1	ENSG00000181171.5	439941.0
FERD3L	ENSG00000146618.3	222894.0
FETUB	ENSG00000090512.7	26998.0
FEV	ENSG00000163497.2	54738.0
FEZ1	ENSG00000149557.8	9638.0
FEZF1	ENSG00000128610.7	389549.0
FEZF1-AS1	ENSG00000230316.2	154860.0
FFAR4	ENSG00000186188.6	338557.0
FGB	ENSG00000171564.7	2244.0
FGD2	ENSG00000146192.10	221472.0
FGD4	ENSG00000139132.10	121512.0
FGD5	ENSG00000154783.6	152273.0
FGD5P1	ENSG00000250439.3	100132526.0
FGF1	ENSG00000113578.13	2246.0
FGF10	ENSG00000070193.4	2255.0
FGF12	ENSG00000114279.9	2257.0
FGF12-AS1	ENSG00000231383.2	100873986.0
FGF12-AS2	ENSG00000230126.1	100873987.0
FGF12-AS3	ENSG00000226709.1	100873988.0
FGF14	ENSG00000102466.11	2259.0
FGF14-AS1	ENSG00000234445.1	100874081.0
FGF14-AS2	ENSG00000272143.1	283481.0
FGF14-IT1	ENSG00000243319.3	283480.0
FGF17	ENSG00000158815.6	8822.0
FGF18	ENSG00000156427.7	8817.0
FGF19	ENSG00000162344.3	9965.0
FGF20	ENSG00000078579.8	26281.0
FGF23	ENSG00000118972.1	8074.0
FGF6	ENSG00000111241.2	2251.0
FGF8	ENSG00000107831.8	2253.0
FGF9	ENSG00000102678.6	2254.0
FGFBP1	ENSG00000137440.3	9982.0
FGFBP2	ENSG00000137441.7	83888.0
FGFR1	ENSG00000077782.15	2260.0
FGFR1OP2	ENSG00000111790.9	26127.0
FGFR1OP2P1	ENSG00000230256.1	100873883.0
FGFR2	ENSG00000066468.16	2263.0
FGFR3	ENSG00000068078.13	2261.0
FGFR3P1	ENSG00000230994.1	100462812.0
FGFR3P6	ENSG00000226164.2	100420881.0
FGFR4	ENSG00000160867.10	2264.0
FGFRL1	ENSG00000127418.10	53834.0
FGGY	ENSG00000172456.12	55277.0
FGL2	ENSG00000127951.5	10875.0
FGR	ENSG00000000938.8	2268.0
FH	ENSG00000091483.6	2271.0
FHIT	ENSG00000189283.5	2272.0
FHL2	ENSG00000115641.14	2274.0
FHL3	ENSG00000183386.5	2275.0
FHL5	ENSG00000112214.6	9457.0
FHP1	ENSG00000234213.1	100873790.0
FIBIN	ENSG00000176971.2	387758.0
FICD	ENSG00000198855.2	11153.0
FIG4	ENSG00000112367.6	9896.0
FIGLA	ENSG00000183733.6	344018.0
FIGN	ENSG00000182263.9	55137.0
FIGNL1	ENSG00000132436.7	63979.0
FILIP1	ENSG00000118407.10	27145.0
FILIP1L	ENSG00000168386.14	11259.0
FIS1	ENSG00000214253.4	51024.0
FITM1	ENSG00000139914.6	161247.0
FJX1	ENSG00000179431.5	24147.0
FKBP11	ENSG00000134285.6	51303.0
FKBP15	ENSG00000119321.4	23307.0
FKBP1B	ENSG00000119782.9	2281.0
FKBP1C	ENSG00000198225.4	642489.0
FKBP2	ENSG00000173486.8	2286.0
FKBP3	ENSG00000100442.6	2287.0
FKBP4P1	ENSG00000251463.2	100132656.0
FKBP5	ENSG00000096060.10	2289.0
FKBP6	ENSG00000077800.7	8468.0
FKBP7	ENSG00000079150.13	51661.0
FKBPL	ENSG00000204315.3	63943.0
FKSG48	ENSG00000267885.1	100996488.0
FLG	ENSG00000143631.10	2312.0
FLG-AS1	ENSG00000237975.2	339400.0
FLG2	ENSG00000143520.6	388698.0
FLNB	ENSG00000136068.10	2317.0
FLNB-AS1	ENSG00000244161.1	105377105.0
FLNC	ENSG00000128591.11	2318.0
FLT1	ENSG00000102755.6	2321.0
FLT1P1	ENSG00000229515.1	391533.0
FLT3	ENSG00000122025.10	2322.0
FLT4	ENSG00000037280.11	2324.0
FLVCR1	ENSG00000162769.8	28982.0
FLVCR1-AS1	ENSG00000198468.3	642946.0
FLYWCH1P1	ENSG00000239516.1	100130898.0
FMN2	ENSG00000155816.15	56776.0
FMNL2	ENSG00000157827.15	114793.0
FMO5	ENSG00000131781.8	2330.0
FMOD	ENSG00000122176.10	2331.0
FN1	ENSG00000115414.14	2335.0
FNBP1	ENSG00000187239.12	23048.0
FNBP1L	ENSG00000137942.12	54874.0
FNBP1P1	ENSG00000257800.1	100533642.0
FNBP4	ENSG00000109920.8	23360.0
FNDC1	ENSG00000164694.12	84624.0
FNDC1-IT1	ENSG00000235086.1	100874312.0
FNDC3B	ENSG00000075420.8	64778.0
FNDC4	ENSG00000115226.5	64838.0
FNDC5	ENSG00000160097.11	252995.0
FNDC7	ENSG00000143107.4	163479.0
FNDC9	ENSG00000172568.4	408263.0
FNIP1	ENSG00000217128.7	96459.0
FNIP2	ENSG00000052795.8	57600.0
FNTAP2	ENSG00000230022.1	2341.0
FOLH1	ENSG00000086205.12	2346.0
FOLR1	ENSG00000110195.7	2348.0
FOLR2	ENSG00000165457.9	2350.0
FOLR3	ENSG00000110203.4	2352.0
FOSL1	ENSG00000175592.4	8061.0
FOSL1P1	ENSG00000248394.1	100419062.0
FOSL2	ENSG00000075426.7	2355.0
FOXA1	ENSG00000129514.4	3169.0
FOXC1	ENSG00000054598.5	2296.0
FOXD2	ENSG00000186564.5	2306.0
FOXD2-AS1	ENSG00000237424.1	84793.0
FOXD3	ENSG00000187140.4	27022.0
FOXD4L1	ENSG00000184492.5	200350.0
FOXE3	ENSG00000186790.4	2301.0
FOXG1	ENSG00000176165.7	2290.0
FOXI1	ENSG00000168269.7	2299.0
FOXI2	ENSG00000186766.7	399823.0
FOXI3	ENSG00000214336.3	344167.0
FOXJ2	ENSG00000065970.4	55810.0
FOXK1	ENSG00000164916.9	221937.0
FOXL2	ENSG00000183770.5	668.0
FOXM1	ENSG00000111206.8	2305.0
FOXN4	ENSG00000139445.13	121643.0
FOXO1	ENSG00000150907.6	2308.0
FOXO1B	ENSG00000214295.4	2311.0
FOXP1	ENSG00000114861.14	27086.0
FOXP1-IT1	ENSG00000242094.1	100506815.0
FOXP4	ENSG00000137166.10	116113.0
FOXR1	ENSG00000176302.8	283150.0
FOXRED1	ENSG00000110074.6	55572.0
FPGT	ENSG00000254685.2	8790.0
FRA10AC1	ENSG00000148690.10	118924.0
FRAS1	ENSG00000138759.13	80144.0
FRAT1	ENSG00000165879.7	10023.0
FRAT2	ENSG00000181274.5	23401.0
FREM3	ENSG00000183090.5	166752.0
FRG1	ENSG00000109536.7	2483.0
FRG2B	ENSG00000225899.3	441581.0
FRMD3	ENSG00000172159.11	257019.0
FRMD4A	ENSG00000151474.15	55691.0
FRMD6-AS2	ENSG00000258537.1	100874185.0
FRMPD1	ENSG00000070601.5	22844.0
FRMPD2	ENSG00000170324.15	143162.0
FRRS1	ENSG00000156869.8	391059.0
FRRS1L	ENSG00000260230.2	23732.0
FRS2	ENSG00000166225.4	10818.0
FRS3	ENSG00000137218.6	10817.0
FRY	ENSG00000073910.15	10129.0
FRYL	ENSG00000075539.9	285527.0
FRZB	ENSG00000162998.4	2487.0
FSCB	ENSG00000189139.5	84075.0
FSCN1	ENSG00000075618.13	6624.0
FSHB	ENSG00000131808.6	2488.0
FSHR	ENSG00000170820.7	2492.0
FSIP2	ENSG00000188738.9	401024.0
FST	ENSG00000134363.7	10468.0
FSTL1	ENSG00000163430.5	11167.0
FSTL4	ENSG00000053108.12	23105.0
FTCDNL1	ENSG00000226124.2	348751.0
FTH1	ENSG00000167996.11	2495.0
FTH1P10	ENSG00000223361.5	2502.0
FTH1P11	ENSG00000237264.4	2503.0
FTH1P12	ENSG00000213362.3	2504.0
FTH1P16	ENSG00000227376.1	2508.0
FTH1P2	ENSG00000234975.5	2497.0
FTH1P20	ENSG00000226564.1	729009.0
FTH1P21	ENSG00000249013.1	2510.0
FTH1P24	ENSG00000249302.2	100462797.0
FTH1P3	ENSG00000213453.3	2498.0
FTH1P4	ENSG00000242992.2	2499.0
FTH1P5	ENSG00000230204.1	2509.0
FTH1P6	ENSG00000233083.1	106481787.0
FTH1P7	ENSG00000232187.1	2500.0
FTLP10	ENSG00000250426.2	100130017.0
FTLP15	ENSG00000233952.1	442304.0
FTLP17	ENSG00000228347.1	642337.0
FTLP19	ENSG00000237913.1	100873960.0
FTLP6	ENSG00000254984.1	100462788.0
FTLP8	ENSG00000232217.1	100462790.0
FUBP1	ENSG00000162613.12	8880.0
FUBP3	ENSG00000107164.15	8939.0
FUCA2	ENSG00000001036.9	2519.0
FUNDC2P2	ENSG00000182814.6	388965.0
FUOM	ENSG00000148803.7	282969.0
FUT10	ENSG00000172728.11	84750.0
FUT11	ENSG00000196968.6	170384.0
FUT7	ENSG00000180549.7	2529.0
FUT9	ENSG00000172461.6	10690.0
FXR1	ENSG00000114416.13	8087.0
FXYD4	ENSG00000150201.10	53828.0
FXYD6P1	ENSG00000270762.1	100128934.0
FYN	ENSG00000010810.13	2534.0
FYTTD1	ENSG00000122068.8	84248.0
FYTTD1P1	ENSG00000234502.2	100128665.0
FZD1	ENSG00000157240.2	8321.0
FZD10	ENSG00000111432.4	11211.0
FZD10-AS1	ENSG00000250208.2	440119.0
FZD3	ENSG00000104290.6	7976.0
FZD4	ENSG00000174804.3	8322.0
FZD5	ENSG00000163251.3	7855.0
FZD6	ENSG00000164930.7	8323.0
FZD7	ENSG00000155760.1	8324.0
FZD8	ENSG00000177283.4	8325.0
FZD9	ENSG00000188763.3	8326.0
G0S2	ENSG00000123689.5	50486.0
G3BP1	ENSG00000145907.10	10146.0
G6PC2	ENSG00000152254.6	57818.0
GAB1	ENSG00000109458.4	2549.0
GAB2	ENSG00000033327.8	9846.0
GABARAPL1	ENSG00000139112.6	23710.0
GABBR1	ENSG00000204681.6	2550.0
GABRA1	ENSG00000022355.10	2554.0
GABRA2	ENSG00000151834.11	2555.0
GABRA4	ENSG00000109158.6	2557.0
GABRA6	ENSG00000145863.6	2559.0
GABRB1	ENSG00000163288.9	2560.0
GABRB2	ENSG00000145864.8	2561.0
GABRG1	ENSG00000163285.7	2565.0
GABRG2	ENSG00000113327.10	2566.0
GABRR1	ENSG00000146276.7	2569.0
GABRR2	ENSG00000111886.9	2570.0
GABRR3	ENSG00000183185.5	200959.0
GACAT1	ENSG00000232991.1	104326057.0
GAD1	ENSG00000128683.9	2571.0
GAD2	ENSG00000136750.7	2572.0
GADD45G	ENSG00000130222.6	10912.0
GAK	ENSG00000178950.12	2580.0
GAL	ENSG00000069482.6	51083.0
GAL3ST2	ENSG00000154252.11	64090.0
GAL3ST3	ENSG00000175229.6	89792.0
GALM	ENSG00000143891.12	130589.0
GALNT11	ENSG00000178234.8	63917.0
GALNT12	ENSG00000119514.5	79695.0
GALNT13	ENSG00000144278.10	114805.0
GALNT14	ENSG00000158089.10	79623.0
GALNT18	ENSG00000110328.5	374378.0
GALNT3	ENSG00000115339.9	2591.0
GALNT4	ENSG00000257594.2	8693.0
GALNT6	ENSG00000139629.11	11226.0
GALNT8	ENSG00000130035.2	26290.0
GALNT9	ENSG00000182870.8	50614.0
GALNTL5	ENSG00000106648.9	168391.0
GALNTL6	ENSG00000174473.11	442117.0
GALT	ENSG00000213930.7	2592.0
GAMTP2	ENSG00000231910.1	100129452.0
GAP43	ENSG00000172020.8	2596.0
GAPDH	ENSG00000111640.10	2597.0
GAPDHP15	ENSG00000214563.2	642317.0
GAPDHP20	ENSG00000224333.1	343338.0
GAPDHP21	ENSG00000236993.2	389970.0
GAPDHP22	ENSG00000234005.3	390421.0
GAPDHP24	ENSG00000185221.6	391162.0
GAPDHP26	ENSG00000229541.2	392374.0
GAPDHP29	ENSG00000178596.10	441893.0
GAPDHP31	ENSG00000235868.3	643739.0
GAPDHP34	ENSG00000235306.2	646877.0
GAPDHP36	ENSG00000213158.5	647249.0
GAPDHP39	ENSG00000239207.2	100128589.0
GAPDHP41	ENSG00000214566.4	100131935.0
GAPDHP44	ENSG00000213352.3	100240709.0
GAPDHP45	ENSG00000228312.1	100240710.0
GAPDHP46	ENSG00000224678.3	100240711.0
GAPDHP47	ENSG00000243033.2	100240712.0
GAPDHP48	ENSG00000232718.1	100240713.0
GAPDHP49	ENSG00000234285.1	100421189.0
GAPDHP50	ENSG00000241861.2	100421236.0
GAPDHP51	ENSG00000236973.2	100421271.0
GAPDHP52	ENSG00000235076.2	100421313.0
GAPDHP57	ENSG00000236167.1	100421188.0
GAPDHP59	ENSG00000231739.2	645024.0
GAPDHP62	ENSG00000251013.1	100128961.0
GAPDHP63	ENSG00000218582.2	442231.0
GAPDHP68	ENSG00000233876.2	100132601.0
GAPDHP69	ENSG00000223460.1	2611.0
GAPDHP70	ENSG00000249489.1	642259.0
GAPDHP72	ENSG00000216624.2	346085.0
GAPVD1	ENSG00000165219.17	26130.0
GAR1	ENSG00000109534.12	54433.0
GAS1	ENSG00000180447.5	2619.0
GAS2	ENSG00000148935.6	2620.0
GAS2L3	ENSG00000139354.6	283431.0
GAS5	ENSG00000234741.3	60674.0
GAS5-AS1	ENSG00000270084.1	100506046.0
GAS6-AS1	ENSG00000233695.1	650669.0
GAS6-AS2	ENSG00000272695.1	100506394.0
GATA2	ENSG00000179348.7	2624.0
GATA3	ENSG00000107485.11	2625.0
GATA3-AS1	ENSG00000197308.4	399717.0
GATA4	ENSG00000136574.13	2626.0
GATAD1	ENSG00000157259.6	57798.0
GATAD2B	ENSG00000143614.7	57459.0
GATS	ENSG00000239521.3	352954.0
GBA2	ENSG00000070610.10	57704.0
GBA3	ENSG00000249948.2	57733.0
GBAS	ENSG00000146729.5	2631.0
GBE1	ENSG00000114480.8	2632.0
GBF1	ENSG00000107862.4	8729.0
GBGT1	ENSG00000148288.7	26301.0
GBP1P1	ENSG00000225492.2	400759.0
GBP6	ENSG00000183347.13	163351.0
GBX1	ENSG00000164900.4	2636.0
GBX2	ENSG00000168505.6	2637.0
GC	ENSG00000145321.8	2638.0
GCA	ENSG00000115271.6	25801.0
GCC1	ENSG00000179562.2	79571.0
GCC2	ENSG00000135968.15	9648.0
GCFC2	ENSG00000005436.9	6936.0
GCG	ENSG00000115263.10	2641.0
GCH1	ENSG00000131979.14	2643.0
GCK	ENSG00000106633.11	2645.0
GCKR	ENSG00000084734.4	2646.0
GCLC	ENSG00000001084.6	2729.0
GCLM	ENSG00000023909.5	2730.0
GCM2	ENSG00000124827.6	9247.0
GCNT1P2	ENSG00000249206.2	100421560.0
GCNT1P4	ENSG00000219653.1	100462829.0
GCNT1P5	ENSG00000237620.1	100421598.0
GCNT4	ENSG00000176928.4	51301.0
GCNT6	ENSG00000205318.3	644378.0
GCOM2	ENSG00000227725.2	339970.0
GCSAM	ENSG00000174500.8	257144.0
GCSAML-AS1	ENSG00000227135.1	148824.0
GCSHP1	ENSG00000248651.1	106480441.0
GCSHP4	ENSG00000256171.1	100287495.0
GDAP1	ENSG00000104381.8	54332.0
