GeneSym	UniprotACC	GeneID
PLA2G4E	Q3MJ16	123745
ARL13B	Q3SXY8	200894
CCDC88A	Q3V6T2	55704
TBRG1	Q3YBR2	84897
TIGIT	Q495A1	201633
RNF212	Q495C1	285498
PLK5	Q496M5	126520
CRY2	Q49AN0	1408
GPR33	Q49SQ1	2856
RIC1	Q4ADV7	57589
CCDC40	Q4G0X9	55036
TBC1D10B	Q4KMP7	26000
ANO6	Q4KMQ2	196527
SLC22A6	Q4U2R8	9356
TMEM119	Q4V9L6	338773
AMOT	Q4VCS5	154796
PKDCC	Q504Y2	91461
PDCD4	Q53EL6	27250
CEP55	Q53EZ4	55165
KLHL12	Q53G59	59349
SLC44A4	Q53GD3	80736
PARP10	Q53GL7	84875
KLHL22	Q53GT1	84861
SETMAR	Q53H47	6419
TAF1B	Q53T94	9014
PYDC2	Q56P42	152138
TDRD12	Q587J7	91646
SDK2	Q58EX2	54549
BRDT	Q58F21	676
SYT14P1	Q58G82	401135
TNNI3K	Q59H18	51086
ZC3H12A	Q5D1E8	80149
PDZD11	Q5EBL8	51248
CMPK2	Q5EBM0	129607
CENPW	Q5EE01	387103
SGO1	Q5FBB7	151648
ZRANB3	Q5FWF4	84083
TNFAIP8L3	Q5GJ75	388121
CRB2	Q5IJ48	286204
AKAP4	Q5JQC9	8852
MIA3	Q5JRA6	375056
DOCK11	Q5JSL3	139818
FGD3	Q5JSP0	89846
AMER1	Q5JTC6	139285
PCID2	Q5JVF3	55795
COLEC12	Q5KU26	81035
FFAR4	Q5NUL3	338557
ACER2	Q5QJU3	340485
EXOSC6	Q5RKV6	118460
LRRK2	Q5S007	120892
NUP188	Q5SRE5	23511
HP1BP3	Q5SSJ5	50809
DACT2	Q5SW24	168002
LDLRAP1	Q5SW96	26119
SNAPC4	Q5SXM2	6621
SZT2	Q5T011	23334
FNBP1L	Q5T0N5	54874
OTUD3	Q5T2D3	23252
PDZK1	Q5T2W1	5174
ZFYVE27	Q5T4F4	118813
SFRP5	Q5T4F7	6425
ARHGAP21	Q5T5U3	57584
BEND3	Q5T5X7	57673
WLS	Q5T9L3	79971
RNF187	Q5TA31	149603
HES5	Q5TA89	388585
COL13A1	Q5TAT6	1305
ZCCHC11	Q5TAX3	23318
RC3H1	Q5TC82	149041
AK9	Q5TCS8	221264
SH3PXD2A	Q5TCZ1	9644
CROCC	Q5TZA2	9696
RASIP1	Q5U651	54922
PIK3R6	Q5UE93	146850
RIF1	Q5UIP0	55183
RNF20	Q5VTR2	56254
ARHGEF16	Q5VV41	27237
YOD1	Q5VVQ6	55432
TAF3	Q5VWG9	83860
IL23R	Q5VWK5	149233
DAB2IP	Q5VWQ8	153090
CARMIL1	Q5VZK9	55604
RRAGB	Q5VZM2	10325
FBXO31	Q5XUX0	79791
ANO1	Q5XXA6	55107
TSHZ3	Q63HK5	57616
RNF213	Q63HN8	57674
KANK2	Q63ZY3	25959
METRNL	Q641Q3	284207
LPCAT4	Q643R3	254531
CEP135	Q66GS9	9662
MAP1S	Q66K74	55201
ATG9B	Q674R7	285973
PLA2G4F	Q68DD2	255189
INTS3	Q68E01	65123
KDM4D	Q6B0I6	55693
CLEC6A	Q6EIG7	93978
CARMIL2	Q6F5E8	146206
SFRP4	Q6FHJ7	6424
OTUD7B	Q6GQQ9	56957
PM20D1	Q6GTS8	148811
ASTL	Q6HA08	431705
THOC7	Q6I9Y2	80145
SIGIRR	Q6IA17	59307
LAMTOR1	Q6IAA8	55004
TWF2	Q6IBS0	11344
JADE1	Q6IE81	79960
CAPRIN2	Q6IMN6	65981
CCSAP	Q6IQ19	126731
ADNP2	Q6IQ32	22850
TTBK2	Q6IQ55	146057
GRHL2	Q6ISB3	79977
SLC8B1	Q6J4K2	80024
STYK1	Q6J9G0	55359
NIPBL	Q6KC79	25836
GDF6	Q6KF10	392255
PRR5L	Q6MZQ0	79899
TET2	Q6N021	54790
TENM4	Q6N022	26011
NAA16	Q6N069	79612
MRNIP	Q6NTE8	51149
APOBEC3H	Q6NTF7	164668
SLC25A24	Q6NUK1	29957
JMJD6	Q6NYC1	23210
MAST2	Q6P0Q8	23139
ERAP2	Q6P179	64167
CDC73	Q6P1J9	79577
SLC27A4	Q6P1M0	10999
TAF2	Q6P1X5	6873
PRPF8	Q6P2Q9	10594
DENND1B	Q6P3S1	163486
SCYL2	Q6P3W7	55681
FUT10	Q6P4F1	84750
PKN3	Q6P5Z2	29941
ALKBH5	Q6P6C2	54890
NOTUM	Q6P988	147111
TRIM40	Q6P9F5	135644
SLC27A1	Q6PCB7	376497
CTR9	Q6PD62	9646
PSRC1	Q6PGN9	84722
ULK3	Q6PHR2	25989
SHQ1	Q6PI26	55164
BHLHB9	Q6PI77	80823
FIGNL1	Q6PIW4	63979
TRAT1	Q6PIZ9	50852
BRAT1	Q6PJG6	221927
LARP1	Q6PKG0	23367
TRAF7	Q6Q0C0	84231
LVRN	Q6Q4G3	206338
APOA5	Q6Q788	116519
PAOX	Q6QHF9	196743
BLOC1S3	Q6QNY0	388552
BLOC1S2	Q6QNY1	282991
RICTOR	Q6R327	253260
USP17L2	Q6R6M4	377630
SMARCD3	Q6STE5	6604
PAQR3	Q6TCH7	152559
SLC4A10	Q6U841	57282
MTHFD1L	Q6UB35	25902
FIP1L1	Q6UN15	81608
CSPG4	Q6UVK1	1464
REG3G	Q6UW15	130120
ATRAID	Q6UW56	51374
PCSK4	Q6UW60	54760
EPGN	Q6UW88	255324
LRSAM1	Q6UWE0	90678
ABRAXAS1	Q6UWZ7	84142
OLFM4	Q6UX06	10562
CXCL17	Q6UXB2	284340
TMEM108	Q6UXF1	66000
ANGPTL8	Q6UXH0	55908
CCBE1	Q6UXH8	147372
NPNT	Q6UXI9	255743
BAIAP2L2	Q6UXY1	80115
CYP26C1	Q6V0L0	340665
BCOR	Q6W2J9	54880
RAD9B	Q6WBX8	144715
NSMF	Q6X4W1	26012
SLC30A10	Q6XR72	55532
DSTYK	Q6XUX3	25778
SYT10	Q6XYQ8	341359
SLC36A4	Q6YBV0	120103
SLC39A5	Q6ZMH5	283375
SCARA5	Q6ZMJ2	286133
KDM7A	Q6ZMT4	80853
RNF111	Q6ZNA4	54778
ATG14	Q6ZNE5	22863
TIFAB	Q6ZNK6	497189
FGD5	Q6ZNL6	152273
RNF207	Q6ZRF8	388591
RIPOR1	Q6ZS17	79567
RNF165	Q6ZSG1	494470
ARHGEF18	Q6ZSZ5	23370
UBR3	Q6ZT12	130507
PIK3AP1	Q6ZUJ8	118788
FGD6	Q6ZV73	55785
STOX1	Q6ZVD7	219736
HFE2	Q6ZVN8	148738
SYDE1	Q6ZW31	85360
PAXIP1	Q6ZW49	22976
NEK10	Q6ZWH5	152110
STXBP4	Q6ZWJ1	252983
GTF2H5	Q6ZYL4	404672
USP30	Q70CQ3	84749
HIST2H3A	Q71DI3	333932
MED25	Q71SY5	81857
RPS27L	Q71UM5	51065
CBLL1	Q75N03	79872
SSH2	Q76I76	85464
ADAMTS13	Q76LX8	11093
ERN2	Q76MJ5	10595
SUPT6H	Q7KZ85	6830
MARK2	Q7KZI7	2011
COX15	Q7KZN9	1355
RUFY3	Q7L099	22902
CHST9	Q7L1S5	83539
CYB5R4	Q7L1T6	51167
RRAGA	Q7L523	10670
CYFIP1	Q7L576	23191
TAOK1	Q7L7X3	57551
VASH1	Q7L8A9	22846
SLC26A9	Q7LBE3	115019
CHMP1B	Q7LBR1	57132
RASGRP2	Q7LDG7	10235
NLRC3	Q7RTR2	197358
PTF1A	Q7RTS3	256297
SCX	Q7RTU7	642658
PID1	Q7Z2X4	55022
TICRR	Q7Z2Z1	90381
SETX	Q7Z333	23064
NUP54	Q7Z3B4	53371
ATG9A	Q7Z3C6	79065
RGPD4	Q7Z3J3	285190
ZFYVE16	Q7Z3T8	9765
KRT25	Q7Z3Z0	147183
PIWIL4	Q7Z3Z4	143689
MYH14	Q7Z406	79784
MAVS	Q7Z434	57506
PKD1L3	Q7Z443	342372
CLASP1	Q7Z460	23332
NPHP3	Q7Z494	27031
TRPM1	Q7Z4N2	4308
GDF7	Q7Z4P5	151449
DCXR	Q7Z4W1	51181
GOLGA7	Q7Z5G4	51125
WAPL	Q7Z5K2	23063
PODN	Q7Z5L7	127435
CPEB2	Q7Z5Q1	132864
BMP8A	Q7Z5Y6	353500
NET1	Q7Z628	10276
SPRED2	Q7Z698	200734
SPRED1	Q7Z699	161742
NECAB2	Q7Z6G3	54550
FGD2	Q7Z6J4	221472
NRARP	Q7Z6K4	441478
HUWE1	Q7Z6Z7	10075
CENPV	Q7Z7K6	201161
MEGF8	Q7Z7M0	1954
NPM2	Q86SE8	10361
PHLDB2	Q86SQ0	90102
ADGRG6	Q86SQ4	57211
USP37	Q86T82	57695
RNF180	Q86T96	285671
TBC1D1	Q86TI0	23216
ATG4D	Q86TL0	84971
SYVN1	Q86TM6	84447
SETD3	Q86TU7	84193
PABPN1	Q86U42	8106
METTL3	Q86U44	56339
LDB1	Q86U70	8861
MTDH	Q86UE4	92140
TLK2	Q86UE8	11011
ABCA12	Q86UK0	26154
GPAT4	Q86UL3	137964
MAGI2	Q86UL8	9863
RTN4RL1	Q86UN2	146760
RTN4RL2	Q86UN3	349667
RIMS1	Q86UR5	22999
SMG6	Q86US8	23293
PDZD3	Q86UT5	79849
BCL9L	Q86UU0	283149
SLC51B	Q86UW2	123264
FERMT3	Q86UX7	83706
ADIPOR2	Q86V24	79602
TRABD2A	Q86V40	129293
ALYREF	Q86V81	10189
PIM3	Q86V86	415116
SLC25A42	Q86VD7	284439
SERINC5	Q86VE9	256987
CAND1	Q86VP6	55832
HOOK3	Q86VS8	84376
RANBP3L	Q86VV4	202151
SLC22A16	Q86VW1	85413
NLRP10	Q86W26	338322
THOC6	Q86W42	79228
KCNMB4	Q86W47	27345
SLC26A11	Q86WA9	284129
ATCAY	Q86WG3	85300
NLRC5	Q86WI3	84166
CHD1L	Q86WJ1	9557
AMIGO1	Q86WK6	57463
IFNE	Q86WN2	338376
TMEM173	Q86WV6	340061
HORMAD1	Q86X24	84072
LRRC6	Q86X45	23639
CARM1	Q86X55	10498
HOGA1	Q86XE5	112817
FBXO11	Q86XK2	80204
ANKLE2	Q86XL3	23141
CATSPERD	Q86XM0	257062
PLA2G4D	Q86XP0	283748
CATSPER3	Q86XQ3	347732
TICAM2	Q86XR7	353376
CEP57	Q86XR8	9702
VPS37D	Q86XT2	155382
DTX1	Q86Y01	1840
VRK2	Q86Y07	7444
ADGRG3	Q86Y34	222487
STX12	Q86Y82	23673
KIF18B	Q86Y91	146909
PDPN	Q86YL7	10630
HOMER1	Q86YM7	9456
C2CD5	Q86YS7	9847
JAML	Q86YT9	120425
GPHB5	Q86YW7	122876
HIPK1	Q86Z02	204851
KLB	Q86Z14	152831
RFX6	Q8HWS3	222546
IFNL1	Q8IU54	282618
IFNLR1	Q8IU57	163702
DCP2	Q8IU60	167227
TMC8	Q8IU68	147138
TMPRSS6	Q8IU80	164656
CAMK1D	Q8IU85	57118
CALHM1	Q8IU99	255022
TICAM1	Q8IUC6	148022
ERC1	Q8IUD2	23085
RNF135	Q8IUD6	84282
CRLF3	Q8IUI8	51379
NPAS4	Q8IUM7	266743
SIAH1	Q8IUQ4	6477
APOBEC3F	Q8IUX4	200316
AEBP1	Q8IUX7	165
TBC1D10C	Q8IV04	374403
GPIHBP1	Q8IV16	338328
MAP4K3	Q8IVH8	8491
SLC41A1	Q8IVJ1	254428
KSR1	Q8IVT5	8844
CCDC103	Q8IW40	388389
MAPKAPK5	Q8IW41	8550
WDR75	Q8IWA0	84128
MFN1	Q8IWA4	55669
SLC44A2	Q8IWA5	57153
TEX14	Q8IWB6	56155
DCUN1D3	Q8IWE4	123879
GCC2	Q8IWJ2	9648
BRSK2	Q8IWQ3	9024
SCN4B	Q8IWT1	6330
LRRC8A	Q8IWT6	56262
LMTK2	Q8IWU2	22853
SLC30A8	Q8IWU4	169026
SULF2	Q8IWU5	55959
SULF1	Q8IWU6	23213
CNTN4	Q8IWV2	152330
UBR2	Q8IWV8	23304
CHERP	Q8IWX8	10523
SCUBE1	Q8IWY4	80274
BBS7	Q8IWZ6	55212
WWC1	Q8IX03	23286
ZFPM1	Q8IX07	161882
SCUBE3	Q8IX30	222663
SPACA3	Q8IXA5	124912
DNAJC10	Q8IXB1	54431
RHOT1	Q8IXI2	55288
SIRT2	Q8IXJ6	22933
ASXL1	Q8IXJ9	171023
PARP9	Q8IXQ6	83666
ETFBKMT	Q8IXQ9	254013
SMC5	Q8IY18	23137
IFT20	Q8IY31	90410
MICALL2	Q8IY33	79778
SLX4	Q8IY92	84464
CCDC36	Q8IYA8	339834
SRRM1	Q8IYB3	10250
DIS3L2	Q8IYB7	129563
SUPV3L1	Q8IYB8	6832
EXOC8	Q8IYI6	149371
SYTL1	Q8IYJ3	84958
GPR65	Q8IYL9	8477
TRIM22	Q8IYM9	10346
ULK2	Q8IYT8	9706
HACE1	Q8IYU2	57531
RNF168	Q8IYW5	165918
ZNF683	Q8IZ20	257101
PHACTR4	Q8IZ21	65979
NALCN	Q8IZF0	259232
XRN1	Q8IZH2	54464
IFNL3	Q8IZI9	282617
ABI1	Q8IZP0	10006
TBC1D3	Q8IZP1	729873
MYOCD	Q8IZQ8	93649
HS3ST5	Q8IZT8	222537
TAF1L	Q8IZX4	138474
ABCA7	Q8IZY2	10347
GCNT2	Q8N0V5	2651
NLGN4X	Q8N0W4	57502
RPTOR	Q8N122	57521
AHI1	Q8N157	54806
CCAR2	Q8N163	57805
NUP93	Q8N1F7	9688
C14orf39	Q8N1H7	317761
PROM2	Q8N271	150696
PLD6	Q8N2A8	201164
NLGN1	Q8N2Q7	22871
OSR2	Q8N2R0	116039
LTBP4	Q8N2S1	8425
PIAS4	Q8N2W9	51588
CENPS	Q8N2Z9	378708
MUC20	Q8N307	200958
GPD1L	Q8N335	23171
ARHGAP18	Q8N392	93663
MICALL1	Q8N3F8	85377
BBS5	Q8N3I7	129880
FBXW8	Q8N3Y1	26259
SDR16C5	Q8N3Y7	195814
FGFRL1	Q8N441	53834
D2HGDH	Q8N465	728294
SFRP1	Q8N474	6422
MINK1	Q8N4C8	50488
FTMT	Q8N4E7	94033
KIF2B	Q8N4N8	84643
CBR4	Q8N4T8	84869
AFAP1L2	Q8N4X5	84632
DCLK2	Q8N568	166614
TAB3	Q8N5C8	257397
ZC3H8	Q8N5P1	84524
RNF10	Q8N5U6	9921
NGEF	Q8N5V2	25791
MSL3	Q8N5Y2	10943
PARP16	Q8N5Y8	54956
AADAT	Q8N5Z0	51166
MEIOB	Q8N635	254528
COMMD1	Q8N668	150684
CSGALNACT2	Q8N6G5	55454
EID2	Q8N6I1	163126
FITM2	Q8N6M3	128486
SIRT6	Q8N6T7	51548
PAF1	Q8N7H5	54623
MB21D1	Q8N884	115004
RNF152	Q8N8N0	220441
BMPER	Q8N8U9	168667
ATP6V0D2	Q8N8Y2	245972
DAND5	Q8N907	199699
JMY	Q8N9B5	133746
SYT2	Q8N9I0	127833
ACOT4	Q8N9L9	122970
TMEM102	Q8N9M5	284114
TC2N	Q8N9U0	123036
MFSD2A	Q8NA29	84879
ANKLE1	Q8NAG6	126549
KDF1	Q8NAX2	126695
DRAXIN	Q8NBI3	374946
POGLUT1	Q8NBL1	56983
PCSK9	Q8NBP7	255738
SLC4A11	Q8NBS3	83959
ATAD1	Q8NBU5	84896
SLC38A9	Q8NBW4	153129
LEMD2	Q8NC56	221496
PLA2G15	Q8NCC3	23659
CHST4	Q8NCG5	10164
GALNT11	Q8NCW6	63917
TDRD9	Q8NDG6	122402
ST6GALNAC3	Q8NDV1	256435
TNRC6A	Q8NDV7	27327
CPEB3	Q8NE35	22849
BVES	Q8NE79	11149
MCU	Q8NE86	90550
PIK3C3	Q8NEB9	5289
DNAAF1	Q8NEP3	123872
TRPV1	Q8NER1	7442
ACVR1C	Q8NER5	130399
LFNG	Q8NES3	3955
NFAM1	Q8NET5	150372
ATP6V1C2	Q8NEY4	245973
VPS37A	Q8NEZ2	137492
LPCAT1	Q8NF37	79888
SYNE1	Q8NF91	23345
FLCN	Q8NFG4	201163
NUP43	Q8NFH3	348995
NUP37	Q8NFH4	79023
NUP35	Q8NFH5	129401
BBS1	Q8NFJ9	582
ADCY4	Q8NFM4	196883
NUDT10	Q8NFP7	170685
STEAP2	Q8NFT2	261729
TET1	Q8NFU7	80312
KBTBD8	Q8NFY9	84541
FBXO18	Q8NFZ0	84893
NLGN4Y	Q8NFZ3	22829
NLGN2	Q8NFZ4	57555
TNIP2	Q8NFZ5	79155
HELB	Q8NG08	92797
KNL1	Q8NG31	57082
NEK11	Q8NG66	79858
OR5T1	Q8NG75	390155
GPR32P1	Q8NGA4	2855
OR56A1	Q8NGH5	120796
OR56A4	Q8NGH8	120793
OR13F1	Q8NGS4	138805
ATP6V0E2	Q8NHE4	155066
SVIP	Q8NHG7	258010
LILRB4	Q8NHJ6	11006
LILRB1	Q8NHL6	10859
KDM2B	Q8NHM5	84678
RHOXF1	Q8NHV9	158800
CCL4L1	Q8NHW4	388372
TPCN2	Q8NHX9	219931
HUS1B	Q8NHY5	135458
CDC26	Q8NHZ8	246184
IL31RA	Q8NI17	133396
THOC2	Q8NI27	57187
CTCFL	Q8NI51	140690
KIF18A	Q8NI77	81930
PSMA8	Q8TAA3	143471
SLC30A5	Q8TAD4	64924
VSTM2A	Q8TAG5	222008
BBS10	Q8TAM1	79738
SMARCC2	Q8TAQ2	6601
UHMK1	Q8TAS1	127933
NPLOC4	Q8TAT6	55666
OSR1	Q8TAX0	130497
PUM2	Q8TB72	23369
NDNF	Q8TB73	79625
SETD6	Q8TBK2	79918
TBC1D16	Q8TBP0	125058
TBC1D15	Q8TC07	64786
M1AP	Q8TC57	130951
PIWIL2	Q8TC59	55124
STT3B	Q8TCJ2	201595
PNPT1	Q8TCS8	87178
SPPL3	Q8TCT6	121665
SPPL2B	Q8TCT7	56928
SPPL2A	Q8TCT8	84888
HM13	Q8TCT9	81502
PREX1	Q8TCU6	57580
MAPK15	Q8TD08	225689
BICD2	Q8TD16	23299
ZNF675	Q8TD23	171392
TRPM4	Q8TD43	54795
DSCAML1	Q8TD84	57453
MGARP	Q8TDB4	84709
BRSK1	Q8TDC3	84446
SP7	Q8TDD2	121340
RASGRP4	Q8TDF6	115727
BLOC1S5	Q8TDH9	63915
CHD5	Q8TDI0	26038
DLG5	Q8TDM6	9231
ACER1	Q8TDN7	125981
HAVCR2	Q8TDQ0	84868
CD300LF	Q8TDQ1	146722
TRAF3IP1	Q8TDR0	26146
ACMSD	Q8TDX5	130013
CSGALNACT1	Q8TDX6	55790
NEK7	Q8TDX7	140609
RB1CC1	Q8TDY2	9821
MICAL1	Q8TDZ2	64780
OTUD7A	Q8TE49	161725
SLC26A7	Q8TE54	115111
DNAH5	Q8TE73	1767
TBCK	Q8TEA7	93627
RNF128	Q8TEB7	79589
RHBDD1	Q8TEB9	84236
DOT1L	Q8TEK3	84444
NUP210	Q8TEM1	23225
CEP192	Q8TEP8	55125
GEMIN5	Q8TEQ6	25929
RAPGEF6	Q8TEU7	51735
SMCR8	Q8TEV9	140775
PARD3	Q8TEW0	56288
IPO4	Q8TEX9	79711
USP33	Q8TEY7	23032
WHAMM	Q8TF30	123720
FNIP1	Q8TF40	96459
DCANP1	Q8TF63	140947
LRRC15	Q8TF66	131578
HASPIN	Q8TF76	83903
SETD7	Q8WTS6	80854
SCARB1	Q8WTV0	949
NPRL2	Q8WTW4	10641
RNF139	Q8WU17	11236
FRS2	Q8WU20	10818
MZB1	Q8WU39	51237
U2AF1L4	Q8WU68	199746
CHPT1	Q8WUD6	56994
TGFBRAP1	Q8WUH2	9392
CEMIP	Q8WUJ3	57214
NUP133	Q8WUM0	55746
PDCD6IP	Q8WUM4	10015
CACTIN	Q8WUQ7	58509
BRK1	Q8WUW1	55845
CHMP7	Q8WUX9	91782
ORAOV1	Q8WV07	220064
SNX33	Q8WV41	257364
MITD1	Q8WV92	129531
LEO1	Q8WVC0	123169
RNF138	Q8WVD3	51444
SKA2	Q8WVK7	348235
SCFD1	Q8WVM8	23256
ZFPM2	Q8WW38	23414
APH1B	Q8WW43	83464
ITLN1	Q8WWA0	55600
MAIP1	Q8WWC4	79568
NRG4	Q8WWG1	145957
SPIRE2	Q8WWL2	84501
ARAP3	Q8WWN8	64411
PHIP	Q8WWQ0	55023
STAB2	Q8WWQ8	55576
TCP11	Q8WWU5	6954
ABCA5	Q8WWZ7	23461
PYDC1	Q8WXC3	260434
DEDD2	Q8WXF8	162989
RSAD2	Q8WXG1	91543
MADD	Q8WXG6	8567
ADGRV1	Q8WXG9	84059
SYNE2	Q8WXH0	23224
CACNG8	Q8WXS5	59283
DNAAF4	Q8WXU2	161582
PIBF1	Q8WXW3	10464
NANOS1	Q8WY41	340719
MYLIP	Q8WY64	29116
ARNTL2	Q8WYA1	56938
KAT6B	Q8WYB5	23522
ING5	Q8WYH8	84289
SSH1	Q8WYL5	54434
ATG4A	Q8WYN0	115201
PIK3R5	Q8WYR1	23533
KCTD13	Q8WZ19	253980
TTN	Q8WZ42	7273
RFFL	Q8WZ73	117584
ST8SIA2	Q92186	8128
ST8SIA4	Q92187	7903
DDB2	Q92466	1643
TFAP2B	Q92481	7021
AQP3	Q92482	360
DDX1	Q92499	1653
HSD17B8	Q92506	7923
PIEZO1	Q92508	9780
TRIB2	Q92519	28951
SHC3	Q92529	53358
PSMF1	Q92530	9491
GBF1	Q92538	8729
LPIN2	Q92539	9663
SMG7	Q92540	9887
RTF1	Q92541	23168
NCSTN	Q92542	23385
TM9SF4	Q92544	9777
TOPBP1	Q92547	11073
ELMO1	Q92556	9844
WASF1	Q92558	8936
BAP1	Q92560	8314
SPOCK2	Q92563	9806
SLC9A6	Q92581	10479
CCL17	Q92583	6361
MAML1	Q92585	9794
NDRG1	Q92597	10397
HSPH1	Q92598	10808
CNOT9	Q92600	9125
DOCK2	Q92608	1794
TBC1D5	Q92609	9779
EDEM1	Q92611	9695
JADE3	Q92613	9767
MYO18A	Q92614	399687
ZNF516	Q92618	9658
DHX38	Q92620	9785
NUP205	Q92621	23165
RUBCN	Q92622	9711
SGCD	Q92629	6444
DYRK2	Q92630	8445
LPAR1	Q92633	1902
SORL1	Q92673	6653
NECTIN2	Q92692	5819
RABGGTA	Q92696	5875
PTPRU	Q92729	10076
ESR2	Q92731	2100
RYR2	Q92736	6262
USP6NL	Q92738	9712
ARPC1A	Q92747	10552
TAF4B	Q92750	6875
RORB	Q92753	6096
TFAP2C	Q92754	7022
GTF2H4	Q92759	2968
FRZB	Q92765	2487
RREB1	Q92766	6239
HDAC2	Q92769	3066
STAM	Q92783	8027
PROX1	Q92786	5629
CREBBP	Q92793	1387
KAT6A	Q92794	7994
DLG3	Q92796	1741
SYMPK	Q92797	8189
HAS2	Q92819	3037
NRCAM	Q92823	4897
PCSK5	Q92824	5125
KAT2A	Q92830	2648
KAT2B	Q92831	8850
NELL1	Q92832	4745
JARID2	Q92833	3720
INPP5D	Q92835	3635
HAS1	Q92839	3036
DDX17	Q92841	10521
TANK	Q92844	10010
KIFAP3	Q92845	22920
GHSR	Q92847	2693
CASP10	Q92851	843
SEMA4D	Q92854	10507
KLK6	Q92876	5653
RAD50	Q92878	10111
CELF1	Q92879	10658
NEUROG1	Q92886	4762
ERCC4	Q92889	2072
UFD1	Q92890	7353
UPF1	Q92900	5976
CDS1	Q92903	1040
COPS5	Q92905	10987
GATA6	Q92908	2627
SLC5A5	Q92911	6528
FGF13	Q92913	2258
MAP4K1	Q92918	11184
SMARCC1	Q92922	6599
RAB8B	Q92930	51762
BAD	Q92934	572
KHSRP	Q92945	8570
FOXJ1	Q92949	2302
TNFRSF14	Q92956	8764
PEX13	Q92968	5194
TNPO1	Q92973	3842
ARHGEF2	Q92974	9181
IRF7	Q92985	3665
CLP1	Q92989	10978
GLMN	Q92990	11146
KAT5	Q92993	10524
USP13	Q92995	8975
DVL3	Q92997	1857
USP9X	Q93008	8239
USP7	Q93009	7874
CUL5	Q93034	8065
TNFRSF25	Q93038	8718
STMN2	Q93045	11075
ATP6V0A1	Q93050	535
EXT2	Q93063	2132
MED12	Q93074	9968
P2RX5	Q93086	5026
BHMT	Q93088	635
WNT2B	Q93097	7482
WNT8B	Q93098	7479
NKD2	Q969F2	85409
SMARCE1	Q969G3	6605
NKD1	Q969G9	85407
FBXW7	Q969H0	55294
MYDGF	Q969H8	56005
RNF34	Q969K3	80196
PPP2R3C	Q969Q6	55012
ZNF622	Q969S3	90441
HDAC10	Q969S8	83933
WBP2	Q969T9	23558
FBXW5	Q969U6	54461
MUL1	Q969V5	79594
TMBIM1	Q969X1	64114
ST6GALNAC6	Q969X2	30815
RELT	Q969Z4	84957
ATP6V1E2	Q96A05	90423
GAL3ST3	Q96A11	89792
ADIPOR1	Q96A54	51094
TP53INP1	Q96A56	94241
MARVELD3	Q96A59	91862
EXOC4	Q96A65	60412
AZIN2	Q96A70	113451
MAGOHB	Q96A72	55110
FERMT2	Q96AC1	10979
PNPLA2	Q96AD5	57104
NABP1	Q96AH0	64859
RAB7B	Q96AH8	338382
VTI1A	Q96AJ9	143187
ACD	Q96AP0	65057
RPE	Q96AT9	6120
E2F7	Q96AV8	144455
VPS33A	Q96AX1	65082
EME1	Q96AY2	146956
ISG20	Q96AZ6	3669
RAD51AP1	Q96B01	10635
UBE2W	Q96B02	55284
AKT1S1	Q96B36	84335
SH3KBP1	Q96B97	30011
CREB3L1	Q96BA8	90993
SKA1	Q96BD8	220134
NACC2	Q96BF6	138151
APH1A	Q96BI3	51107
AIDA	Q96BJ3	64853
PINX1	Q96BK5	54984
OTULIN	Q96BN8	90268
SGK3	Q96BR1	23678
TESC	Q96BS2	54997
CENPT	Q96BT3	80152
MOAP1	Q96BY2	64112
DOCK10	Q96BY6	55619
TBC1D20	Q96BZ9	128637
MIEF2	Q96C03	125170
DHX58	Q96C10	79132
SYTL4	Q96C24	94121
ULK4	Q96C45	54986
DCPS	Q96C86	28960
BIRC7	Q96CA5	79444
RHBDF1	Q96CC6	64285
CHMP4C	Q96CF2	92421
EVI5L	Q96CN4	115704
SLC25A36	Q96CQ1	55186
OPTN	Q96CV9	10133
AP2M1	Q96CW1	1173
TUBGCP3	Q96CW5	10426
HVCN1	Q96D96	84329
NUDT16	Q96DE0	131870
ANAPC16	Q96DE5	119504
STARD4	Q96DR4	134429
ATG4C	Q96DT6	84938
SLAMF6	Q96DU3	114836
CLIP3	Q96DZ5	25999
RMI2	Q96E14	116028
OMA1	Q96E52	115209
SIRT1	Q96EB6	23411
HOOK2	Q96ED9	29911
SEH1L	Q96EE3	81929
RNF31	Q96EP0	55072
RNF125	Q96EQ8	54941
DTNBP1	Q96EV8	84062
MVB12A	Q96EY5	93343
MCRS1	Q96EZ8	10445
CYFIP2	Q96F07	26999
TRIM11	Q96F44	81559
DISP1	Q96F81	84976
DDX11	Q96FC9	1663
CDCA5	Q96FF9	113130
DYNLL2	Q96FJ2	140735
SIPA1	Q96FS4	6494
THOC1	Q96FV9	9984
OTUB1	Q96FW1	55611
PERP	Q96FX8	64065
CHMP6	Q96FZ7	79643
BICD1	Q96G01	636
PGM2	Q96G03	55276
CERS2	Q96G23	29956
NUDT11	Q96G61	55190
OTUD5	Q96G74	55593
P2RY11	Q96G91	5032
VMP1	Q96GC9	81671
PDXP	Q96GD0	57026
AURKB	Q96GD4	9212
RNF185	Q96GF1	91445
BCAN	Q96GW7	63827
MASTL	Q96GX5	84930
APIP	Q96GX9	51074
SNF8	Q96H20	11267
POM121	Q96HA1	9883
ERO1A	Q96HE7	30001
SFRP2	Q96HF1	6423
NAF1	Q96HR8	92345
SGSM3	Q96HU1	27352
DDRGK1	Q96HY6	65992
