0	1	2
RPS23	EEF1A1	0.975903
NOC3L	DDX56	0.519949
MTHFR	ATP6V1H	0.0
PPWD1	HNRNPK	0.120858
IGF2BP1	FAU	0.070198
PEX16	PEX19	0.268529
NSUN2	FBL	0.998275
RPL35A	RPL26L1	0.14690699999999998
RPL15	SSB	0.6977760000000001
FNBP1L	DNMT1	0.0
C19orf47	DDX39A	0.373726
MRPL3	RPUSD3	0.100741
KMT2B	WDR5	0.960042
ISL2	LHX4	0.469896
ZCCHC3	RPF2	0.27507600000000004
SRP14	HSP90AB1	0.07784169999999999
CTCF	RPF2	0.61248
API5	CWC27	0.558729
MRPL10	MRPL53	0.777109
ATP4A	EPB41L1	0.4340770000000001
RPS6	RPL23	1.0
DOCK7	ACTR3B	0.0809483
L3MBTL3	SHANK3	0.151455
EIF5B	RPL11	0.127887
RBMX2	FYTTD1	0.22536
NACA2	RPL10A	0.210456
NOP2	TTF1	0.631211
ATAD1	NDUFB7	0.149954
TMOD1	SPTBN1	0.376501
MRPS31	DAP3	0.99997
AP2S1	RALBP1	0.222827
FOXK1	SAP130	0.233699
HNRNPU	RPL21	0.999567
RPL4	RPL13	1.0
CRMP1	ANK2	0.319639
YEATS4	ACTR6	0.99991
POLR2H	POLR2E	0.999869
CALR	RPS15	0.0190717
CALR	HADHA	0.0390175
CEBPZ	RPF2	0.571649
GRIA2	DGUOK	0.290488
ZNF189	GZF1	0.268458
YTHDC2	GPATCH4	0.414883
RPL19	NOP58	0.975936
GATAD2A	RBBP7	0.992182
RPL10L	RPL24	0.999896
MRPL1	MRPL35	0.99958
CEP95	HDAC5	0.151455
DDX27	ZCCHC3	0.427214
SKI	CCDC113	0.171414
FBLN5	LRP1B	0.117305
IGHG1	SERPINA1	0.435177
FGL1	KLF13	0.987496
HIST1H1E	NMNAT1	0.0
MED4	MED13	0.99089
PILRA	PILRB	0.927983
REXO4	ESF1	0.109263
HNRNPU	RFC5	0.669545
CEBPZ	XRN2	0.362846
CDC26	CFAP97	0.8490530000000001
SURF6	RRP1B	0.538449
RPL31	UTP20	0.0
ZCRB1	C12orf43	0.0
TMEM132A	CTSF	0.127194
RPS27A	HSP90AB1	0.0845038
SMARCA5	STAU2	0.515455
SUOX	SPANXN3	0.489964
HIST1H1T	ANP32E	0.133456
PPP1R7	ZFYVE16	0.210647
UTP23	GNL3L	0.11839
RPL36	RPL35	1.0
RRAS2	YES1	0.942351
DMWD	PHLPP1	0.146753
IGF2BP3	RBM28	0.5
RPL26L1	ZNF771	0.8225530000000001
SNRPG	SNRPF	0.316497
NOP2	SPTY2D1	0.346525
ANAPC7	ANAPC1	0.998773
HELLS	HARS	0.513564
XRN2	RPL7L1	0.254514
PODXL2	CD1B	0.348329
PA2G4	RPS27A	0.106247
TOM1	RPA3	0.5615640000000001
UBA52	RPL10	0.08872469999999999
CANX	NMNAT1	0.0742062
CCT7	HGH1	0.033237800000000005
RPS10	BAZ1B	0.121616
GLT8D1	HS6ST2	0.353372
DNAJC7	SYNM	0.0
RFPL4B	ZNF302	0.979225
RPS29	EEF1G	0.0665546
SLC25A6	TSR1	0.0269343
NAPA	PTTG1IP	0.100611
ZNF668	SRP72	0.205995
RPL19	ZFP62	0.185937
RPL3L	SLC25A4	0.0
RPS12	RPS4X	0.999993
KDM4B	ZNF414	0.968697
PRKAR1A	AKAP3	0.979985
EIF3B	HIST1H1B	0.08084060000000001
KNOP1	KRI1	0.476633
TPX2	RAB7A	0.461596
NACA2	PABPC1	0.103521
YPEL5	ARMC8	0.999999
MRPL40	MTERF3	0.371672
KPNB1	EFTUD2	0.8991530000000001
SRC	CCNY	0.384302
LRRFIP1	INF2	0.0732806
HP1BP3	C12orf43	0.144789
NGRN	MRPL22	0.532674
MRPL16	PTCD1	0.13128399999999998
CHERP	PES1	0.13151
PWP1	ZNF768	0.161324
MRPL54	MRPL28	0.864857
SRP14	RPL11	0.974071
INPPL1	ATP6V1H	0.0
CLK3	ZC3H14	0.551201
BOP1	LIN28B	0.352667
RCC1	UBE2I	0.999811
CDH13	SNCB	0.6375390000000001
CBX2	SNAPC1	0.151455
RPL18A	RPL29	0.147098
RPS12	RPL11	0.999963
APPBP2	COPS3	0.288076
TOB1	CNOT8	0.120213
CSNK2A1	DOK4	0.0749268
EEF2	YBX1	0.909295
CALB2	DCLK1	0.5830649999999999
DIS3L	EXOSC8	0.996587
FHL3	KCTD3	0.356158
PRPF8	SRSF11	0.744149
EIF3A	EIF3C	0.942624
CDC73	HNRNPM	0.141708
CCT7	PDCD5	0.486422
YBX2	ZCCHC3	0.210947
MAGOH	SPTBN2	0.312161
GSTO2	GORASP2	0.0
WIPF2	WIPF3	0.151455
UTP14A	IMP3	0.210613
FNTA	FNTB	0.973737
DDX54	TOE1	0.262994
NTM	GPM6A	0.154109
KIAA0319L	CLCN3	0.26776300000000003
NCBP3	THOC7	0.909791
ASF1B	HDAC2	0.110477
B3GLCT	TMEM132A	0.292948
EMC4	EMC3	0.997107
MATR3	PPIG	0.205922
MRPL18	MRPL39	0.98968
HNRNPH3	HNRNPAB	0.935474
RPS10	HIST1H1B	0.046375699999999985
RNASEH2C	MAGEB1	0.237725
TBL1X	SMARCC1	0.0
MRPS6	MRPS7	0.968839
MED13L	MED17	0.8468959999999999
MRPS18C	MRPS22	0.881661
HIST1H1C	RRBP1	0.0
THOC2	EIF2S2	0.0851781
RPL37	RPS9	0.0947832
DRG1	NKRF	0.14852200000000002
MRPL12	TRUB2	0.307816
TINF2	TERF2	0.4300310000000001
AATF	RPS17	0.456122
RSBN1	UTP18	0.109978
RPL24	RPL3	1.0
C7orf50	RRP8	0.841339
RILP	RAB7A	0.5
CHERP	REXO4	0.13151
PODXL	ABCC4	0.175861
SNRNP70	SNRPG	0.8098890000000001
EPB41L1	CAMK2A	0.5299699999999999
RPL18	RPS4X	0.999982
ZSCAN22	ZNF232	0.25848000000000004
GSTO1	GPI	0.648306
NGDN	DKC1	0.303476
ATP5A1	EBNA1BP2	0.0
CALML3	MYLK	0.178248
PDS5A	PDS5B	0.99962
EIF3B	BTF3	0.265045
A2M	RRAGB	0.222874
MRPL37	MRPL55	0.789455
ZNF213	ZNF197	0.463714
AAAS	CDCA2	0.442674
EPHX1	TYW1	0.455333
RANBP9	ARMC8	0.991332
GPT2	ETFB	0.315386
MRPL3	TRUB2	0.387836
ENO3	TKT	0.822731
RPL22L1	SND1	0.0
SF3B2	SF3A3	0.999264
YBX2	MAK16	0.0
CCDC124	ZNF770	0.0
TPRN	SIPA1L3	0.106232
COPS7B	DCAF4	0.142373
TTF1	RPL26L1	0.489791
RSL24D1	RPS13	0.427228
CNST	SH2D4A	0.0
CYB5R3	TROAP	0.0
RPL24	HIST1H1E	0.224022
VARS	EEF1D	0.999765
MED6	MED26	0.365716
MOV10	MYBBP1A	0.8345530000000001
SNRNP200	PRPF8	0.999979
UBA52	RPL6	0.0924993
HIST1H1E	RPL30	0.411128
CCDC124	BTF3	0.07046310000000001
LAPTM4B	RETREG1	0.411557
RPL8	UBA52	0.0924993
PSMB4	PSMA3	0.168268
ZNF446	ZNF197	0.184918
PWP1	DDX54	0.5
NCL	RPL7	0.99974
KRR1	RRP8	0.426632
DDX31	DDX10	0.235329
CGGBP1	UBR7	0.0952688
MYH7B	EEF1G	0.385554
KIR2DS5	KIR3DP1	0.171414
SNRPE	DDX17	0.0
RPL24	NMNAT1	0.0
RSL1D1	MRTO4	0.954484
SRRM1	PAPD5	0.2337
ATP5J	HADHB	0.0
ANAPC7	ANAPC13	0.990786
THAP8	C9orf16	0.401432
GSE1	HDAC1	0.493901
RRM1	ACTR3B	0.0
RPS16	IFRD2	0.124462
NKRF	ZBTB24	0.319108
ZNF668	PRDM15	0.231216
BLOC1S5	LAMC2	0.133451
PHF10	SMARCA4	0.356893
RPL13A	NOP53	0.799906
RPL35A	RPL14	0.999998
RPL22L1	RPL3	0.8287200000000001
NCL	TUFM	0.0
WDR5	FAM199X	0.87913
ZNF668	NMNAT1	0.116085
TTC37	RPL30	0.252751
PRDX2	PRDX1	0.932924
MYH7B	SLC25A4	0.0
DBN1	LIMA1	0.98183
GSN	LRRFIP1	0.14191900000000002
CFL2	ACTA1	0.355708
RPS21	EBNA1BP2	0.111262
BASP1	PLEKHG3	0.5777100000000001
GUSB	PLTP	0.29396100000000003
KIAA1549	ANO6	0.0945324
UTP3	RBM28	0.269042
TOE1	LYAR	0.28913
PLEKHG3	MYO5B	0.696723
NUP107	NUP153	0.998464
ANP32A	ANP32B	0.62278
RPS2	G3BP1	0.974267
SRRT	SART1	0.304584
ZNF189	RBM28	0.16148800000000002
GADD45GIP1	MRPL20	0.999307
RFC2	RFC1	0.997847
PAK1IP1	ZNF689	0.203584
COPS6	DDB2	0.994449
GNL2	GNL3L	0.165228
AMIGO1	EGFR	0.180888
SNX29	CLMN	0.171414
ATP4A	CRMP1	0.853543
RPL36	RPL22	0.999943
RPL8	RPL6	1.0
TTC37	RPL11	0.5375880000000001
ZNF189	REXO4	0.247862
RPS12	RPS17	0.818871
KNOP1	NOC2L	0.385361
RRP15	PABPC4	0.302651
COPS3	COPS4	0.999981
BYSL	NOC4L	0.8883840000000001
VASP	EVL	0.941451
RMDN1	MRI1	0.0
MRPS24	MRPS22	0.94146
DIMT1	HSP90AB1	0.0
AATF	MOV10	0.427584
TTC37	UNC45A	0.0296314
NAA10	PNISR	0.5399510000000001
ING3	MORF4L2	0.750946
ADK	AKR1B15	0.0
GPS1	CUL4B	0.898827
ARPC4	ARPC1A	0.999977
PPP2R5E	PPP2R5C	0.968549
CNNM2	TMX4	0.059970400000000014
BMS1	WDR36	0.0
CNTN1	CRMP1	0.4340770000000001
NSD2	GTPBP4	0.841339
FHL2	CNOT9	0.642413
YAF2	PCGF2	0.0
DDX50	KRI1	0.522612
GPM6B	STXBP1	0.732052
MRPL42	MRPL19	0.954466
PAXBP1	SNRPB	0.390018
NOC2L	LIN28B	0.208365
LLPH	MPHOSPH10	0.537492
DDX18	TTF1	0.341402
NKRF	SPTY2D1	0.303195
SPECC1	CORO1C	0.61928
SIPA1L1	LIMA1	0.13986300000000002
NVL	GTPBP4	0.962059
PA2G4	RPS7	0.5
SNU13	DHX9	0.198861
CALML3	ARPC4	0.608039
TMEM214	NUP133	0.5167970000000001
STX1A	SNAP25	0.414998
MRPS30	MRPL10	0.998013
MRPL4	MRPL34	0.938648
IPO13	MON2	0.222255
RPL18A	CANX	0.146596
TUFM	MTHFD1L	0.0364163
NHP2	UBA52	0.102592
EEF1B2	RPL18	0.996745
EIF3M	EIF3D	0.992642
DAAM1	RHOD	0.5138520000000001
SNW1	RANBP2	0.301201
MLST8	PDCL3	0.261045
SNRNP40	CDC73	0.338793
EPS15	AP2A1	0.828044
ARPC1A	TPPP3	0.00896705
RANBP2	SRRT	0.753336
KHDRBS1	DDX23	0.16450399999999998
C8orf33	RRP8	0.220348
OSBPL11	DNAJA1	0.6633439999999999
SNRPD2	CCDC97	0.0
TPRN	ABLIM1	0.354557
MED22	MED6	0.976528
ZNF629	RRP1B	0.623622
RSBN1L	ZCRB1	0.15046199999999998
PWP1	HSP90AB1	0.0
SMARCB1	TBL1XR1	0.508261
CCDC59	DDX55	0.098638
ATP4A	NUFIP1	0.185135
TTC37	ATP5A1	0.0636618
ZBTB2	MBD2	0.449151
NCK1	WASL	0.566627
IFRD2	BAZ1B	0.0
ZNF768	NKRF	0.344839
METTL14	METTL3	0.956818
SNW1	SNRPD2	0.970666
BCL7C	ARID1A	0.629238
C16orf59	KLF13	0.171414
SUMO2	TMEM209	0.264934
BUD13	YTHDC2	0.110069
HGS	SH3BP1	0.0556099
REXO4	ZCCHC9	0.262994
SYF2	DHX8	0.638877
PRDM15	NOL12	0.240954
EEF1B2	IGF2BP3	0.123774
IGF2BP1	RPS17	0.192384
ZNF12	ANAPC1	0.142378
RPL38	TUFM	0.242493
FCGBP	IL36RN	0.171414
LUC7L3	RBM39	0.996996
CCDC12	RAB43	0.968858
RACK1	EIF2S1	0.612444
PENK	ZNF12	0.0
MRPL1	MRPL16	0.999992
RBMXL1	SRSF5	0.0896083
RPL7A	RPS4X	1.0
XPO7	TNPO2	0.493504
TOE1	NOP16	0.26345
SND1	RPL11	0.5375880000000001
RPL15	NSA2	0.980482
NOP58	RPL22L1	0.0
DIMT1	RPL34	0.0
SAV1	ADCYAP1	0.679816
RPS19	RPS3	1.0
SRSF10	THRAP3	0.883582
RRAGB	CD47	0.202889
RPS29	BAZ1B	0.163722
SERTAD4	PPP2CA	0.311795
GPATCH4	PHAX	0.326362
STAU1	SMARCA5	0.192763
RPL15	RPL36AL	0.216644
CNOT10	CNOT7	0.972835
SDCBP	TARSL2	0.526891
PPM1G	PRPF31	0.0
KRR1	IMP4	0.270404
ZBTB24	UTP3	0.0886254
POLR2B	POLR2G	0.998574
NDUFA12	NDUFV1	0.864432
ZNF512	CCDC137	0.918455
NUP85	NUP98	0.99884
MRPS18A	MRPL3	0.99961
SNW1	CPSF6	0.4835890000000001
SRRM1	RRP8	0.2652
PSMD4	PSMD12	0.999998
CBFB	TXN	0.08275460000000001
MAK16	ZNF622	0.0
SF3B4	SMNDC1	0.0
SURF6	RPL7L1	0.477934
H1F0	SLC25A5	0.0
RPS27A	RPL10	0.999801
CKAP4	ATP2C1	0.14758800000000002
RPL9	EIF5B	0.0
MYH7B	EIF5B	0.0
UTP23	MYBBP1A	0.347669
GMPPA	GMPPB	0.8284440000000001
RPF1	TTF1	0.516483
PRDM2	ZEB1	0.151455
ACO2	MDH2	0.973372
EIF1AX	EIF5B	0.27012800000000003
HIST1H2BL	DPYSL2	0.405673
SOX21	SOX14	0.171414
PA2G4	SLC25A6	0.274003
DDC	BSG	0.989779
RPL13A	EEF1A1	0.830788
YWHAH	FAM83G	0.440748
MSH6	SNRPF	0.0
RPS2	ZFP62	0.0
RPL8	EEF1G	0.9962
ANKHD1-EIF4EBP3	ANKRD17	0.268458
RPS26	NOP56	0.0706724
GLYR1	C1orf35	0.268349
RABGAP1L	PXDC1	0.934181
HP1BP3	CHERP	0.218996
EEF2	RPS25	0.689096
KRI1	RPL26L1	0.873944
RPL5	EEF2	0.984401
MRPL39	MRPS18A	0.998028
KLHL24	KBTBD6	0.160667
CCDC18	FOPNL	0.261821
WDR83	DHX35	0.962182
EVPL	TRIM29	0.6375390000000001
LRRFIP1	ABLIM1	0.0837175
STAU1	IGF2BP3	0.35340900000000003
MRPL37	MRPL58	0.992502
RSL1D1	RPL17	0.997378
RABEP2	IFT172	0.128057
MEPCE	RPS25	0.5903510000000001
MYO1C	AFAP1	0.727073
RPL28	CCDC124	0.0949136
KLHL21	ZBTB44	0.710198
SH2B2	RIMS4	0.171414
PRDM15	ZNF22	0.407251
PAK1IP1	TOE1	0.220348
RPL34	ATP5C1	0.365551
DST	ARHGAP21	0.147366
MCTS1	DENR	0.814361
EBNA1BP2	MYBBP1A	0.999627
EEF2	RPL7	0.975892
RPS12	NPM1	0.685755
U2AF1L5	RAN	0.308605
SNRPA1	HTATSF1	0.811549
BORCS5	BORCS6	0.956436
RPL18A	EEF1G	0.997998
TTC14	LMNB1	0.0
SRSF9	BCLAF1	0.997848
ZC3H18	BCLAF1	0.412279
TTC37	RPL21	0.144789
NCBP1	PSIP1	0.0
CUL4A	CUL4B	0.998197
PRKACA	CDK5RAP2	0.180578
PAK1IP1	ZNF22	0.777046
RAB5C	SUN2	0.941565
UTP23	ZCCHC9	0.2162
UBE2F	MDH2	0.755406
RPS16	RPS5	1.0
GPM6B	GRIA2	0.5830649999999999
TCF4	TCF3	0.463714
BEGAIN	KIFC3	0.171414
MYO1C	SPECC1L	0.734079
UCKL1	UCK1	0.184885
SYNPO	CFL1	0.099719
RPL18A	HIST1H1D	0.0801012
SMC1A	TOP2A	0.246671
CCDC124	RPS12	0.909018
L1CAM	STX1B	0.6375390000000001
LUZP1	SIPA1L3	0.0854962
SMC1B	WAPL	0.0
AP4B1	TEPSIN	0.125749
RPS16	GRWD1	0.0
NAP1L4	RIOX2	0.0
ZNF22	GZF1	0.91703
MRTO4	NOP53	0.54574
MED4	MED29	0.999783
RPS6	RPS17	0.529365
NOP2	ZNF771	0.816289
DDX50	DDX24	0.8263389999999999
PDS5B	SMC3	0.975392
RBM34	MRPS26	0.744246
CNOT1	CNOT9	0.998664
TRA2A	PABPN1	0.305816
YBX3	MPG	0.0925168
WBP11	SRSF7	0.4150390000000001
YARS2	SLC25A10	0.133179
TXNDC16	COL18A1	0.620502
DYSF	KIF2C	0.0832202
IGF2BP1	RPL23A	0.991816
BASP1	DBN1	0.0850277
UPF1	TSR1	0.16923
CIT	PPM1F	0.4275350000000001
WWC2	SMURF1	0.151455
ACTL6A	SMARCD3	0.962461
NCL	TSR1	0.093577
CACNB3	NDOR1	0.171414
GAR1	SURF6	0.971415
SYF2	CRNKL1	0.999957
DDX27	PHAX	0.195964
ATP5B	ATP5A1	0.999692
ZBTB11	NMNAT1	0.133877
NUP188	NUP210	0.57701
KHDRBS1	RBM3	0.226193
IGF2BP1	ZFP62	0.0
MYH1	ANKRD36	0.117318
PCBP3	HMGCL	0.0531033
MRPL33	RPUSD3	0.127141
PRCC	DDX42	0.361206
MRPL18	RCC1L	0.431379
PWP1	RPL24	0.10666
RPL18	RPL27	1.0
RBMX	ZNF638	0.459611
HP1BP3	RBMX2	0.270858
DDX31	PES1	0.978825
RPS6	RPL18A	1.0
RPL24	RPS27A	0.999993
RPL30	TUFM	0.970596
RPP40	RPP25	0.97734
MRPL24	MRPL21	0.996707
CERCAM	POGLUT1	0.476051
GLYR1	EBNA1BP2	0.909645
KRI1	BUD13	0.407251
PHF5A	SF3A3	0.971242
CORO1B	SPTBN1	0.905069
MYBBP1A	ZC3H10	0.248306
SF3B3	SF3B4	0.958536
DDB2	RBX1	0.860181
TWF2	CSNK1G3	0.480887
PSMC4	PSMD13	1.0
IGF2BP3	G3BP2	0.234608
RPF1	KRI1	0.5317430000000001
RBMXL1	TRA2B	0.0
PDZD8	TYW1	0.242646
H1F0	RPS26	0.124999
MZT2B	TUBGCP2	1.0
ZNF430	COIL	0.108674
ZNF512	RIOX2	0.167979
ZBTB24	ZNF770	0.419816
BCAN	ULK3	0.960834
EIF1AX	ATP5C1	0.0
HP1BP3	NGDN	0.332071
SRPK1	RPL12	0.117156
CPSF6	IK	0.270433
SNRNP200	CDC73	0.895543
WASF3	NCK2	0.891223
UBE3A	PSMD11	0.415784
ARF4	CST3	0.559721
CENPW	CENPL	0.165074
NIFK	RRP1B	0.31090500000000004
NVL	PHAX	0.247908
ACTR3	PHLDB2	0.0337325
HIST1H1B	RPS3	0.73068
GLYR1	RPS5	0.8437600000000001
S100A16	ALOX12B	0.66161
UBA52	NPM3	0.0974347
NUP155	NUP153	0.386759
RPS9	RIOX2	0.645792
CCAR2	HAO1	0.369544
RPL14	RPS20	0.999998
UTP23	RPS5	0.8368389999999999
SREK1	SRSF3	0.06847669999999999
MYO1E	ANXA2	0.181495
NHP2	RPS27A	0.0
RPL5	RPL18A	1.0
BTF3	RPL7	0.948727
LSM6	BICD2	0.0966021
STRIP1	STRN3	0.999598
EIF3B	RPL34	0.0800748
SDAD1	RBM28	0.432838
PRR11	NOP10	0.0
BCLAF1	THRAP3	1.0
MEPCE	HSP90AB1	0.0525992
RPL37	HNRNPC	0.0
SYT1	MAPT	0.926789
NOP2	NGDN	0.141374
LCMT2	KLF13	0.151455
BYSL	RPS15	0.633813
H1F0	DDX21	0.628145
NPM1	RPL37	0.952432
UTP23	STAU2	0.395149
SNAP47	VAMP4	0.363892
ZCRB1	TSR1	0.324018
RPS23	HIST1H1E	0.187666
MRPL17	MRPL51	0.876833
DIMT1	HIST1H1A	0.06697280000000001
THOP1	CASP3	0.171296
NACA2	SLC25A6	0.235756
HOXB6	CAMKK2	0.171414
PA2G4	RPS10	0.108078
PSMA6	LAMB1	0.186581
RPL13A	RPL36A	0.8556879999999999
DDX55	RPL36A	0.100589
RPS17	G3BP1	0.204007
FBL	SLC25A6	0.0241949
ZBTB20	PLEKHG3	0.428951
ATP5A1	RPLP2	0.708963
TNPO3	ATR	0.443483
FARS2	NSA2	0.427584
CALML3	ACTN4	0.40438
NMNAT1	ZNF574	0.146788
NOP2	RSL1D1	0.999936
EIF1AX	EBNA1BP2	0.0964212
NPM3	RPL3L	0.171414
RPS16	RPL7	1.0
ARID5B	TONSL	0.171414
RPS6	MTHFD1L	0.0787748
NOP2	RBMX2	0.279588
NCL	RPLP2	0.97591
RPS21	NOLC1	0.0
SMPD4	NEMP1	0.242398
URI1	PIH1D1	0.999966
PHB	CANX	0.961774
MRPS2	MRPS9	1.0
DDX50	POP1	0.843462
NMNAT1	NOP56	0.0997207
SPEN	SRSF2	0.0
SYNE1	TPD52	0.625278
CD3EAP	POLR2F	0.945585
SLU7	LSM8	0.815326
OBSL1	MKNK2	0.0995769
RRS1	GZF1	0.639253
MAGEA10	CRTC3	0.979416
H1F0	PPAN-P2RY11	0.477934
RAB6B	NCALD	0.556438
RPS18	EIF3B	0.794322
FOCAD	DDX31	0.13574
MAK16	GZF1	0.172887
MEPCE	RPL39	0.0
RPL8	GRWD1	0.0
MRPS22	NOP56	0.00946894
ZNF22	MRPS26	0.328118
CTCF	LYAR	0.7958430000000001
BMS1	PHAX	0.0890833
RPS29	HIST1H1A	0.0
DDX54	STAU2	0.246589
CAT	FABP5	0.266138
CWF19L2	CWC15	0.39406
MRPL4	MRPL54	0.919956
ZNF512	RPL26L1	0.988986
BRIX1	RPS17	0.487537
RBBP5	BOD1	0.263819
PRDM15	ZNF512	0.35416
MED11	MED16	0.908691
ACIN1	PNN	0.994806
ZNF689	SKIV2L	0.0
NIFK	NSD2	0.801138
SRRM1	MBD3	0.326644
MRPL42	MRPL22	0.881517
AKIRIN2	CDK18	0.109293
SIPA1L3	LIMCH1	0.289833
DIMT1	SRPK1	0.209212
ZC3H8	NOL6	0.0806609
SF3B3	DHX15	0.999508
KCNAB1	KCNAB2	0.980316
WDR90	CCDC14	0.580415
RBMX2	YTHDF3	0.0
CALML5	TYMP	0.222019
DDX18	EBNA1BP2	0.98575
NAT14	MUL1	0.0881436
RPL35	SLC25A4	0.0
UPK3BL1	TYW1	0.381457
SYNPO	PLEKHG3	0.08127460000000003
ZNF668	IGF2BP3	0.109978
RPS26	MRPS22	0.114126
NFATC4	PPP3CA	0.457969
PBRM1	DPF2	0.34467600000000004
GRN	ZC3HC1	0.5
RPS13	RPL36A	0.8746459999999999
AP3S1	AP3M1	0.975926
ZNF770	RRS1	0.196813
ARSB	HYAL2	0.0886254
ZSCAN22	ZBED9	0.238157
ALCAM	PODXL	0.414998
MRPL39	MRPL57	0.968316
MRPL37	MRPL20	0.993856
KNOP1	NOP53	0.854133
RPL13A	DIMT1	0.151746
RPL9	RPL26L1	0.103281
EPB41L1	HPCAL4	0.26776300000000003
SUPT16H	NMNAT1	0.0
TGS1	SRFBP1	0.114755
MED16	MED6	0.999359
RPL12	EEF1G	0.196568
UBE2V1	HSD17B14	0.977537
TAF9	TAF10	0.556438
ZNF668	NOC2L	0.26324699999999995
BMS1	TSR1	0.76447
NDUFB10	NDUFS7	0.414998
IP6K1	UBE4A	0.133451
COMMD1	COMMD9	0.855929
HIST1H1C	MTHFD1	0.0
MEPCE	SRPK2	0.134715
SF3A2	DDX23	0.230251
LMX1B	SSBP4	0.8940809999999999
MRM3	MRPL35	0.356893
PSMD1	C19orf60	0.192454
IPO7	DDX17	0.211918
SNRPD1	SF3B2	0.956552
MRPL50	TBC1D8	0.804286
MRPL27	MRPL19	0.997537
RBM34	RPS27	0.100532
PNKD	PPARGC1B	0.959926
ATP6V1D	ATP6V1A	0.418052
HMGB2	MYO1B	0.0780851
NCAM1	MAPT	0.49127
RPL5	TUFM	0.976818
ISL1	LMO4	0.390018
HSP90AA1	RPL35	0.979363
ERAL1	MRPS27	0.415833
RPS6	HIST1H1B	0.391754
RPL9	RPL10A	0.999998
NGRN	MRPL20	0.521087
SRP14	MTHFD1	0.0
ZSCAN25	DDX27	0.250594
SRP72	PAPD5	0.483943
HEG1	SDK2	0.133456
RPS19	G3BP2	0.6693979999999999
NOL12	RPL36A	0.221936
ZC3HAV1	ZCCHC3	0.247112
RPL28	HSP90AB1	0.0
KAT2B	ZNF131	0.0977318
RPL23	SLC25A6	0.969292
ARID2	DPF1	0.900142
NUP43	NUP133	0.999989
RPL11	G3BP1	0.917885
RSBN1L	C1orf35	0.445935
UFM1	CDK5RAP3	0.285983
URB2	CENPV	0.276779
RPLP1	RPS19	0.983606
NUFIP1	SNCB	0.6500600000000001
SRSF10	PRPF4B	0.211396
PIP5K1A	PIP5K1C	0.8866200000000001
STAU1	SPTY2D1	0.30509000000000003
CANX	RPS3A	0.566326
RSBN1L	ZNF574	0.210613
UCHL5	PSMC3	0.761705
WDR35	EEF1AKMT3	0.133456
MISP	ACTRT1	0.18344
DRG1	ZNF771	0.0
ZNF22	TSR1	0.174501
RPL5	RPS10	0.999491
CNOT2	CNOT3	0.999998
FKBP1B	HIBCH	0.97591
RBM34	GLYR1	0.784991
MYBBP1A	DKC1	0.982819
MRPS26	DDX10	0.0959108
NAP1L4	G3BP2	0.0248436
KIF18A	CSRNP2	0.33813200000000004
NOP2	DDX27	0.999918
PLS1	EZR	0.345172
TFAM	CDK7	0.0
PUF60	PRPF6	0.360424
RPLP0	SLC25A5	0.992998
NOP10	HNRNPC	0.117537
C15orf52	THOC6	0.173369
DDX54	ZCCHC9	0.412631
RPL10A	RIOX2	0.526522
DSTN	MDH2	0.5271359999999999
PPWD1	EIF4H	0.5632520000000001
AGO1	ARHGDIG	0.0
RPS20	RPS3	0.996491
MOV10	NGDN	0.231835
SURF6	YTHDC2	0.5
GNPTG	ANAPC5	0.4250350000000001
ACTG1	ACTRT1	0.13238699999999998
CANX	TRMT112	0.0214061
XRN2	NOP53	0.819781
MPG	RPL34	0.0
FOCAD	CCDC137	0.0960696
CCDC59	DHX57	0.252736
MAK16	ZC3H10	0.0
NOL12	C1orf35	0.25447600000000004
SRSF1	PRPF4B	0.270861
TCERG1	MCTS1	0.924344
RPS10	RPS19	0.99994
WIPF2	WASF3	0.151455
DERL1	TMEM87A	0.22982800000000006
HADHA	RPL26L1	0.100579
RPS20	EIF5B	0.0871576
CALCOCO1	PIK3C2A	0.0
UBE3B	DEPDC1B	0.151455
ZNF668	SRP68	0.415618
NXF1	SENP2	0.398094
CACTIN	NUDCD1	0.098638
RRN3	POLR1B	0.203752
SMARCA5	RRS1	0.192763
CTCF	YTHDF3	0.0
ZSCAN18	ZNF197	0.216185
DIMT1	RPL35	0.0871659
CTCF	CCDC59	0.157968
MRPL11	MRPL58	0.982498
KHDRBS1	DHX9	0.927555
VPS16	VPS11	0.952564
PBRM1	BRD7	0.997114
POP1	MPHOSPH10	0.753808
CEBPZ	BMS1	0.303195
RPL8	RPF2	0.999706
RPSA	DDX47	0.366471
CALML3	LUZP1	0.836565
KLHL2	TSPAN5	0.928898
ZNF622	RPL10	0.521917
IFT172	TRAF3IP1	0.128057
C2CD3	PIBF1	0.241957
ABT1	EBNA1BP2	0.30653600000000003
NDUFB6	NDUFB3	0.25848000000000004
NOP58	SRP14	0.250328
RPL4	RPF2	0.979571
HIST1H1B	RPS15A	0.868719
EFTUD2	SART1	0.997089
RPL19	RPL34	0.999998
MRPL30	MRPL10	0.976583
RAB10	L1CAM	0.5
MRPL27	MRPL58	0.99942
CHD4	HNRNPM	0.337221
RACK1	ZNF622	0.398094
WNT3A	PPP2R5A	0.847476
HYKK	TPRKB	0.128057
PHRF1	GPATCH2L	0.171414
RRP15	LARP1	0.677367
GTF3C4	GTF3C3	0.676659
MRPL41	MRPL19	0.995279
CCDC59	DDX18	0.341402
