1627	71	0.8931889999999999
1965	10969	0.08872469999999999
3192	3326	0.19886800000000002
64599	7699	0.171414
28755	102157402	0.0
7003	9686	0.7328399999999999
51148	79070	0.20920500000000003
7175	55660	0.8672110000000001
6854	7447	0.5
143471	10213	0.280702
22889	10	0.0
9933	7311	0.10441700000000001
254773	6274	0.202889
6209	84154	0.738142
10667	79169	0.138527
81929	84928	0.753405
79009	26156	0.908307
8531	1662	0.122025
6627	4809	0.350559
1964	9221	0.0
26135	51808	0.0833923
9933	51634	0.29793200000000003
5683	5695	0.0674568
6169	2197	0.991376
55749	3915	0.8066760000000001
85459	117178	0.237681
10567	23052	0.109293
55171	6801	0.185498
9410	84844	0.0691455
64412	51493	0.0
399687	71	0.748391
1938	6122	0.9759479999999999
11198	821	0.0
1933	51807	0.0
90480	64978	0.999936
23228	6992	0.24226599999999998
124995	26024	0.15375899999999998
8662	10146	0.405445
10621	55703	0.965209
6631	10421	0.0
1012	112755	0.6375390000000001
11137	27067	0.34045
115098	23367	0.937534
8943	8546	0.975922
27044	55720	0.435331
10153	84946	0.208223
4726	4729	0.9284399999999999
1915	6238	0.0149172
1954	4124	0.20438299999999998
ENSG00000141141	64802	0.0
8761	51096	0.0641549
10813	4931	0.142005
23378	57062	0.898582
25904	10950	0.200769
6124	6128	1.0
57223	5531	0.689186
124944	2186	0.520969
29896	140890	0.100735
63977	5813	0.321988
80135	54606	0.553466
79724	55720	0.310537
2280	6647	0.459323
24144	8175	0.0
1933	4691	0.146195
9841	389421	0.179348
23361	8886	0.341402
55227	63894	0.0
6161	64802	0.287925
56257	8662	0.0775955
9652	55505	0.11839000000000001
26986	6129	0.9897020000000001
6175	821	0.207446
23361	90957	0.584761
9467	9230	0.917725
4673	9669	0.31561
84310	6231	0.237551
9349	9100	0.301404
8662	498	0.305487
55330	23557	0.11248399999999999
26135	85437	0.0
9928	55109	0.0881436
653519	154807	0.447834
3009	6238	0.0783845
51669	23473	0.251742
51491	55720	0.644461
55505	6232	0.13911700000000002
6222	6201	0.999296
3006	6232	0.10053200000000001
6136	292	0.928148
7270	64897	0.0
2775	2823	0.159734
221035	64838	0.986716
51065	6191	0.9996370000000001
29015	55161	0.0801012
54914	22803	0.09052510000000001
54665	84248	0.22536
55226	7866	0.08696960000000001
6168	6181	0.9999100000000001
54951	28991	0.749181
1795	9844	0.958174
5245	10476	0.0528914
6160	6202	1.0
6228	6136	1.0
833	ENSG00000184779	0.0
9045	25902	0.7318819999999999
8453	8451	0.118663
5265	213	0.633252
79176	8454	0.461193
5720	23198	0.467959
79724	51575	0.0
124995	26995	0.27174
6139	1736	0.915741
1915	90441	0.0850495
11104	10300	0.983751
780	841	0.140692
230	5226	0.765273
84181	80205	0.0730688
6205	6136	0.9999979999999999
115509	54552	0.0
539	23481	0.0572573
1937	6218	0.0741449
ENSG00000141141	6139	0.0
6124	6202	1.0
90957	55272	0.484392
6125	3183	0.7569229999999999
8607	10713	0.324307
5864	10570	0.39405999999999997
6125	26986	0.9984120000000001
4103	23133	0.0
5250	10146	0.0846967
4796	253714	0.171414
112464	51026	0.217736
3099	1398	0.368786
23521	1965	0.788887
6142	7311	0.914014
1982	1973	0.419353
51067	57129	0.377604
23212	27067	0.365568
84620	284217	0.0
23309	57798	0.990303
5903	1654	0.054831399999999995
84803	11261	0.427584
3800	1808	0.00815282
10644	22913	0.44245100000000004
6205	54888	0.467391
51122	54520	0.937475
51096	64412	0.134715
811	6203	0.546569
826	823	0.981923
2070	2138	0.171414
51018	51154	0.997075
51542	55610	0.557071
86	6760	0.234217
7743	6229	0.199905
25904	9337	0.529389
5110	126133	0.753913
6141	6170	0.452665
79039	6231	0.168446
11078	23164	0.0
51087	54552	0.0
64763	84864	0.124999
27292	4522	0.07131060000000002
51808	22907	0.22193600000000002
