A1BG	A1BG
Os02g0822200	UCHL5
Crlf3	CRLF3
crlf3	CRLF3
Pllp	PLLP
si:dkey-73n10.4	PLLP
LOC100493581	PLLP
Rrnad1	RRNAD1
LOC100332368	RRNAD1
rrnad1	RRNAD1
CG2906	RRNAD1
AgaP_AGAP007607	RRNAD1
F25H2.12	RRNAD1
AT1G16650	RRNAD1
Os12g0610500	RRNAD1
Trnt1	TRNT1
LOC100911093	TRNT1
trnt1	TRNT1
CG2100	TRNT1
AgaP_AGAP002600	TRNT1
hpo-31	TRNT1
LOC702924	SCCPDH
Sccpdh	SCCPDH
LOC100910414	SCCPDH
sccpdha	SCCPDH
zgc:174379	SCCPDH
sccpdhb	SCCPDH
CG2604	SCCPDH
CG5167	SCCPDH
AgaP_AGAP003322	SCCPDH
AgaP_AGAP002652	SCCPDH
F22F7.1	SCCPDH
Y50D4B.2	SCCPDH
F22F7.2	SCCPDH
MGG_00127	SCCPDH
NCU07563	SCCPDH
AT5G39410	SCCPDH
sccpdh	SCCPDH
Ift52	IFT52
ift52	IFT52
osm-6	IFT52
AgaP_AGAP008725	IFT52
LOC716480	DYNC2LI1
Dync2li1	DYNC2LI1
dync2li1	DYNC2LI1
CG3769	DYNC2LI1
AgaP_AGAP010165	DYNC2LI1
xbx-1	DYNC2LI1
LOC100498570	DYNC2LI1
Sh3glb1	SH3GLB1
sh3glb1a	SH3GLB1
endoB	SH3GLB1
AgaP_AGAP010376	SH3GLB1
sh3glb1	SH3GLB1
LOC698760	ZC2HC1A
Zc2hc1a	ZC2HC1A
FAM164A	ZC2HC1A
zc2hc1a	ZC2HC1A
Phf20l1	PHF20L1
phf20l1	PHF20L1
LOC101731476	PHF20L1
Tfb1m	TFB1M
tfb1m	TFB1M
mtTFB1	TFB1M
AgaP_AGAP012129	TFB1M
T03F1.7	TFB1M
APH1	APH1A
Aph1a	APH1A
LOC431243	APH1A
aph1b	APH1A
aph-1	APH1A
AgaP_AGAP009816	APH1A
AT2G31440	APH1A
Os02g0272600	APH1A
aph1a	APH1A
Lactb2	LACTB2
lactb2	LACTB2
CG12375	LACTB2
AgaP_AGAP004236	LACTB2
CELE_Y53F4B.39	LACTB2
MGG_03528	LACTB2
NCU02376	LACTB2
Dhrs7	DHRS7
RGD1565002	DHRS7
dhrs7	DHRS7
CG31937	DHRS7
AgaP_AGAP010696	DHRS7
AT3G03330	DHRS7
Os11g0265400	DHRS7
C14H14orf166	C14orf166
C7H14orf166	C14orf166
C8H14orf166	C14orf166
C10H14orf166	C14orf166
2700060E02Rik	C14orf166
RGD1304704	C14orf166
C5H14ORF166	C14orf166
zgc:56576	C14orf166
CG31249	C14orf166
AgaP_AGAP001816	C14orf166
AgaP_AGAP001818	C14orf166
LOC100493394	C14orf166
Derl2	DERL2
LOC100910823	DERL2
derl2	DERL2
Der-2	DERL2
AgaP_AGAP000832	DERL2
R151.6	DERL2
MGG_06444	DERL2
NCU00146	DERL2
DER2.2	DERL2
DER2.1	DERL2
Os03g0852200	DERL2
fahd2a	FAHD2A
CG6028	FAHD2A
AgaP_AGAP011634	FAHD2A
MGG_05915	FAHD2A
NCU07506	FAHD2A
Exosc1	EXOSC1
exosc1	EXOSC1
Csl4	EXOSC1
AgaP_AGAP008063	EXOSC1
exos-1	EXOSC1
CSL4	EXOSC1
KLLA0D19701g	EXOSC1
AGOS_ABL199W	EXOSC1
csl4	EXOSC1
MGG_08628	EXOSC1
NCU04155	EXOSC1
AT5G38890	EXOSC1
Os02g0815800	EXOSC1
SF3B14	SF3B6
0610009D07Rik	SF3B6
LOC100365504	SF3B6
sf3b6	SF3B6
CG13298	SF3B6
AgaP_AGAP002780	SF3B6
C50D2.5	SF3B6
AT5G12190	SF3B6
Os03g0811700	SF3B6
sf3b14	SF3B6
Isoc1	ISOC1
isoc1	ISOC1
CG3663	ISOC1
AgaP_AGAP002320	ISOC1
MGG_05741	ISOC1
NCU00166	ISOC1
Ccdc53	WASHC3
ccdc53	WASHC3
CG7429	WASHC3
AgaP_AGAP005049	WASHC3
Copz1	COPZ1
copz1	COPZ1
zetaCOP	COPZ1
AgaP_AGAP006522	COPZ1
F59E10.3	COPZ1
RET3	COPZ1
KLLA0F27313g	COPZ1
AGOS_AGL016C	COPZ1
ret3	COPZ1
MGG_09294	COPZ1
NCU02538	COPZ1
Os01g0838800	COPZ1
Os05g0461000	COPZ1
Ppil1	PPIL1
LOC100859332	PPIL1
ppil1	PPIL1
Cypl	PPIL1
AgaP_AGAP012376	PPIL1
cyn-12	PPIL1
cyp1	PPIL1
MGG_02997	PPIL1
NCU00578	PPIL1
AT2G36130	PPIL1
Os08g0559400	PPIL1
Med31	MED31
med31	MED31
AgaP_AGAP002258	MED31
mdt-31	MED31
Os07g0164600	MED31
Os10g0564100	MED31
Mrps16	MRPS16
mrps16	MRPS16
mRpS16	MRPS16
AgaP_AGAP004818	MRPS16
mrps-16	MRPS16
Mrps18c	MRPS18C
mrps18c	MRPS18C
mRpS18C	MRPS18C
AgaP_AGAP008773	MRPS18C
T14B4.2	MRPS18C
Vps36	VPS36
vps36	VPS36
AgaP_AGAP004755	VPS36
vps-36	VPS36
KLLA0B02541g	VPS36
AGOS_AER092W	VPS36
MGG_01704	VPS36
NCU06595	VPS36
Glod4	GLOD4
glod4	GLOD4
CG1532	GLOD4
AgaP_AGAP000367	GLOD4
glod-4	GLOD4
AT1G67280	GLOD4
Os05g0230900	GLOD4
Styxl1	STYXL1
styxl1	STYXL1
Rbm7	RBM7
zgc:77304	RBM7
rbm7	RBM7
LOC101735152	RBM7
Eif3l	EIF3L
eif3s6ip	EIF3L
CG5642	EIF3L
EIF3L_ANOGA	EIF3L
MGG_05266	EIF3L
NCU06279	EIF3L
AT5G25754	EIF3L
AT5G25757	EIF3L
Os05g0227700	EIF3L
Os01g0229100	EIF3L
eif3l	EIF3L
Commd2	COMMD2
commd2	COMMD2
Mpc1	MPC1
mpc1	MPC1
AgaP_AGAP001417	MPC1
R07E5.13	MPC1
FMP37	MPC1
KLLA0E19361g	MPC1
AGOS_AFL074C	MPC1
SPCC1235.11	MPC1
MGG_00848	MPC1
NCU08794	MPC1
NCU02507	MPC1
AT5G20090	MPC1
Os09g0373000	MPC1
Os08g0412500	MPC1
Golga7	GOLGA7
golga7	GOLGA7
CELE_Y57G11C.33	GOLGA7
Trim17	TRIM17
LOC486182	ASB1
Asb1	ASB1
asb1	ASB1
Asb3	GPR75-ASB3
asb3	GPR75-ASB3
Asb4	ASB4
asb4	ASB4
Kctd3	KCTD3
kctd3	KCTD3
CG9467	KCTD3
AgaP_AGAP004087	KCTD3
T23B12.6	KCTD3
Ccdc41	CEP83
ccdc41	CEP83
Tmem66	SARAF
T06D8.9	SARAF
Insig2	INSIG2
insig2	INSIG2
Cpq	CPQ
AgaP_AGAP001264	CPQ
AgaP_AGAP013443	CPQ
AgaP_AGAP013078	CPQ
cpq	CPQ
Dync1li1	DYNC1LI1
dync1li1	DYNC1LI1
Commd10	COMMD10
commd10	COMMD10
LOC711250	UBAC1
Ubac1	UBAC1
ubac1	UBAC1
isopeptidase-T-3	UBAC1
AgaP_AGAP002436	UBAC1
Oaz3	OAZ3
Slc45a2	SLC45A2
slc45a2	SLC45A2
Serpina10	SERPINA10
LOC100909524	SERPINA10
serpina10a	SERPINA10
serpina10	SERPINA10
Crnn	CRNN
Tmeff2	TMEFF2
tmeff2a	TMEFF2
tmeff2b	TMEFF2
LOC696152	KIF20B
LOC782598	KIF20B
Kif20b	KIF20B
kif20bb	KIF20B
kif20b	KIF20B
LOC100685900	LSM8
Lsm8	LSM8
lsm8	LSM8
CG2021	LSM8
AgaP_AGAP011837	LSM8
lsm-8	LSM8
AT1G65700	LSM8
Os05g0594900	LSM8
Amotl2	AMOTL2
amotl2a	AMOTL2
amotl2	AMOTL2
Pdgfc	PDGFC
LOC560564	PDGFC
pdgfc	PDGFC
Trappc2l	TRAPPC2L
trappc2l	TRAPPC2L
CG9067	TRAPPC2L
AgaP_AGAP013488	TRAPPC2L
AT2G20930	TRAPPC2L
Os09g0541500	TRAPPC2L
C3H3orf18	C3orf18
C2H3orf18	C3orf18
C20H3orf18	C3orf18
C22H3orf18	C3orf18
6430571L13Rik	C3orf18
RGD1307461	C3orf18
C12H3ORF18	C3orf18
LOC101883575	C3orf18
LOC101883833	C3orf18
LOC101732317	C3orf18
Trip4	TRIP4
trip4	TRIP4
CG11710	TRIP4
AgaP_AGAP000554	TRIP4
Egfl7	EGFL7
egfl7	EGFL7
slow	EGFL7
Dbr1	DBR1
dbr1	DBR1
ldbr	DBR1
AgaP_AGAP006805	DBR1
dbr-1	DBR1
MGG_03897	DBR1
NCU03409	DBR1
Os03g0725300	DBR1
Dctn4	DCTN4
dctn4	DCTN4
CG12042	DCTN4
AgaP_AGAP000908	DCTN4
dnc-4	DCTN4
Ddx41	DDX41
LOC100859810	DDX41
ddx41	DDX41
abs	DDX41
AgaP_AGAP004711	DDX41
sacy-1	DDX41
AT5G51280	DDX41
AT4G33370	DDX41
Os02g0150100	DDX41
LOC709646	VPS29
Vps29	VPS29
vps29	VPS29
CG4764	VPS29
AgaP_AGAP002338	VPS29
vps-29	VPS29
MAG1	VPS29
Os02g0265400	VPS29
Gprc5b	GPRC5B
LOC570207	GPRC5B
gprc5b	GPRC5B
LOC718263	SCARA3
Scara3	SCARA3
scara3	SCARA3
LOC709580	EMCN
Emcn	EMCN
Impg2	IMPG2
Hpcal4	HPCAL4
hpcal4	HPCAL4
Tubd1	TUBD1
tubd1	TUBD1
Fzr1	FZR1
CDH1-A	FZR1
fzr1	FZR1
rap	FZR1
AgaP_AGAP002114	FZR1
fzr-1	FZR1
KLLA0A08822g	FZR1
AGOS_AFL007C	FZR1
srw1	FZR1
MGG_06892	FZR1
NCU01269	FZR1
FZR3	FZR1
Os01g0972900	FZR1
Vgll1	VGLL1
vgll1	VGLL1
Rnf138	RNF138
rnf138	RNF138
Tob2	TOB2
tob2	TOB2
Plekho1	PLEKHO1
LOC562940	PLEKHO1
plekho1	PLEKHO1
Cdh9	CDH9
cdh9	CDH9
Cnot1	CNOT1
cnot1	CNOT1
Not1	CNOT1
AgaP_AGAP009057	CNOT1
let-711	CNOT1
AT1G02080	CNOT1
Os10g0556801	CNOT1
Uimc1	UIMC1
Trap1	HSP90B2P
trap1	HSP90B2P
LOC101884569	HSP90B2P
AgaP_AGAP010691	HSP90B2P
R151.7	HSP90B2P
LOC710068	PCYOX1
LOC481418	PCYOX1
Pcyox1	PCYOX1
pcyox1	PCYOX1
FCLY	PCYOX1
Os04g0692800	PCYOX1
Fbxo40	FBXO40
si:dkeyp-69c1.10	FBXO40
fbxo40	FBXO40
Crbn	CRBN
crbn	CRBN
AgaP_AGAP005299	CRBN
AT2G25740	CRBN
Os05g0521500	CRBN
Os01g0743600	CRBN
Rsl24d1	RSL24D1
LOC768911	RSL24D1
rsl24d1	RSL24D1
RpL24-like	RSL24D1
AgaP_AGAP001545	RSL24D1
rpl-24.2	RSL24D1
RLP24	RSL24D1
KLLA0E09439g	RSL24D1
AGOS_ADR346W	RSL24D1
MGG_10160	RSL24D1
NCU05235	RSL24D1
AT2G44860	RSL24D1
Os07g0292800	RSL24D1
Os01g0514000	RSL24D1
Dnajb11	DNAJB11
dnajb11	DNAJB11
CG4164	DNAJB11
AgaP_AGAP008327	DNAJB11
dnj-20	DNAJB11
ATERDJ3B	DNAJB11
Os05g0156500	DNAJB11
LOC708601	GULP1
Gulp1	GULP1
gulp1a	GULP1
ced-6	GULP1
Rhbg	RHBG
rhbg	RHBG
Rh50	RHBG
AgaP_AGAP002011	RHBG
Upb1	UPB1
upb1	UPB1
pyd3	UPB1
AgaP_AGAP010229	UPB1
upb-1	UPB1
BETA-UP	UPB1
Os07g0485100	UPB1
Sfmbt1	SFMBT1
sfmbt1	SFMBT1
Zfp639	ZNF639
znf639	ZNF639
LOC483157	GPR89A
Gpr89	GPR89A
Gpr89b	GPR89A
si:ch73-390b10.2	GPR89A
CG8090	GPR89A
AgaP_AGAP011252	GPR89A
CELE_Y75B8A.16	GPR89A
C11H1.2	GPR89A
GTG2	GPR89A
GTG1	GPR89A
Os04g0600800	GPR89A
LOC100490107	GPR89A
Plce1	PLCE1
LOC425224	PLCE1
plce1	PLCE1
plc-1	PLCE1
Nat8	NAT8
Slco4a1	SLCO4A1
slco4a1	SLCO4A1
Oatp26F	SLCO4A1
AgaP_AGAP008712	SLCO4A1
CELE_Y70G10A.3	SLCO4A1
Dcdc2a	DCDC2
Dcdc2	DCDC2
dcdc2b	DCDC2
dcdc2	DCDC2
Lima1	LIMA1
im:7155904	LIMA1
lima1	LIMA1
Irx4	IRX4
irx4a	IRX4
irx4	IRX4
Ghrl	GHRL
Gp6	GP6
Cldn18	CLDN18
cldn18	CLDN18
Ankfy1	ANKFY1
ankfy1	ANKFY1
CG41099	ANKFY1
AgaP_AGAP002243	ANKFY1
F22G12.4	ANKFY1
Cd244	CD244
Ptplad1	HACD3
ptplad1	HACD3
CG9267	HACD3
LOC477276	NELFCD
LOC514958	NELFCD
Nelfcd	NELFCD
nelfcd	NELFCD
TH1	NELFCD
AgaP_AGAP000391	NELFCD
LOC745332	HYPK
C21H15orf63	HYPK
Hypk	HYPK
hypk	HYPK
CG9922	HYPK
AgaP_AGAP004606	HYPK
Cwc15	CWC15
zgc:86607	CWC15
c12.1	CWC15
AgaP_AGAP010594	CWC15
CELE_T10C6.5	CWC15
EMB2769	CWC15
Os06g0106100	CWC15
cwc15	CWC15
Ufc1	UFC1
ufc1	UFC1
CG8386	UFC1
UFC1_ANOGA	UFC1
C40H1.6	UFC1
AT1G27530	UFC1
Os10g0205200	UFC1
Rtfdc1	RTFDC1
C20H20ORF43	RTFDC1
rtfdc1	RTFDC1
CG6443	RTFDC1
AgaP_AGAP012690	RTFDC1
AgaP_AGAP010176	RTFDC1
C01A2.5	RTFDC1
Cdk5rap1	CDK5RAP1
zgc:162738	CDK5RAP1
CG6345	CDK5RAP1
AgaP_AGAP012104	CDK5RAP1
F25B5.5	CDK5RAP1
AT4G36390	CDK5RAP1
Os11g0592800	CDK5RAP1
cdk5rap1	CDK5RAP1
Rnf141	RNF141
rnf141	RNF141
AgaP_AGAP000736	RNF141
Zfp219	ZNF219
LOC100495520	ZNF219
Abi3	ABI3
Phf20	PHF20
phf20	PHF20
Higd1b	HIGD1B
higd1b	HIGD1B
Vrk3	VRK3
vrk3	VRK3
Crim1	CRIM1
crim1	CRIM1
crm-1	CRIM1
LOC100488895	CRIM1
Mpp5	MPP5
mpp5a	MPP5
sdt	MPP5
AgaP_AGAP002711	MPP5
mpp5	MPP5
Nckipsd	NCKIPSD
nckipsd	NCKIPSD
Tmem9	TMEM9
tmem9	TMEM9
CG1161	TMEM9
AgaP_AGAP007259	TMEM9
R12C12.6	TMEM9
Prkd2	PRKD2
Cxxc5	CXXC5
cxxc5a	CXXC5
Tmem138	TMEM138
tmem138	TMEM138
CG13999	TMEM138
AgaP_AGAP010215	TMEM138
Ankrd39	ANKRD39
ankrd39	ANKRD39
CG44001	ANKRD39
AgaP_AGAP009205	ANKRD39
Cox16	COX16
cox16	COX16
C20H20orf111	OSER1
C24H20orf111	OSER1
Oser1	OSER1
C20H20ORF111	OSER1
oser1	OSER1
C14H14orf129	GSKIP
Gskip	GSKIP
C5H14ORF129	GSKIP
gskip	GSKIP
Ccdc174	CCDC174
C12H3ORF19	CCDC174
ccdc174	CCDC174
Jkamp	JKAMP
jkamp	JKAMP
CG2126	JKAMP
AgaP_AGAP001461	JKAMP
jamp-1	JKAMP
LOC695458	PDZD11
Pdzd11	PDZD11
pdzd11	PDZD11
LOC707802	TMEM69
Tmem69	TMEM69
tmem69	TMEM69
LOC701728	PPHLN1
Pphln1	PPHLN1
pphln1	PPHLN1
Nt5c3	NT5C3A
Nt5c3a	NT5C3A
nt5c3a	NT5C3A
F25B5.3	NT5C3A
Y10G11A.1	NT5C3A
Mrpl37	MRPL37
mrpl37	MRPL37
mRpL37	MRPL37
AgaP_AGAP002400	MRPL37
Rnf181	RNF181
rnf181	RNF181
Tbc1d7	TBC1D7
tbc1d7	TBC1D7
CG6182	TBC1D7
AgaP_AGAP002392	TBC1D7
March2	MARCH2
march2	MARCH2
Tmem216	TMEM216
LOC555988	TMEM216
LOC100490116	TMEM216
LOC473674	PBDC1
CXHXorf26	PBDC1
Pbdc1	PBDC1
pbdc1	PBDC1
CG7519	PBDC1
AgaP_AGAP007575	PBDC1
Y54E5A.5	PBDC1
YPL225W	PBDC1
KLLA0C16159g	PBDC1
AGOS_AFL129W	PBDC1
SPBC3E7.07c	PBDC1
MGG_04898	PBDC1
NCU09442	PBDC1
Mrpl27	MRPL27
mrpl27	MRPL27
mRpL27	MRPL27
AgaP_AGAP002470	MRPL27
Scly	SCLY
scly	SCLY
F13H8.9	SCLY
Clec1a	CLEC1A
C9H9orf78	C9orf78
C15H9orf78	C9orf78
C11H9orf78	C9orf78
BC005624	C9orf78
C17H9ORF78	C9orf78
zgc:103692	C9orf78
CG7974	C9orf78
AgaP_AGAP006620	C9orf78
AT1G02330	C9orf78
Os03g0374100	C9orf78
c9orf78	C9orf78
Syt17	SYT17
LOC100000374	SYT17
syt17	SYT17
Ubap1	UBAP1
ubap1	UBAP1
Ninj2	NINJ2
ninj2	NINJ2
Dnajc27	DNAJC27
LOC100486435	DNAJC27
C1rl	C1RL
wu:fd46c06	C1RL
Tm7sf3	TM7SF3
tm7sf3	TM7SF3
GPRNND2	TM7SF3
AgaP_AGAP012612	TM7SF3
AgaP_AGAP005059	TM7SF3
Ankmy1	ANKMY1
ankmy1	ANKMY1
Pex5l	PEX5L
pex5la	PEX5L
pex5l	PEX5L
Bfar	BFAR
bfar	BFAR
Rasl12	RASL12
rasl12	RASL12
Y71F9AR.2	RASL12
Coa4	COA4
Rxfp3	RXFP3
rxfp3	RXFP3
LOC538526	LGSN
Lgsn	LGSN
lgsn	LGSN
MGG_02538	LGSN
NCU11239	LGSN
LOC101734945	LGSN
Gmip	GMIP
LOC565801	GMIP
gmip	GMIP
Nt5dc3	NT5DC3
nt5dc3	NT5DC3
CG1814	NT5DC3
LOC711130	CD320
Cd320	CD320
Pcdh12	PCDH12
pcdh12	PCDH12
Mbip	MBIP
mbip	MBIP
Nrn1	NRN1
nrn1a	NRN1
nrn1	NRN1
Timmdc1	TIMMDC1
timmdc1	TIMMDC1
140up	TIMMDC1
AgaP_AGAP001426	TIMMDC1
Cyp39a1	CYP39A1
cyp39a1	CYP39A1
MGG_07210	CYP39A1
LOC100486848	CYP39A1
Fkbp11	FKBP11
fkbp11	FKBP11
Zdhhc3	ZDHHC3
zdhhc3b	ZDHHC3
CG8314	ZDHHC3
AgaP_AGAP003613	ZDHHC3
F33D11.12	ZDHHC3
zdhhc3	ZDHHC3
Myoz2	MYOZ2
myoz2b	MYOZ2
myoz2	MYOZ2
Fam13b	FAM13B
C5ORF5	FAM13B
fam13b	FAM13B
Fam53c	FAM53C
LOC100002393	FAM53C
fam53c	FAM53C
Armcx3	ARMCX3
Armcx1	ARMCX1
Fam198b	FAM198B
fam198b	FAM198B
Tdp2	TDP2
tdp2b	TDP2
CELE_Y63D3A.4	TDP2
tdp2	TDP2
Slc6a13	SLC6A13
LOC100858230	SLC6A13
LOC100332592	SLC6A13
slc6a13	SLC6A13
Nme8	NME8
nme8	NME8
nme9	NME8
Ufm1	UFM1
ufm1	UFM1
CG34191	UFM1
UFM1_ANOGA	UFM1
tag-277	UFM1
AT1G77710	UFM1
Os01g0962400	UFM1
Krcc1	KRCC1
Phf21a	PHF21A
phf21ab	PHF21A
phf21a	PHF21A
LOC717628	MRPL35
Mrpl35	MRPL35
mrpl35	MRPL35
Fam49b	FAM49B
fam49bb	FAM49B
fam49b	FAM49B
Mex3c	MEX3C
mex3c	MEX3C
LOC718873	AMZ2
Amz2	AMZ2
LOC100494774	AMZ2
Spg21	SPG21
spg21	SPG21
AT4G12230	SPG21
Os10g0169800	SPG21
GCFC1	PAXBP1
Paxbp1	PAXBP1
zgc:158234	PAXBP1
CG1965	PAXBP1
AgaP_AGAP002035	PAXBP1
F43G9.12	PAXBP1
paxbp1	PAXBP1
Ahsp	AHSP
Arl6ip4	ARL6IP4
Mrps30	MRPS30
mrps30	MRPS30
LOC100332353	MRPS30
mRpS30	MRPS30
AgaP_AGAP001134	MRPS30
Dact1	DACT1
dact1	DACT1
Syt3	SYT3
LOC100000615	SYT3
syt3	SYT3
Sntb1	SNTB1
sntb1	SNTB1
Syn1	SNTB1
AgaP_AGAP012354	SNTB1
stn-1	SNTB1
Cntfr	CNTFR
cntfr	CNTFR
Cldn1	CLDN1
cldn1	CLDN1
Cldn2	CLDN2
LOC100489170	CLDN2
Reck	RECK
AgaP_AGAP010646	RECK
reck	RECK
Incenp	INCENP
incenp	INCENP
Clec4f	CLEC4F
Dnajc5	DNAJC5
dnajc5aa	DNAJC5
dnajc5ab	DNAJC5
Csp	DNAJC5
AgaP_AGAP007620	DNAJC5
Bok	BOK
boka	BOK
Buffy	BOK
bok	BOK
Mzf1	MZF1
Banp	BANP
banp	BANP
Rbms1	RBMS1
rbms1a	RBMS1
rbms1	RBMS1
Acrbp	ACRBP
Rab33b	RAB33B
LOC572060	RAB33B
rab-33	RAB33B
rab33b	RAB33B
Pdlim1	PDLIM1
pdlim1	PDLIM1
Hif3a	HIF3A
hif1al	HIF3A
Deaf1	DEAF1
zgc:194895	DEAF1
deaf1	DEAF1
Cldn7	CLDN7
cldn7a	CLDN7
cldn7b	CLDN7
Fut8	FUT8
fut8a	FUT8
FucT6	FUT8
AgaP_AGAP001888	FUT8
fut-8	FUT8
fut8	FUT8
LOC486776	TIMM23
Timm23	TIMM23
LOC100362432	TIMM23
RGD1559672	TIMM23
timm23	TIMM23
CG40042	TIMM23
AgaP_AGAP010210	TIMM23
Spint1	SPINT1
spint1a	SPINT1
spint1b	SPINT1
spint1	SPINT1
Rwdd2b	RWDD2B
rwdd2b	RWDD2B
Stx18	STX18
stx18	STX18
Syx18	STX18
AgaP_AGAP011160	STX18
SYP81	STX18
Os04g0530400	STX18
Ubn1	UBN1
ubn1	UBN1
Tas2r118	TAS2R16
Pard6a	PARD6A
pard6a	PARD6A
Spock3	SPOCK3
spock3	SPOCK3
C54E4.2	SPOCK3
Cklf	CKLF
Tbx22	TBX22
tbx22	TBX22
LOC706574	OLIG1
Olig1	OLIG1
olig1	OLIG1
LOC720510	MYADM
LOC100855913	MYADM
Myadm	MYADM
si:dkeyp-66d1.7	MYADM
si:dkeyp-67a8.2	MYADM
myadm	MYADM
Il22	IL22
Iltifb	IL22
il22	IL22
Gja3	GJA3
gja3	GJA3
Ogt	OGT
ogt.1	OGT
sxc	OGT
AgaP_AGAP006254	OGT
ogt-1	OGT
SEC	OGT
ogt	OGT
Mrpl39	MRPL39
mrpl39	MRPL39
mRpL39	MRPL39
AgaP_AGAP010644	MRPL39
Hoxc10	HOXC10
hoxc10a	HOXC10
hoxc10	HOXC10
Il1rapl2	IL1RAPL2
il1rapl2	IL1RAPL2
Coq3	COQ3
coq3	COQ3
CG9249	COQ3
AgaP_AGAP010537	COQ3
coq-3	COQ3
KLLA0C03630g	COQ3
AGOS_ADR115W	COQ3
MGG_01048	COQ3
NCU05982	COQ3
Os06g0152300	COQ3
LOC102152620	GALNT7
Galnt7	GALNT7
galnt7	GALNT7
AgaP_AGAP000656	GALNT7
gly-7	GALNT7
LOC719449	PTOV1
Ptov1	PTOV1
CG13609	PTOV1
LOC713906	DUOX2
Duox2	DUOX2
Duox	DUOX2
DUOX	DUOX2
bli-3	DUOX2
duox-2	DUOX2
RBOHB	DUOX2
duox2	DUOX2
A4galt	A4GALT
alpha4GT1	A4GALT
alpha4GT2	A4GALT
AgaP_AGAP008258	A4GALT
AgaP_AGAP008259	A4GALT
AgaP_AGAP008260	A4GALT
a4galt	A4GALT
Mdm1	MDM1
mdm1	MDM1
Pole3	POLE3
LOC100362333	POLE3
pole3	POLE3
Chrac-14	POLE3
C21H21orf91	C21orf91
C3H21orf91	C21orf91
C31H21orf91	C21orf91
C1H21orf91	C21orf91
D16Ertd472e	C21orf91
RGD1563888	C21orf91
C1H21ORF91	C21orf91
zgc:110006	C21orf91
c21orf91	C21orf91
Baiap2	BAIAP2
baiap2b	BAIAP2
baiap2a	BAIAP2
baiap2	BAIAP2
Enam	ENAM
Ubqln3	UBQLN3
enosf1	ENOSF1
AgaP_AGAP007421	ENOSF1
MGG_01300	ENOSF1
NCU07064	ENOSF1
Fev	FEV
LOC100857480	FEV
fev	FEV
Cnot11	CNOT11
C2ORF29	CNOT11
cnot11	CNOT11
CG13567	CNOT11
AgaP_AGAP007117	CNOT11
AT5G18420	CNOT11
Os11g0240900	CNOT11
LOC714271	FOXRED1
Foxred1	FOXRED1
foxred1	FOXRED1
l(2)37Bb	FOXRED1
AgaP_AGAP009080	FOXRED1
CELE_M04B2.4	FOXRED1
Epdr1	EPDR1
epdr1	EPDR1
Fndc8	FNDC8
Il17rd	IL17RD
il17rd	IL17RD
LOC718937	FAM20A
Fam20a	FAM20A
fam20a	FAM20A
Nagk	NAGK
zgc:171682	NAGK
CG6218	NAGK
AgaP_AGAP000241	NAGK
W06B4.2	NAGK
LOC100485993	NAGK
LOC711458	GRAMD1C
Gramd1c	GRAMD1C
si:ch73-93k15.2	GRAMD1C
Zranb1	ZRANB1
LOC100360606	ZRANB1
zranb1b	ZRANB1
trbd	ZRANB1
AgaP_AGAP003853	ZRANB1
zranb1	ZRANB1
Chrna9	CHRNA9
chrna9	CHRNA9
Ube2q1	UBE2Q1
LOC100858564	UBE2Q1
Trim44	TRIM44
trim44	TRIM44
Miox	MIOX
miox	MIOX
CG6910	MIOX
AgaP_AGAP003636	MIOX
C54E4.5	MIOX
KLLA0E10737g	MIOX
AGOS_AFR482W	MIOX
MGG_09462	MIOX
NCU08856	MIOX
MIOX1	MIOX
Os06g0561000	MIOX
Btg4	BTG4
btg4	BTG4
Zc3h7b	ZC3H7B
zc3h7b	ZC3H7B
Nkiras2	NKIRAS2
nkiras2	NKIRAS2
LOC100538046	NKIRAS2
Vezt	VEZT
vetz	VEZT
vezt	VEZT
Rnf111	RNF111
rnf111	RNF111
Nsmce4a	NSMCE4A
nsmce4a	NSMCE4A
MGG_03068	NSMCE4A
NCU00657	NSMCE4A
Rnpc3	RNPC3
rnpc3	RNPC3
Alkbh4	ALKBH4
alkbh4	ALKBH4
CG4036	ALKBH4
AgaP_AGAP009588	ALKBH4
F09F7.7	ALKBH4
LOC721891	DNAJB12
Dnajb12	DNAJB12
dnajb12a	DNAJB12
CG3061	DNAJB12
AgaP_AGAP001810	DNAJB12
dnj-1	DNAJB12
AT3G57340	DNAJB12
AT5G05750	DNAJB12
Os01g0556400	DNAJB12
dnajb12	DNAJB12
Cdkn2aip	CDKN2AIP
cdkn2aip	CDKN2AIP
Kctd9	KCTD9
zgc:113115	KCTD9
CG14647	KCTD9
AgaP_AGAP000478	KCTD9
kctd9	KCTD9
Med18	MED18
LOC682988	MED18
med18	MED18
MED18_ANOGA	MED18
mdt-18	MED18
Haus6	HAUS6
haus6	HAUS6
LOC714238	CNNM2
Cnnm2	CNNM2
LOC565702	CNNM2
uex	CNNM2
AgaP_AGAP002094	CNNM2
CELE_C52D10.12	CNNM2
AT4G14240	CNNM2
AT4G14230	CNNM2
Os05g0395300	CNNM2
cnnm4	CNNM2
Ahi1	AHI1
ahi1	AHI1
Aftph	AFTPH
aftpha	AFTPH
Qpctl	QPCTL
YFR018C	QPCTL
KLLA0D04576g	QPCTL
AGOS_AER189W	QPCTL
MGG_15951	QPCTL
NCU09018	QPCTL
qpctl	QPCTL
LOC721223	GATAD2A
Gatad2a	GATAD2A
