structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z
4208,15,126434983,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",112731340,141,99,174,-50.0,-83.0,10.0
4187,16,126435015,CX,"Cun-str","cuneus, left, striate",112783367,93,105,183,-2.0,-92.0,4.0
4186,16,126434999,CX,"Cun-pest","cuneus, left, peristriate",112783366,95,102,184,-4.0,-93.0,7.0
4193,16,126435079,CX,"LiG-pest","lingual gyrus, left, peristriate",112783486,94,128,184,-3.0,-93.0,-19.0
4208,16,126435127,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",112783110,123,103,182,-32.0,-91.0,6.0
4208,16,126435111,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",112783109,126,100,183,-35.0,-92.0,9.0
4215,17,126435065,CX,"SOG-i","superior occipital gyrus, left, inferior bank of gyrus",112784546,112,103,190,-21.0,-99.0,6.0
4207,17,126435033,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",112784547,108,112,190,-17.0,-99.0,-3.0
4193,17,126435001,CX,"LiG-pest","lingual gyrus, left, peristriate",112784587,97,126,190,-6.0,-99.0,-17.0
4098,13,126434383,CX,"SPL-s","superior parietal lobule, left, superior bank of gyrus",112193676,108,41,149,-17.0,-58.0,68.0
4106,13,126434446,CX,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",112194026,134,68,151,-43.0,-60.0,41.0
4099,13,126434420,CX,"SPL-i","superior parietal lobule, left, inferior bank of gyrus",112194025,131,66,150,-40.0,-59.0,43.0
4193,13,126434489,CX,"LiG-pest","lingual gyrus, left, peristriate",112196090,102,112,150,-11.0,-59.0,-3.0
4136,13,126434332,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",112193969,147,95,150,-56.0,-59.0,14.0
4201,13,126434403,CX,"OTG-i","occipito-temporal gyrus, left, inferior bank of gyrus",112193571,142,133,150,-51.0,-59.0,-24.0
4200,13,126434385,CX,"OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",112193572,126,114,150,-35.0,-59.0,-5.0
4150,13,126434449,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",112193024,150,133,150,-59.0,-59.0,-24.0
4135,12,126434466,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",112191536,159,76,140,-68.0,-49.0,33.0
4107,12,126434443,CX,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",112191534,141,76,140,-50.0,-49.0,33.0
4158,12,126434563,CX,"FuG-its","fusiform gyrus, left, bank of the its",112191795,139,123,138,-48.0,-47.0,-14.0
4151,12,126434356,CX,"ITG-mts","inferior temporal gyrus, left, bank of mts",112191703,156,115,139,-65.0,-48.0,-6.0
4142,12,126434581,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",112191702,158,105,139,-67.0,-48.0,4.0
4231,9,126434417,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",1408339,97,79,109,-6.0,-18.0,30.0
4073,9,126434352,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",1408336,99,35,108,-8.0,-17.0,74.0
4172,11,126434378,CX,"PLT","planum temporale, left",111795646,152,97,129,-61.0,-38.0,12.0
4135,11,126434349,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",111795647,164,95,129,-73.0,-38.0,14.0
4107,11,126434324,CX,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",111795645,161,77,129,-70.0,-38.0,32.0
4158,11,126434440,CX,"FuG-its","fusiform gyrus, left, bank of the its",111795832,139,131,129,-48.0,-38.0,-22.0
4136,11,126434485,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",111796075,155,109,129,-64.0,-38.0,0.0
4013,10,126434393,CX,"PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",111794384,104,37,118,-13.0,-27.0,72.0
4231,10,126434499,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",111794656,95,74,117,-4.0,-26.0,35.0
4231,10,126434480,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",111794655,95,77,117,-4.0,-26.0,32.0
4230,10,126434459,CX,"CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",111794654,99,66,117,-8.0,-26.0,43.0
4074,10,126434433,CX,"PCLa-i","paracentral lobule, anterior part, left, inferior bank of gyrus",111794653,100,63,117,-9.0,-26.0,46.0
4158,10,126434574,CX,"FuG-its","fusiform gyrus, left, bank of the its",111794096,132,126,117,-41.0,-26.0,-17.0
4136,10,126434345,CX,"STG-i","superior temporal gyrus, left, inferior bank of gyrus",111794573,147,115,117,-56.0,-26.0,-6.0
4158,9,126432656,CX,"FuG-its","fusiform gyrus, left, bank of the its",1408351,131,135,109,-40.0,-18.0,-26.0
4149,9,126432624,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",1408352,135,135,109,-44.0,-18.0,-26.0
4143,9,126432491,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1408346,152,129,109,-61.0,-18.0,-20.0
4023,8,126432554,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1407921,96,36,96,-5.0,-5.0,73.0
4230,8,126432586,CX,"CgGp-s","cingulate gyrus, parietal part, left, superior bank of gyrus",1407811,100,63,97,-9.0,-6.0,46.0
4015,8,126432652,CX,"PrG-cs","precentral gyrus, left, bank of the central sulcus",1407854,141,79,97,-50.0,-6.0,30.0
4013,8,126432620,CX,"PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1407852,134,48,97,-43.0,-6.0,61.0
4160,8,126434977,CX,"FuG-cos","fusiform gyrus, left, bank of cos",1407821,118,151,98,-27.0,-7.0,-42.0
4160,8,126432670,CX,"FuG-cos","fusiform gyrus, left, bank of cos",1407816,121,147,98,-30.0,-7.0,-38.0
4159,8,126432654,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",1407817,119,156,98,-28.0,-7.0,-47.0
4149,8,126432606,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",1407819,130,149,98,-39.0,-7.0,-40.0
4135,7,126432118,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",1407361,157,119,86,-66.0,5.0,-10.0
4014,7,126432086,CX,"PrG-il","precentral gyrus, left, inferior lateral aspect of gyrus",1407365,153,108,85,-62.0,6.0,1.0
4143,7,126432232,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",1407345,134,140,86,-43.0,5.0,-31.0
4224,7,126432104,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1407322,95,77,88,-4.0,3.0,32.0
4024,6,126432182,CX,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1403598,120,43,76,-29.0,15.0,66.0
4023,6,126432166,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1403597,102,38,76,-11.0,15.0,71.0
4069,6,126432053,CX,"PaOG","parolfactory gyri, left",1404118,92,120,77,-1.0,14.0,-11.0
4224,5,126432132,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1403259,94,83,66,-3.0,25.0,26.0
4223,5,126432116,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1403258,94,65,65,-3.0,26.0,44.0
4030,6,126431641,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",1404438,127,72,76,-36.0,15.0,37.0
4030,6,126432068,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",1404438,126,72,76,-35.0,15.0,37.0
4273,6,126431707,CX,"SIG","short insular gyri, left",1404067,132,116,77,-41.0,14.0,-7.0
4042,6,126431675,CX,"opIFG","inferior frontal gyrus, opercular part, left",1404066,147,114,75,-56.0,16.0,-5.0
4903,6,126431755,CX,"TP-s","temporal pole, left, superior aspect",1404033,114,146,78,-23.0,13.0,-37.0
4031,5,126431721,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1403305,148,83,66,-57.0,25.0,26.0
4079,5,126431753,CX,"fro","frontal operculum, left",1403264,132,121,68,-41.0,23.0,-12.0
4063,5,126431625,CX,"SCG","subcallosal cingulate gyrus, left",1403326,96,115,67,-5.0,24.0,-6.0
4045,4,126432485,CX,"orIFG","inferior frontal gyrus, orbital part, left",1395891,127,122,57,-36.0,34.0,-13.0
4045,4,126426507,CX,"orIFG","inferior frontal gyrus, orbital part, left",1395891,126,122,57,-35.0,34.0,-13.0
4039,4,126426491,CX,"trIFG","inferior frontal gyrus, triangular part, left",1395890,143,118,57,-52.0,34.0,-9.0
4054,3,126426425,CX,"AOrG","anterior orbital gyrus, left",1395878,107,131,45,-16.0,46.0,-22.0
4051,3,126426409,CX,"MOrG","medial orbital gyrus, left",1395880,97,137,45,-6.0,46.0,-28.0
4060,3,126431639,CX,"LOrG","lateral orbital gyrus, left",1395871,122,131,44,-31.0,47.0,-22.0
4223,2,126426423,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1395852,94,103,36,-3.0,55.0,6.0
4051,2,126426471,CX,"MOrG","medial orbital gyrus, left",1395858,96,139,38,-5.0,53.0,-30.0
4048,2,126426455,CX,"GRe","gyrus rectus, left",1395857,93,138,38,-2.0,53.0,-29.0
4048,2,126431623,CX,"GRe","gyrus rectus, left",1395857,92,138,38,-1.0,53.0,-29.0
4045,2,126426503,CX,"orIFG","inferior frontal gyrus, orbital part, left",1395854,125,127,37,-34.0,54.0,-18.0
4045,2,126432051,CX,"orIFG","inferior frontal gyrus, orbital part, left",1395854,124,127,37,-33.0,54.0,-18.0
4121,12,126435057,CX,"Pcu-i","precuneus, left, inferior lateral bank of gyrus",112191355,99,64,138,-8.0,-47.0,45.0
4106,12,126435121,CX,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",112191640,135,56,139,-44.0,-48.0,53.0
4207,14,126435123,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",112709132,133,99,161,-42.0,-70.0,10.0
4143,14,126435107,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",112709131,148,90,161,-57.0,-70.0,19.0
4201,14,126434981,CX,"OTG-i","occipito-temporal gyrus, left, inferior bank of gyrus",112797083,142,130,160,-51.0,-69.0,-21.0
4121,15,126435013,CX,"Pcu-i","precuneus, left, inferior lateral bank of gyrus",112731858,94,61,171,-3.0,-80.0,48.0
4114,15,126435077,CX,"AnG-i","angular gyrus, left, inferior bank of gyrus",112730936,121,65,172,-30.0,-81.0,44.0
4113,15,126435061,CX,"AnG-s","angular gyrus, left, superior bank of gyrus",112730935,110,60,172,-19.0,-81.0,49.0
4099,15,126435045,CX,"SPL-i","superior parietal lobule, left, inferior bank of gyrus",112730934,113,91,171,-22.0,-80.0,18.0
4098,15,126435029,CX,"SPL-s","superior parietal lobule, left, superior bank of gyrus",112730933,108,58,172,-17.0,-81.0,51.0
4200,15,126435141,CX,"OTG-s","occipito-temporal gyrus, left, superior bank of gyrus",112731494,106,127,171,-15.0,-80.0,-18.0
4207,15,126435157,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",112731339,136,89,174,-45.0,-83.0,20.0
4208,16,126435047,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",112782884,108,99,182,-17.0,-91.0,10.0
4207,16,126435031,CX,"IOG-s","inferior occipital gyrus, left, superior bank of gyrus",112782888,113,96,182,-22.0,-91.0,13.0
4214,17,126435159,CX,"SOG-s","superior occipital gyrus, left, superior bank of gyrus",112784657,105,93,190,-14.0,-99.0,16.0
4186,17,126435143,CX,"Cun-pest","cuneus, left, peristriate",112784702,96,99,190,-5.0,-99.0,10.0
4208,17,126435049,CX,"IOG-i","inferior occipital gyrus, left, inferior bank of gyrus",112784548,119,116,190,-28.0,-99.0,-7.0
4194,17,126435017,CX,"LiG-str","lingual gyrus, left, striate",112784588,98,111,190,-7.0,-99.0,-2.0
4187,17,126434985,CX,"Cun-str","cuneus, left, striate",112784589,98,107,190,-7.0,-99.0,2.0
4120,13,126434401,CX,"Pcu-s","precuneus, left, superior lateral bank of gyrus",112193675,99,61,149,-8.0,-58.0,48.0
4194,13,126434508,CX,"LiG-str","lingual gyrus, left, striate",112196091,113,107,150,-22.0,-59.0,2.0
4143,13,126434422,CX,"MTG-i","middle temporal gyrus, left, inferior bank of gyrus",112193022,151,105,150,-60.0,-59.0,4.0
4172,12,126434487,CX,"PLT","planum temporale, left",112191535,144,79,140,-53.0,-49.0,30.0
4150,12,126434530,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",112191793,155,134,139,-64.0,-48.0,-25.0
4149,12,126434506,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",112191794,142,125,138,-51.0,-47.0,-16.0
4023,7,126434579,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1407329,92,54,87,-1.0,4.0,55.0
4088,11,126434461,CX,"PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",111796047,112,36,129,-21.0,-38.0,73.0
4231,11,126434524,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",111795931,97,84,129,-6.0,-38.0,25.0
4089,11,126434559,CX,"PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",111795979,137,49,129,-46.0,-38.0,60.0
4106,11,126434577,CX,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",111795644,142,70,129,-51.0,-38.0,39.0
4150,11,126434413,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",111795834,148,141,129,-57.0,-38.0,-32.0
4151,11,126434561,CX,"ITG-mts","inferior temporal gyrus, left, bank of mts",111796072,151,133,129,-60.0,-38.0,-24.0
4142,11,126434504,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",111796074,154,112,129,-63.0,-38.0,-3.0
4073,10,126434409,CX,"PCLa-s","paracentral lobule, anterior part, left, superior bank of gyrus",111794385,94,38,117,-3.0,-26.0,71.0
4088,10,126434521,CX,"PoG-sl","postcentral gyrus, left, superior lateral aspect of gyrus",111794498,143,47,118,-52.0,-27.0,62.0
4142,10,126434375,CX,"MTG-s","middle temporal gyrus, left, superior bank of gyrus",111794574,160,119,117,-69.0,-26.0,-10.0
4015,9,126432574,CX,"PrG-cs","precentral gyrus, left, bank of the central sulcus",1408333,137,55,108,-46.0,-17.0,54.0
4013,9,126432540,CX,"PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1408331,121,32,108,-30.0,-17.0,77.0
4159,9,126432672,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",1408350,124,145,109,-33.0,-18.0,-36.0
4012,8,126432536,CX,"PrG-prc","precentral gyrus, left, bank of the precentral sulcus",1407923,118,55,96,-27.0,-5.0,54.0
4231,8,126432604,CX,"CgGp-i","cingulate gyrus, parietal part, left, inferior bank of gyrus",1407812,95,76,97,-4.0,-6.0,33.0
4087,8,126432668,CX,"PoG-cs","postcentral gyrus, left, bank of the central sulcus",1407855,150,85,97,-59.0,-6.0,24.0
4270,8,126432572,CX,"LIG","long insular gyri, left",1407830,133,120,97,-42.0,-6.0,-11.0
4135,8,126432519,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",1407833,157,122,97,-66.0,-6.0,-13.0
4089,8,126432503,CX,"PoG-il","postcentral gyrus, left, inferior lateral aspect of gyrus",1407827,158,99,97,-67.0,-6.0,10.0
4245,8,126432489,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",1407815,117,145,98,-26.0,-7.0,-36.0
4013,7,126432070,CX,"PrG-sl","precentral gyrus, left, superior lateral aspect of gyrus",1407326,156,90,85,-65.0,6.0,19.0
4270,7,126432168,CX,"LIG","long insular gyri, left",1407363,132,126,86,-41.0,5.0,-17.0
4079,7,126432102,CX,"fro","frontal operculum, left",1407364,137,109,85,-46.0,6.0,0.0
4150,7,126432056,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",1407344,141,153,86,-50.0,5.0,-44.0
4288,7,126432136,CX,"Pu","putamen, left",1404174,113,97,88,-22.0,3.0,12.0
4069,6,126432198,CX,"PaOG","parolfactory gyri, left",1403573,94,116,77,-3.0,14.0,-7.0
4224,5,126434342,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1403260,94,81,66,-3.0,25.0,28.0
4224,5,126432148,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1403260,93,81,66,-2.0,25.0,28.0
4023,5,126432100,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1403257,96,47,64,-5.0,27.0,62.0
4031,6,126431657,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1404437,142,76,75,-51.0,16.0,33.0
4905,6,126431739,CX,"TP-m","temporal pole, left, medial aspect",1404032,121,148,78,-30.0,13.0,-39.0
4150,6,126431772,CX,"ITG-l","inferior temporal gyrus, left, lateral bank of gyrus",1403507,143,144,78,-52.0,13.0,-35.0
9222,6,126431643,CX,"cc","corpus callosum",1404114,99,87,77,-8.0,14.0,22.0
4224,6,126431805,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1404115,96,78,77,-5.0,14.0,31.0
4223,6,126431789,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1404116,98,70,76,-7.0,15.0,39.0
4042,5,126431737,CX,"opIFG","inferior frontal gyrus, opercular part, left",1403263,150,94,65,-59.0,26.0,15.0
4048,5,126431770,CX,"GRe","gyrus rectus, left",1403312,90,136,68,1.0,23.0,-27.0
4023,4,126426537,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1395888,104,54,55,-13.0,36.0,55.0
4223,4,126426553,CX,"CgGf-s","cingulate gyrus, frontal part, left, superior bank of gyrus",1395884,94,74,56,-3.0,35.0,35.0
4042,4,126426569,CX,"opIFG","inferior frontal gyrus, opercular part, left",1395905,141,94,56,-50.0,35.0,15.0
4224,4,126426443,CX,"CgGf-i","cingulate gyrus, frontal part, left, inferior bank of gyrus",1395894,97,113,57,-6.0,34.0,-4.0
4057,4,126426427,CX,"POrG","posterior orbital gyrus, left",1395899,113,132,58,-22.0,33.0,-23.0
4024,3,126426567,CX,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1395876,114,80,43,-23.0,48.0,29.0
4024,3,126426535,CX,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1395875,114,77,43,-23.0,48.0,32.0
4901,3,126426457,CX,"IRoG","inferior rostral gyrus, left",1395881,96,126,45,-5.0,46.0,-17.0
4898,3,126426441,CX,"SRoG","superior rostral gyrus, left",1395882,98,122,45,-7.0,46.0,-13.0
4048,3,126426393,CX,"GRe","gyrus rectus, left",1395879,94,137,45,-3.0,46.0,-28.0
4030,2,126426407,CX,"MFG-s","middle frontal gyrus, left, superior bank of gyrus",1395865,114,86,35,-23.0,56.0,23.0
4031,2,126426439,CX,"MFG-i","middle frontal gyrus, left, inferior bank of gyrus",1395868,123,100,36,-32.0,55.0,9.0
4288,7,126439301,CX,"Pu","putamen, left",114356714,115,108,88,-24.0,3.0,1.0
4719,63,126435750,CB,"PV-IV","IV, left, paravermis",113525653,96,110,140,-5.0,-49.0,-1.0
4718,63,126435734,CB,"PV-III","III, left, paravermis",113525665,96,124,134,-5.0,-43.0,-15.0
4719,63,126435718,CB,"PV-IV","IV, left, paravermis",113525652,96,112,140,-5.0,-49.0,-3.0
4718,63,126435892,CB,"PV-III","III, left, paravermis",113525664,96,126,133,-5.0,-42.0,-17.0
4720,63,126435782,CB,"PV-V","V, left, paravermis",113525754,96,112,156,-5.0,-65.0,-3.0
4725,63,126435720,CB,"PV-VIIB","VIIB, left, paravermis",113901824,96,160,167,-5.0,-76.0,-51.0
4724,63,126435894,CB,"PV-Crus II","Crus II, left, paravermis",113522737,96,150,178,-5.0,-87.0,-41.0
4723,63,126435878,CB,"PV-Crus I","Crus I, left, paravermis",113522738,96,140,176,-5.0,-85.0,-31.0
4722,63,126435862,CB,"PV-VI","VI, left, paravermis",113523224,96,135,174,-5.0,-83.0,-26.0
4725,63,126435846,CB,"PV-VIIB","VIIB, left, paravermis",113901823,96,160,168,-5.0,-77.0,-51.0
4724,63,126435830,CB,"PV-Crus II","Crus II, left, paravermis",113522736,96,148,178,-5.0,-87.0,-39.0
4723,63,126435814,CB,"PV-Crus I","Crus I, left, paravermis",113522741,96,138,176,-5.0,-85.0,-29.0
4722,63,126435798,CB,"PV-VI","VI, left, paravermis",113523223,96,133,173,-5.0,-82.0,-24.0
4736,62,126435810,CB,"He-V","V, left, lateral hemisphere",113257911,107,122,137,-16.0,-46.0,-13.0
4736,62,126435778,CB,"He-V","V, left, lateral hemisphere",113257910,107,123,135,-16.0,-44.0,-14.0
4742,62,126435780,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",113258470,107,168,156,-16.0,-65.0,-59.0
4741,62,126435764,CB,"He-VIIB","VIIB, left, lateral hemisphere",113258306,107,166,163,-16.0,-72.0,-57.0
4740,62,126435748,CB,"He-Crus II","Crus II, left, lateral hemisphere",113258229,107,151,182,-16.0,-91.0,-42.0
4739,62,126435732,CB,"He-Crus I","Crus I, left, lateral hemisphere",113258198,107,140,179,-16.0,-88.0,-31.0
4742,62,126435890,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",113258469,107,168,155,-16.0,-64.0,-59.0
4741,62,126435874,CB,"He-VIIB","VIIB, left, lateral hemisphere",113258305,107,166,162,-16.0,-71.0,-57.0
4740,62,126435858,CB,"He-Crus II","Crus II, left, lateral hemisphere",113258228,107,150,181,-16.0,-90.0,-41.0
4746,62,126435876,CB,"He-X","X, left, lateral hemisphere",113255684,107,151,126,-16.0,-35.0,-42.0
4744,62,126435860,CB,"He-IX","IX, left, lateral hemisphere",113255650,107,153,142,-16.0,-51.0,-44.0
4744,62,126435812,CB,"He-IX","IX, left, lateral hemisphere",113255651,107,151,142,-16.0,-51.0,-42.0
4743,62,126435796,CB,"He-VIIIB","VIIIB, left, lateral hemisphere",113255674,107,168,145,-16.0,-54.0,-59.0
4738,61,126435808,CB,"He-VI","VI, left, lateral hemisphere",113222836,121,128,149,-30.0,-58.0,-19.0
4736,61,126435792,CB,"He-V","V, left, lateral hemisphere",113222882,121,140,120,-30.0,-29.0,-31.0
4736,61,126435760,CB,"He-V","V, left, lateral hemisphere",113222857,121,143,119,-30.0,-28.0,-34.0
4742,61,126435746,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",113222757,121,168,156,-30.0,-65.0,-59.0
4741,61,126435730,CB,"He-VIIB","VIIB, left, lateral hemisphere",113222725,121,166,161,-30.0,-70.0,-57.0
4740,61,126435714,CB,"He-Crus II","Crus II, left, lateral hemisphere",113222703,121,152,176,-30.0,-85.0,-43.0
4739,61,126439269,CB,"He-Crus I","Crus I, left, lateral hemisphere",113222762,121,147,177,-30.0,-86.0,-38.0
4739,61,126435888,CB,"He-Crus I","Crus I, left, lateral hemisphere",113222762,120,147,177,-29.0,-86.0,-38.0
4742,61,126435872,CB,"He-VIIIA","VIIIA, left, lateral hemisphere",113222756,121,168,155,-30.0,-64.0,-59.0
4741,61,126435856,CB,"He-VIIB","VIIB, left, lateral hemisphere",113222724,121,167,160,-30.0,-69.0,-58.0
4740,61,126435840,CB,"He-Crus II","Crus II, left, lateral hemisphere",113222702,121,154,175,-30.0,-84.0,-45.0
4739,61,126435824,CB,"He-Crus I","Crus I, left, lateral hemisphere",113222761,121,147,176,-30.0,-85.0,-38.0
4244,9,126435736,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",1408329,112,134,109,-21.0,-18.0,-25.0
4270,10,126435712,CX,"LIG","long insular gyri, left",113796448,145,93,117,-54.0,-26.0,16.0
4169,10,126435886,CX,"TG","transverse gyri, left",113796449,159,100,117,-68.0,-26.0,9.0
4135,10,126435870,CX,"STG-l","superior temporal gyrus, left, lateral bank of gyrus",113796450,165,103,117,-74.0,-26.0,6.0
4107,10,126435854,CX,"SMG-i","supramarginal gyrus, left, inferior bank of gyrus",113796219,157,95,117,-66.0,-26.0,14.0
4106,10,126435838,CX,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",113796220,163,82,117,-72.0,-26.0,27.0
4090,10,126435822,CX,"PoG-pcs","postcentral gyrus, left, bank of the posterior central sulcus",113796447,159,71,117,-68.0,-26.0,38.0
4244,10,126435728,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",111793984,113,125,117,-22.0,-26.0,-16.0
4288,8,126435806,CX,"Pu","putamen, left",111250803,123,106,98,-32.0,-7.0,3.0
4282,8,126435790,CX,"BCd","body of caudate nucleus, left",111250802,109,87,97,-18.0,-6.0,22.0
4194,15,126435774,CX,"LiG-str","lingual gyrus, left, striate",112731695,96,101,171,-5.0,-80.0,8.0
4186,15,126435742,CX,"Cun-pest","cuneus, left, peristriate",112731693,94,87,171,-3.0,-80.0,22.0
4238,12,126435726,CX,"CgGr-i","cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",113354940,108,108,138,-17.0,-47.0,1.0
4160,12,126435710,CX,"FuG-cos","fusiform gyrus, left, bank of cos",112191597,121,117,138,-30.0,-47.0,-8.0
4159,12,126435884,CX,"FuG-l","fusiform gyrus, left, lateral bank of gyrus",112191598,121,122,138,-30.0,-47.0,-13.0
4245,11,126435868,CX,"PHG-cos","parahippocampal gyrus, left, bank of the cos",111795151,119,118,129,-28.0,-38.0,-9.0
4244,11,126435852,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",111795150,105,112,129,-14.0,-38.0,-3.0
4160,11,126435836,CX,"FuG-cos","fusiform gyrus, left, bank of cos",111795152,121,122,129,-30.0,-38.0,-13.0
4270,9,126435820,CX,"LIG","long insular gyri, left",1408375,133,113,110,-42.0,-19.0,-4.0
4178,9,126435804,CX,"PLP","planum polare, left",1408376,140,112,110,-49.0,-19.0,-3.0
4169,9,126435788,CX,"TG","transverse gyri, left",1408380,152,110,110,-61.0,-19.0,-1.0
4244,8,126435756,CX,"PHG-l","parahippocampal gyrus, left, lateral bank of gyrus",1407839,105,138,98,-14.0,-7.0,-29.0
4106,12,126435740,CX,"SMG-s","supramarginal gyrus, left, superior bank of gyrus",112191640,134,56,139,-43.0,-48.0,53.0
4023,7,126435724,CX,"SFG-m","superior frontal gyrus, left, medial bank of gyrus",1407329,91,54,87,0.0,4.0,55.0
4015,8,126439253,CX,"PrG-cs","precentral gyrus, left, bank of the central sulcus",1407854,140,79,97,-49.0,-6.0,30.0
4149,8,126435708,CX,"ITG-its","inferior temporal gyrus, left, bank of the its",1407819,129,149,98,-38.0,-7.0,-40.0
4024,2,126439237,CX,"SFG-l","superior frontal gyrus, left, lateral bank of gyrus",1395864,110,82,35,-19.0,56.0,27.0
9614,93,146022016,BS,"LMRt","lateral medullary reticular group, left",119916553,98,160,128,-7.0,-37.0,-51.0
9543,93,146021982,BS,"Cu","cuneate nucleus, left",116085996,96,159,133,-5.0,-42.0,-50.0
9677,93,146021966,BS,"Sp5","spinal trigeminal nucleus, left",119898118,97,159,130,-6.0,-39.0,-50.0
9642,93,146021950,BS,"RaM","raphe nuclei of medulla",120902544,91,159,131,0.0,-40.0,-50.0
9598,93,146021934,BS,"GiRt","gigantocellular group, left",120817684,93,159,131,-2.0,-40.0,-50.0
9561,93,146021918,BS,"IO","inferior olivary complex, left",113729556,94,160,129,-3.0,-38.0,-51.0
9520,93,146022078,BS,"Arc","arcuate nucleus of medulla, left",113900776,94,161,120,-3.0,-29.0,-52.0
9155,92,146022062,BS,"SubC","nucleus subceruleus, left",114684269,98,141,130,-7.0,-39.0,-32.0
9206,92,146022046,BS,"Mo5","motor nucleus of trigeminal nerve, left",114451588,99,141,132,-8.0,-41.0,-32.0
